r_A,Li_Cl,Zr_Cl,Zr_O,Cl_Cl
2.125000000000000000e+00,4.683765615792482295e-01,0.000000000000000000e+00,2.259687313266155684e+01,0.000000000000000000e+00
2.174999999999999822e+00,1.201007727935961888e+00,0.000000000000000000e+00,2.127843801191652773e+01,0.000000000000000000e+00
2.225000000000000089e+00,2.412554119142181541e+00,1.465961704339867853e-02,1.128057531489528387e+01,0.000000000000000000e+00
2.275000000000000355e+00,4.230741808620710920e+00,2.524022101733945922e-01,7.060250712350233826e+00,0.000000000000000000e+00
2.325000000000000178e+00,5.017391380128147560e+00,1.745346389876381021e+00,2.550890877511633903e+00,0.000000000000000000e+00
2.375000000000000000e+00,5.389191169709879325e+00,5.365296393036538269e+00,1.222309729828468416e+00,0.000000000000000000e+00
2.425000000000000266e+00,5.267986014822899854e+00,8.737663550690191627e+00,5.862133031889608104e-01,0.000000000000000000e+00
2.475000000000000089e+00,5.206238339068770316e+00,1.043786470644899289e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.525000000000000355e+00,4.416677626934299994e+00,9.049635859311255359e+00,1.081403027213294898e-01,0.000000000000000000e+00
2.575000000000000178e+00,3.796500504991668912e+00,6.446858147479676227e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.625000000000000000e+00,3.183807555807772971e+00,4.865989430757248435e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.675000000000000266e+00,2.555884684222377690e+00,2.961580665844977922e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.725000000000000089e+00,2.166952596224542837e+00,1.710384620087027185e+00,0.000000000000000000e+00,4.151628913485578068e-03
2.775000000000000355e+00,1.669501649790377629e+00,1.121528124415632766e+00,0.000000000000000000e+00,4.003372497356313953e-03
2.825000000000000178e+00,1.314725730889324762e+00,5.729190190930750770e-01,0.000000000000000000e+00,1.158875386281820775e-02
2.875000000000000000e+00,1.098804308222770088e+00,3.951179875458591950e-01,0.000000000000000000e+00,2.237836389640263102e-02
2.925000000000000266e+00,9.306830311888368845e-01,2.120697011172480440e-01,0.000000000000000000e+00,6.125623933156613965e-02
2.975000000000000089e+00,6.981761170387456028e-01,1.722011563837174131e-01,0.000000000000000000e+00,1.462947877242200823e-01
3.025000000000000355e+00,6.526265377389847133e-01,1.427620551304027985e-01,0.000000000000000000e+00,2.796283321728243454e-01
3.075000000000000178e+00,5.614008214339045733e-01,8.442942041095838346e-02,0.000000000000000000e+00,5.151349351542302557e-01
3.125000000000000000e+00,5.223464965145339090e-01,6.688583187076349579e-02,0.000000000000000000e+00,9.375854662237991244e-01
3.175000000000000266e+00,3.620338014017718264e-01,2.879814329332274284e-02,0.000000000000000000e+00,1.400660137523024540e+00
3.225000000000000089e+00,4.306440996862345716e-01,2.791211757225594073e-02,0.000000000000000000e+00,1.811076513626376228e+00
3.275000000000000355e+00,3.827956846788782008e-01,4.736613270016422350e-02,0.000000000000000000e+00,2.293694496772554103e+00
3.325000000000000178e+00,4.163843314297041576e-01,2.625847135142279562e-02,0.000000000000000000e+00,2.665815781801081918e+00
3.375000000000000000e+00,4.077795179390720781e-01,3.822932980678802467e-02,0.000000000000000000e+00,3.150367426201858834e+00
3.425000000000000266e+00,3.712131200745803494e-01,6.805573868033977514e-02,0.000000000000000000e+00,3.069571145112283794e+00
3.475000000000000089e+00,3.983857189451763814e-01,3.606077628383062145e-02,0.000000000000000000e+00,3.142712609231538501e+00
3.525000000000000355e+00,3.704762205806342301e-01,4.088588920822317646e-02,0.000000000000000000e+00,3.116218063951147865e+00
3.575000000000000178e+00,3.764104748799979583e-01,5.678606302068932299e-02,0.000000000000000000e+00,3.036898549085218058e+00
3.625000000000000000e+00,4.197508814108149577e-01,3.313822747980119110e-02,0.000000000000000000e+00,2.669826752000973524e+00
3.675000000000000266e+00,4.698215438757228357e-01,7.523286160101444464e-02,0.000000000000000000e+00,2.481257766684278998e+00
3.725000000000000089e+00,5.140818310365231625e-01,9.414870742820044547e-02,0.000000000000000000e+00,2.301783147979130639e+00
3.775000000000000355e+00,4.860031600744054714e-01,1.425997296026697558e-01,0.000000000000000000e+00,1.912386765644907616e+00
3.825000000000000178e+00,5.612534325342490860e-01,1.537777712877929082e-01,0.000000000000000000e+00,1.708895541162205989e+00
3.875000000000000000e+00,4.750528091785928275e-01,2.465026931348221206e-01,2.295858416451774242e-01,1.599380305691005644e+00
3.925000000000000266e+00,6.218557689640162867e-01,2.119962848740964412e-01,1.790190850047926052e-01,1.432819728328996289e+00
3.975000000000000089e+00,6.876764978328698819e-01,3.353079106799584652e-01,4.363596097889869130e-01,1.168720214313269556e+00
4.025000000000000355e+00,6.834972791299684935e-01,3.494283842743099444e-01,5.532616084343242591e-01,1.151282082973219989e+00
4.075000000000000178e+00,7.767166182237211780e-01,6.075122745431514870e-01,6.643299692845971993e-01,1.004385226035306555e+00
4.125000000000000000e+00,8.384324960663231963e-01,8.231993475186069054e-01,8.509236778754510899e-01,9.403247349893859575e-01
4.175000000000000711e+00,8.232293229641427512e-01,9.326759959593753369e-01,1.107552745201758393e+00,7.958992380184300997e-01
4.224999999999999645e+00,8.363862577507872320e-01,1.105888496359373585e+00,1.235993025342829510e+00,8.531633272277936442e-01
4.275000000000000355e+00,9.848620967579317931e-01,1.119883513248938645e+00,1.320430028919403975e+00,7.945247746040290382e-01
4.325000000000000178e+00,9.245318505040840407e-01,1.435574036454182689e+00,1.769248001684073701e+00,7.284654091703407497e-01
4.375000000000000000e+00,9.186876915705891600e-01,1.493950856929059379e+00,1.584952939584636677e+00,6.893609093201247262e-01
4.425000000000000711e+00,9.891191100920220247e-01,1.564163731912116218e+00,2.429642953242634462e+00,6.077428516727694241e-01
4.474999999999999645e+00,9.588557491284929180e-01,1.591017125848735336e+00,1.549339000684133882e+00,5.449747616752012025e-01
4.525000000000000355e+00,1.030953504796228382e+00,1.407180643334340786e+00,1.313250449257867603e+00,5.706388681379890304e-01
4.575000000000000178e+00,1.075910616626707395e+00,1.511822836991118635e+00,9.552917238326905647e-01,6.009486571331101867e-01
4.625000000000000000e+00,1.006242223018480209e+00,1.428418030460241406e+00,7.091196398246804034e-01,5.577595134599341309e-01
4.675000000000000711e+00,1.032272629864063651e+00,1.341574906827009084e+00,4.732040203535860523e-01,5.642302245482909706e-01
4.724999999999999645e+00,1.053266481018452438e+00,1.323084746217623842e+00,4.941250157864344739e-01,5.426859744873835378e-01
4.775000000000000355e+00,9.312839619619757148e-01,1.314620084976597880e+00,4.233522307551755293e-01,6.381973611011548808e-01
4.825000000000001066e+00,9.975906916829320181e-01,1.150346766346880933e+00,2.073118156153593572e-01,7.601111376451368251e-01
4.875000000000000000e+00,9.824675854847670919e-01,1.227648217386382745e+00,3.771506339483043369e-01,7.964876560298390640e-01
4.925000000000000711e+00,9.968165452663194648e-01,1.145997065977273799e+00,3.695316909874498679e-01,8.630129248441805734e-01
4.974999999999999645e+00,1.008717483925188230e+00,1.082025440605797639e+00,2.785702353863164782e-01,8.694193913724402867e-01
