r_A,Li_Cl,Zr_Cl,Zr_O,Cl_Cl
2.125000000000000000e+00,4.959281240250863476e-01,0.000000000000000000e+00,1.984860477868920015e+01,0.000000000000000000e+00
2.174999999999999822e+00,1.481535080446551245e+00,0.000000000000000000e+00,1.472001533701075005e+01,0.000000000000000000e+00
2.225000000000000089e+00,2.211507942546999228e+00,0.000000000000000000e+00,1.141984167680756990e+01,0.000000000000000000e+00
2.275000000000000355e+00,3.958307677004982317e+00,2.944692452022937834e-01,8.392373488265372217e+00,0.000000000000000000e+00
2.325000000000000178e+00,4.710517289600432811e+00,1.597663233809918371e+00,5.356870842774431374e+00,0.000000000000000000e+00
2.375000000000000000e+00,5.418600125615526508e+00,5.133700865279565484e+00,1.955695567725549866e+00,0.000000000000000000e+00
2.425000000000000266e+00,5.571230189705610236e+00,8.935124873869632722e+00,7.034559638267530168e-01,0.000000000000000000e+00
2.475000000000000089e+00,5.131766789355173941e+00,9.466349489730699673e+00,1.125535921807780532e-01,0.000000000000000000e+00
2.525000000000000355e+00,4.455705706111920961e+00,9.288682844274195105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.575000000000000178e+00,3.658900816178132231e+00,6.742384751863293779e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.625000000000000000e+00,3.171770476201694500e+00,4.918651654033843634e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.675000000000000266e+00,2.451562860376566011e+00,3.296279850683622392e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.725000000000000089e+00,2.004989644444873598e+00,1.847215389693990018e+00,0.000000000000000000e+00,8.303257826971156136e-03
2.775000000000000355e+00,1.669501649790377185e+00,1.253472609641001156e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.825000000000000178e+00,1.481015151397065521e+00,6.274827351971774547e-01,0.000000000000000000e+00,7.725835908545470969e-03
2.875000000000000000e+00,1.013508996625569036e+00,3.599963886528939061e-01,0.000000000000000000e+00,4.848645510887236720e-02
2.925000000000000266e+00,8.531261119231006163e-01,2.884147935194573131e-01,0.000000000000000000e+00,9.728932129131090401e-02
2.975000000000000089e+00,7.075476085426213313e-01,1.640011013178261368e-01,0.000000000000000000e+00,1.253955323350458007e-01
3.025000000000000355e+00,6.707550526761785203e-01,6.344980228017904622e-02,0.000000000000000000e+00,2.964734124241991675e-01
3.075000000000000178e+00,5.921024288560714499e-01,4.605241113325001662e-02,0.000000000000000000e+00,4.694900674823364040e-01
3.125000000000000000e+00,5.563202523853979509e-01,2.229527729025449281e-02,0.000000000000000000e+00,8.397230101533015301e-01
3.175000000000000266e+00,4.854544155160122609e-01,2.879814329332274284e-02,0.000000000000000000e+00,1.143770505313561614e+00
3.225000000000000089e+00,3.987445367465135559e-01,1.395605878612797036e-02,0.000000000000000000e+00,1.680655291695835274e+00
3.275000000000000355e+00,4.021288000667004314e-01,6.766590385737745843e-03,0.000000000000000000e+00,2.385672220953909850e+00
3.325000000000000178e+00,4.576476435533685105e-01,1.312923567571139781e-02,0.000000000000000000e+00,2.526390270200606913e+00
3.375000000000000000e+00,3.786524095148527391e-01,2.548621987119201876e-02,0.000000000000000000e+00,2.839119785297035570e+00
3.425000000000000266e+00,4.348496549445085013e-01,2.474754133830537467e-02,0.000000000000000000e+00,3.224626536860250248e+00
3.475000000000000089e+00,4.155575171755718777e-01,2.404051752255374763e-02,0.000000000000000000e+00,3.214195917971168548e+00
3.525000000000000355e+00,3.404376081011235566e-01,4.672673052368363222e-02,0.000000000000000000e+00,3.210498546777695417e+00
3.575000000000000178e+00,3.472062138979291612e-01,1.703581890620679828e-02,0.000000000000000000e+00,2.754676841187704728e+00
3.625000000000000000e+00,4.323749680697869802e-01,6.075341704630218137e-02,0.000000000000000000e+00,2.735516689660047795e+00
3.675000000000000266e+00,3.991947758421174330e-01,6.448530994372667080e-02,0.000000000000000000e+00,2.462996439974550533e+00
3.725000000000000089e+00,4.543048739392530067e-01,9.937919117421158133e-02,0.000000000000000000e+00,2.208467614952948743e+00
3.775000000000000355e+00,4.947337557643647910e-01,1.120426446878119986e-01,0.000000000000000000e+00,2.031370105136388826e+00
3.825000000000000178e+00,5.414111394648565279e-01,1.438566247530966291e-01,0.000000000000000000e+00,1.818467141828586264e+00
3.875000000000000000e+00,5.247676380461199219e-01,1.740019010363450802e-01,9.183433665807097523e-02,1.603486545243486550e+00
3.925000000000000266e+00,6.299318179116009109e-01,3.062168559292504644e-01,3.580381700095852104e-01,1.558891855262972914e+00
3.975000000000000089e+00,6.719281810886057471e-01,2.893753201758545446e-01,1.745438439155947430e-01,1.410658956508336948e+00
4.025000000000000355e+00,7.116563430641620336e-01,5.107030231701451539e-01,3.830272673776090042e-01,1.278779437616535342e+00
4.075000000000000178e+00,6.418526394967727366e-01,5.812887231240227992e-01,5.812887231240225772e-01,1.102781560563719232e+00
4.125000000000000000e+00,8.554936224397657885e-01,7.762812499916392772e-01,9.724842032862296426e-01,1.059903603022718466e+00
4.175000000000000711e+00,8.803319349616556266e-01,8.160914964644533365e-01,1.028441834830204238e+00,9.603850805422391446e-01
4.224999999999999645e+00,9.293180641675409248e-01,9.676524343144521367e-01,1.467741717594609696e+00,8.946125577003986029e-01
4.275000000000000355e+00,9.644386892214769080e-01,1.115912295116849862e+00,1.773148895977485706e+00,7.624738813609791555e-01
4.325000000000000178e+00,8.824068980830345188e-01,1.392894808343382973e+00,2.506434669052436615e+00,7.647238684503122608e-01
4.375000000000000000e+00,9.143542590631806855e-01,1.512909624148971677e+00,2.161299463069958904e+00,7.086887852823713363e-01
4.425000000000000711e+00,9.679388293620000416e-01,1.401075570290947647e+00,1.831035269110391273e+00,5.762535847467191719e-01
4.474999999999999645e+00,1.023055594102538546e+00,1.406183701205716341e+00,1.205041444976547860e+00,5.619090056820578161e-01
4.525000000000000355e+00,9.762663837166642988e-01,1.619852780865979280e+00,1.212231183930339240e+00,5.209526342367920559e-01
4.575000000000000178e+00,1.046189328874588487e+00,1.466745550567071898e+00,8.564684420568949852e-01,5.228842482408185832e-01
4.625000000000000000e+00,9.849153165575875724e-01,1.489490535325525000e+00,5.479560853190712510e-01,5.289347324025732711e-01
4.675000000000000711e+00,1.018989709994489345e+00,1.351537096729190202e+00,2.839224122121516980e-01,5.148600799003153483e-01
4.724999999999999645e+00,1.008683772827195124e+00,1.414107775441440840e+00,3.397109483531737251e-01,5.703035813315251445e-01
4.775000000000000355e+00,1.067702511077499361e+00,1.260507393827440037e+00,3.023944505394111082e-01,6.030424217184638946e-01
4.825000000000001066e+00,1.049251638216512683e+00,1.356099846506486184e+00,2.073118156153593572e-01,7.508414896250741322e-01
4.875000000000000000e+00,9.824675854847667589e-01,1.181840448080920813e+00,2.030811105875484635e-01,8.250263016856317355e-01
4.925000000000000711e+00,9.643302427619280248e-01,1.047255804417874137e+00,1.989786028393960571e-01,8.096306820703137452e-01
4.974999999999999645e+00,9.483955081422864586e-01,9.295448907101298008e-01,1.671421412317898869e-01,8.382797283576680636e-01
