r_A,Li_Cl,Zr_Cl,Zr_O,Cl_Cl
2.125000000000000000e+00,5.877666655112133709e-01,0.000000000000000000e+00,2.626123093795803243e+01,0.000000000000000000e+00
2.174999999999999822e+00,1.323738444659344982e+00,0.000000000000000000e+00,1.676041350253699136e+01,0.000000000000000000e+00
2.225000000000000089e+00,2.546584903538969158e+00,1.465961704339867853e-02,1.309103801975502179e+01,0.000000000000000000e+00
2.275000000000000355e+00,4.142601354274445313e+00,1.822904851252294955e-01,5.328491103660553563e+00,0.000000000000000000e+00
2.325000000000000178e+00,5.209187686707968723e+00,1.517108785046393127e+00,2.933524509138378811e+00,0.000000000000000000e+00
2.375000000000000000e+00,5.675928489789940912e+00,5.133700865279565484e+00,6.111548649142342082e-01,0.000000000000000000e+00
2.425000000000000266e+00,5.479551718229441981e+00,8.947466206568345015e+00,2.344853212755843297e-01,0.000000000000000000e+00
2.475000000000000089e+00,4.833880590500784002e+00,1.024830076172347759e+01,1.125535921807780532e-01,0.000000000000000000e+00
2.525000000000000355e+00,4.280079349812620393e+00,8.867504823149019444e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.575000000000000178e+00,3.890318474637262991e+00,7.092638505206845245e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.625000000000000000e+00,2.810658088019338141e+00,4.550016091097688786e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.675000000000000266e+00,2.434175889735596954e+00,2.829729471817633346e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.725000000000000089e+00,1.977064997586309492e+00,1.915630774497470767e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.459467571268362684e+00,1.225198791378422580e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.825000000000000178e+00,1.215991387462853845e+00,6.365766878811945917e-01,0.000000000000000000e+00,3.862917954272735484e-03
2.875000000000000000e+00,9.432657988396382365e-01,4.126787869923417840e-01,0.000000000000000000e+00,1.491890926426842068e-02
2.925000000000000266e+00,7.222488106621706150e-01,3.138631576535270140e-01,0.000000000000000000e+00,3.603308195974479905e-02
2.975000000000000089e+00,6.981761170387453808e-01,1.558010462519347772e-01,0.000000000000000000e+00,1.044962769458714913e-01
3.025000000000000355e+00,5.347911906472234689e-01,1.189683792753356839e-01,0.000000000000000000e+00,2.324621074689744715e-01
3.075000000000000178e+00,5.043835505070237701e-01,6.140321484433335086e-02,0.000000000000000000e+00,4.140641567378940957e-01
3.125000000000000000e+00,4.756325821920958097e-01,2.229527729025449281e-02,0.000000000000000000e+00,7.166057267097726280e-01
3.175000000000000266e+00,4.402001903407907757e-01,4.319721493998410905e-02,0.000000000000000000e+00,1.091780936890218046e+00
3.225000000000000089e+00,3.987445367465135559e-01,1.395605878612797036e-02,0.000000000000000000e+00,1.609516443370086147e+00
3.275000000000000355e+00,4.137286692993935588e-01,2.029977115721323666e-02,0.000000000000000000e+00,2.293694496772553215e+00
3.325000000000000178e+00,3.788722294991002104e-01,1.969385351356709585e-02,0.000000000000000000e+00,2.593314515768835093e+00
3.375000000000000000e+00,3.932159637269624364e-01,2.548621987119201876e-02,0.000000000000000000e+00,3.023161868614669956e+00
3.425000000000000266e+00,4.136374766545325987e-01,1.856065600372903274e-02,0.000000000000000000e+00,3.193089847013206750e+00
3.475000000000000089e+00,3.983857189451764369e-01,3.005064690319218454e-02,0.000000000000000000e+00,3.247384597028852848e+00
3.525000000000000355e+00,3.771514677983033859e-01,1.752252394638135688e-02,5.548799249687430546e-02,3.121180194626229643e+00
3.575000000000000178e+00,4.348189968441354969e-01,3.407163781241359657e-02,0.000000000000000000e+00,2.976594765346433302e+00
3.625000000000000000e+00,5.586158346595058166e-01,2.761518956650099027e-02,1.049377203527037394e-01,2.791822350510683393e+00
3.675000000000000266e+00,4.851751891004197903e-01,8.598041325830221848e-02,5.105087037211693962e-02,2.462996439974550533e+00
3.725000000000000089e+00,5.738587881337934293e-01,6.276580495213361643e-02,1.490687867613173512e-01,2.161809848439858683e+00
3.775000000000000355e+00,5.267459399608825921e-01,9.676410223038309222e-02,1.935282044607661844e-01,1.869120096738913661e+00
3.825000000000000178e+00,5.839303388992691524e-01,1.438566247530966291e-01,3.770035683184602138e-01,1.761574195328734715e+00
3.875000000000000000e+00,6.269592307182592084e-01,1.788352871762435292e-01,1.836686733161419505e-01,1.585008467257325915e+00
3.925000000000000266e+00,6.514679484384932051e-01,2.119962848740964412e-01,3.580381700095852104e-01,1.412808279609318207e+00
3.975000000000000089e+00,6.771776200033604587e-01,3.582742059320104255e-01,3.490876878311894860e-01,1.242862732082725463e+00
4.025000000000000355e+00,6.578981300988835379e-01,4.703843634461864487e-01,3.404686821134302321e-01,1.168408593298441156e+00
4.075000000000000178e+00,7.867065425738652973e-01,5.463239878985176601e-01,7.058505923648845659e-01,1.110207699018693539e+00
4.125000000000000000e+00,7.994356357841688743e-01,7.250978708713116117e-01,6.888429773277462420e-01,1.003737771067668705e+00
4.175000000000000711e+00,8.422635269633138577e-01,8.743837462119140591e-01,9.493309244586500828e-01,9.073251313410104490e-01
4.224999999999999645e+00,8.665890948362318102e-01,1.130283095543771932e+00,6.179965126714149770e-01,8.428010196096424878e-01
4.275000000000000355e+00,9.008991991080618211e-01,1.151653258305645799e+00,1.094070595390363332e+00,7.894641072498632672e-01
4.325000000000000178e+00,8.912753091190449561e-01,1.330815931091309912e+00,1.842966668420909171e+00,7.367059680976066893e-01
4.375000000000000000e+00,9.685221654057863949e-01,1.338488965725781688e+00,2.665602671119616573e+00,6.893609093201249483e-01
4.425000000000000711e+00,8.832177064419125534e-01,1.386249373779932403e+00,2.218369652960666016e+00,6.549767520618446914e-01
4.474999999999999645e+00,9.899201902449666912e-01,1.406183701205716341e+00,1.755917534108684563e+00,5.480537151309932131e-01
4.525000000000000355e+00,1.045131647298337629e+00,1.368190751453540965e+00,1.885692952780527731e+00,6.097855978783259800e-01
4.575000000000000178e+00,9.233413394991630829e-01,1.303773822726286280e+00,6.588218785053039372e-01,6.068403106344150144e-01
4.625000000000000000e+00,9.694048391314844526e-01,1.326630522351435415e+00,4.834906635168276234e-01,5.346996886140453764e-01
4.675000000000000711e+00,9.677555904975598811e-01,1.268518847544350292e+00,3.470162815926298161e-01,5.331975621981348556e-01
4.724999999999999645e+00,9.492401619055188533e-01,1.280824054077994933e+00,2.470625078932172369e-01,5.716844616737322138e-01
4.775000000000000355e+00,9.749378976789430107e-01,1.174563707884659802e+00,2.419155604315288977e-01,6.300846827820720808e-01
4.825000000000001066e+00,9.263342137055798897e-01,1.140994353612353462e+00,3.553916839120446758e-01,7.071417203876358970e-01
4.875000000000000000e+00,1.019113800929136726e+00,1.123817273627335744e+00,2.611042850411337546e-01,8.315123575164934389e-01
4.925000000000000711e+00,9.933969344763833309e-01,1.032295007211904814e+00,3.979572056787922252e-01,8.642839306245105879e-01
4.974999999999999645e+00,1.022122367432499512e+00,1.046837621399105078e+00,4.457123766181063651e-01,8.133679979458502407e-01
