r_A,Li_Cl,Zr_Cl,Zr_O,Cl_Cl
2.125000000000000000e+00,3.857218742417337642e-01,0.000000000000000000e+00,2.473441518575116760e+01,0.000000000000000000e+00
2.174999999999999822e+00,1.411403242318904017e+00,0.000000000000000000e+00,1.894655439417224940e+01,0.000000000000000000e+00
2.225000000000000089e+00,2.655484915861358708e+00,2.931923408679735707e-02,1.323030438166730605e+01,0.000000000000000000e+00
2.275000000000000355e+00,4.094524742812848395e+00,1.682681401155964596e-01,5.195278826069039901e+00,0.000000000000000000e+00
2.325000000000000178e+00,4.695173585074047473e+00,1.785623614258143421e+00,2.423346333636052119e+00,0.000000000000000000e+00
2.375000000000000000e+00,5.212737434275995341e+00,4.812040410061547924e+00,1.466771675794162455e+00,0.000000000000000000e+00
2.425000000000000266e+00,5.493656098456544790e+00,9.083220866254212211e+00,1.172426606377921648e-01,0.000000000000000000e+00
2.475000000000000089e+00,5.077605662290738842e+00,9.667761181001564452e+00,1.125535921807780532e-01,0.000000000000000000e+00
2.525000000000000355e+00,4.325612108853180260e+00,9.277299654514056471e+00,1.081403027213294898e-01,0.000000000000000000e+00
2.575000000000000178e+00,3.552573783913126615e+00,7.103583934998828120e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.625000000000000000e+00,2.708342911367669803e+00,4.634275648340238085e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.675000000000000266e+00,2.422584575974951804e+00,3.063004661250627869e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.725000000000000089e+00,2.021744432560011795e+00,1.964498906499957176e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.712585563333355099e+00,1.027282063540369661e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.825000000000000178e+00,1.288743008934990275e+00,8.002678361935016138e-01,0.000000000000000000e+00,3.862917954272735484e-03
2.875000000000000000e+00,1.088769565681922957e+00,4.390199861620657229e-01,0.000000000000000000e+00,1.118918194820131551e-02
2.925000000000000266e+00,8.434314970148836244e-01,2.968975815641471949e-01,0.000000000000000000e+00,5.404962293961719511e-02
2.975000000000000089e+00,7.872052863255654120e-01,1.886012665154999657e-01,0.000000000000000000e+00,1.184291138719876929e-01
3.025000000000000355e+00,6.707550526761785203e-01,1.189683792753356839e-01,0.000000000000000000e+00,2.257240753684245094e-01
3.075000000000000178e+00,5.263132700942854125e-01,6.907861669987501452e-02,0.000000000000000000e+00,4.727504151731859450e-01
3.125000000000000000e+00,5.096063380629599626e-01,8.918110916101798513e-02,0.000000000000000000e+00,7.544879677693195896e-01
3.175000000000000266e+00,4.936824564569617380e-01,2.879814329332274284e-02,0.000000000000000000e+00,1.134595875591795089e+00
3.225000000000000089e+00,4.745059987283509750e-01,2.791211757225594073e-02,0.000000000000000000e+00,1.556162307125773747e+00
3.275000000000000355e+00,4.717280154628599176e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.195968164829863678e+00
3.325000000000000178e+00,3.751210193060398601e-01,6.564617837855698905e-03,0.000000000000000000e+00,2.557063882752711681e+00
3.375000000000000000e+00,4.041386293860448342e-01,6.371554967798004690e-03,0.000000000000000000e+00,2.909488817153778051e+00
3.425000000000000266e+00,4.313142918961793137e-01,3.093442667288171660e-02,0.000000000000000000e+00,3.303468261477861212e+00
3.475000000000000089e+00,4.430323943442047718e-01,2.404051752255374763e-02,0.000000000000000000e+00,3.145265584543667892e+00
3.525000000000000355e+00,4.238781983219871430e-01,2.920420657730226494e-02,0.000000000000000000e+00,3.168320436039503640e+00
3.575000000000000178e+00,4.218393252965492723e-01,1.703581890620679828e-02,0.000000000000000000e+00,2.969358311297779274e+00
3.625000000000000000e+00,4.544671197229879778e-01,3.866126539310139193e-02,1.049377203527037394e-01,2.836397665350770758e+00
3.675000000000000266e+00,4.268313372465716848e-01,2.686887914321944154e-02,0.000000000000000000e+00,2.508649756748870363e+00
3.725000000000000089e+00,5.081041353267961025e-01,5.230483746011134472e-02,1.490687867613173512e-01,2.084046904251374066e+00
3.775000000000000355e+00,5.354765356508419671e-01,8.657840725876382593e-02,2.419102555759577167e-01,1.966470101777398227e+00
3.825000000000000178e+00,6.151110851511718547e-01,1.091326118816594859e-01,1.413763381194225732e-01,1.753145610662090181e+00
3.875000000000000000e+00,6.601024499632774933e-01,1.595017426166496777e-01,2.295858416451774242e-01,1.488511837774042723e+00
3.925000000000000266e+00,6.299318179116009109e-01,1.837301135575502287e-01,4.923024837631796435e-01,1.418811714225221232e+00
3.975000000000000089e+00,6.719281810886057471e-01,2.618157658733922255e-01,3.054517268522908280e-01,1.299445179854152865e+00
4.025000000000000355e+00,7.218960026765959270e-01,4.345455548026675996e-01,4.681444379059666039e-01,1.172214484481824082e+00
4.075000000000000178e+00,6.593350071095251952e-01,5.157298445762004135e-01,3.736856077225859663e-01,1.097211956722488280e+00
4.125000000000000000e+00,8.579309262074004128e-01,6.909756181244263162e-01,5.267622767800411721e-01,1.054468199930294503e+00
4.175000000000000711e+00,7.732645374663191795e-01,7.994365679651787016e-01,8.702200140870959277e-01,8.878698166338929720e-01
4.224999999999999645e+00,8.317396674299493142e-01,9.391920685993211393e-01,9.269947690071222990e-01,8.497092246884097033e-01
4.275000000000000355e+00,9.440152816850220230e-01,1.231077620947414575e+00,1.094070595390363554e+00,7.742821051873660654e-01
4.325000000000000178e+00,8.890582063600426244e-01,1.249337404697964393e+00,1.290076667894636486e+00,7.976861041593771295e-01
4.375000000000000000e+00,9.121875428094767813e-01,1.368822993277640787e+00,1.981191174480795514e+00,7.086887852823712253e-01
4.425000000000000711e+00,9.806469978000134091e-01,1.482619651101532154e+00,2.429642953242634462e+00,6.943383357194076178e-01
4.474999999999999645e+00,9.692105628339839907e-01,1.456922288362623608e+00,2.410082889953096164e+00,6.327249351652759479e-01
4.525000000000000355e+00,9.600627922856821428e-01,1.400091572083286717e+00,1.751000599010489989e+00,5.631106508802320443e-01
4.575000000000000178e+00,1.010523783572045531e+00,1.300306339155205437e+00,1.218820475234811962e+00,5.744362163772376295e-01
4.625000000000000000e+00,9.946093649489021749e-01,1.421632196586321895e+00,5.157233744179494650e-01,5.375821667197813181e-01
4.675000000000000711e+00,9.544726706279854644e-01,1.427913885979242847e+00,3.154693469023907570e-01,5.726936779165152647e-01
4.724999999999999645e+00,9.808195802076594694e-01,1.355592970940415531e+00,2.779453213798693811e-01,5.150683676432417091e-01
4.775000000000000355e+00,9.421974458912172334e-01,1.235042597992542346e+00,2.116761153775877646e-01,6.192677783566291616e-01
4.825000000000001066e+00,9.583996287953879811e-01,1.035000342621041902e+00,2.073118156153593572e-01,6.899266597789482924e-01
4.875000000000000000e+00,1.019113800929136948e+00,1.157409637784674539e+00,3.481390467215116913e-01,8.029737118607011004e-01
4.925000000000000711e+00,9.540714103921205114e-01,1.083161717712201710e+00,1.705530881480537553e-01,8.350507976769169227e-01
4.974999999999999645e+00,9.685028334032537156e-01,1.020446756994085602e+00,4.178553530794746895e-01,8.656826318106676244e-01
