r_A,Li_Cl,Zr_Cl,Zr_O,Cl_Cl
2.125000000000000000e+00,4.683765615792482295e-01,0.000000000000000000e+00,2.061201265479263967e+01,0.000000000000000000e+00
2.174999999999999822e+00,1.385103803021036528e+00,0.000000000000000000e+00,1.792635531140913230e+01,0.000000000000000000e+00
2.225000000000000089e+00,2.873284940506139584e+00,1.465961704339867853e-02,1.309103801975501824e+01,0.000000000000000000e+00
2.275000000000000355e+00,4.078499205658981275e+00,3.926256602697248410e-01,6.394189324392664631e+00,0.000000000000000000e+00
2.325000000000000178e+00,4.748876550916396155e+00,1.866178063021669331e+00,1.785623614258143643e+00,0.000000000000000000e+00
2.375000000000000000e+00,5.764155357506881572e+00,5.005036683192358282e+00,7.333858378970811165e-01,0.000000000000000000e+00
2.425000000000000266e+00,5.267986014822899854e+00,8.947466206568346792e+00,5.862133031889608104e-01,0.000000000000000000e+00
2.475000000000000089e+00,4.827110449617727284e+00,1.003504132390726689e+01,2.251071843615561063e-01,0.000000000000000000e+00
2.525000000000000355e+00,4.319107428990243136e+00,8.651224217706358743e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.575000000000000178e+00,3.558828315222832828e+00,6.917511628535068624e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.625000000000000000e+00,2.870843486049730497e+00,4.497353867821095363e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.675000000000000266e+00,2.312467095248817994e+00,3.286137451143057664e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.725000000000000089e+00,1.965895138842883583e+00,1.798347257691502721e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.621032247054527975e+00,1.310020246166159641e+00,0.000000000000000000e+00,4.003372497356313953e-03
2.825000000000000178e+00,1.278349920153256658e+00,8.002678361935016138e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.875000000000000000e+00,1.068700080600228697e+00,4.829219847782723063e-01,0.000000000000000000e+00,2.237836389640263102e-02
2.925000000000000266e+00,7.998057299279068832e-01,2.205524891619380090e-01,0.000000000000000000e+00,6.485954752754062580e-02
2.975000000000000089e+00,7.497193203100624981e-01,2.050013766472825461e-01,0.000000000000000000e+00,1.114626954089295852e-01
3.025000000000000355e+00,5.937088641931040911e-01,1.031059287052909362e-01,0.000000000000000000e+00,2.358311235192494526e-01
3.075000000000000178e+00,4.956116626721189244e-01,6.907861669987502840e-02,0.000000000000000000e+00,4.564486767189381844e-01
3.125000000000000000e+00,4.798793016759539398e-01,2.229527729025449281e-02,0.000000000000000000e+00,8.902326648993652558e-01
3.175000000000000266e+00,5.265946202207590909e-01,1.439907164666137142e-02,0.000000000000000000e+00,1.232458592623971061e+00
3.225000000000000089e+00,3.788073099091878726e-01,4.186817635838390589e-02,0.000000000000000000e+00,1.659906460934158501e+00
3.275000000000000355e+00,4.717280154628600286e-01,2.706636154295098337e-02,0.000000000000000000e+00,2.017761324228487307e+00
3.325000000000000178e+00,4.238867518158250247e-01,1.312923567571139781e-02,0.000000000000000000e+00,2.713220455745243509e+00
3.375000000000000000e+00,3.859341866209075045e-01,6.371554967798004690e-03,0.000000000000000000e+00,3.134128418850301578e+00
3.425000000000000266e+00,4.419203810411673206e-01,1.856065600372903274e-02,0.000000000000000000e+00,3.035406397777986598e+00
3.475000000000000089e+00,3.777795610687017525e-01,3.606077628383062145e-02,0.000000000000000000e+00,3.083994177052558960e+00
3.525000000000000355e+00,4.005148330601452922e-01,2.920420657730226494e-02,0.000000000000000000e+00,3.155915109351799419e+00
3.575000000000000178e+00,4.315740789572388714e-01,2.271442520827573336e-02,0.000000000000000000e+00,3.020013489638359694e+00
3.625000000000000000e+00,4.355309897345301384e-01,3.866126539310138499e-02,0.000000000000000000e+00,2.646366059979875729e+00
3.675000000000000266e+00,4.851751891004196793e-01,4.299020662915110924e-02,1.021017407442338792e-01,2.364841808909762921e+00
3.725000000000000089e+00,4.363717868100719377e-01,7.845725619016703789e-02,9.937919117421156745e-02,2.177362437277555962e+00
3.775000000000000355e+00,5.529377270307608283e-01,1.120426446878119708e-01,2.902923066911492489e-01,1.977286769003896438e+00
3.825000000000000178e+00,5.555842059429940694e-01,1.140931851490076809e-01,1.413763381194225732e-01,1.757359902995412781e+00
3.875000000000000000e+00,5.744824669136472384e-01,1.836686733161420060e-01,1.836686733161419505e-01,1.572689748599885418e+00
3.925000000000000266e+00,6.380078668591854241e-01,1.837301135575502564e-01,3.132833987583870661e-01,1.428817438585060273e+00
3.975000000000000089e+00,6.693034616312283358e-01,3.536809468816000668e-01,5.236315317467842290e-01,1.262373920969424690e+00
4.025000000000000355e+00,6.476584704864495334e-01,3.942268950787087278e-01,6.383787789626818032e-01,1.183632158031971526e+00
4.075000000000000178e+00,8.616309751999476907e-01,5.201004364793886392e-01,5.397681000437353216e-01,1.034089779855204450e+00
4.125000000000000000e+00,8.286832809957844770e-01,6.014047046638524296e-01,5.672824519169674673e-01,1.052656398899486145e+00
4.175000000000000711e+00,8.612977309624849642e-01,8.077640322148160745e-01,8.306645589013188502e-01,8.754891618202730319e-01
4.224999999999999645e+00,8.967919319216772767e-01,1.036770465336912750e+00,6.952460767553416687e-01,8.825231988125560312e-01
4.275000000000000355e+00,9.894006317660325456e-01,1.151653258305645799e+00,1.131797167645203439e+00,8.113936657845819411e-01
4.325000000000000178e+00,1.017650166382193078e+00,1.237697615213200875e+00,1.326936001263054887e+00,7.367059680976068003e-01
4.375000000000000000e+00,9.143542590631810185e-01,1.368822993277640787e+00,2.665602671119617462e+00,7.231846922540561273e-01
4.425000000000000711e+00,9.806469978000130761e-01,1.401075570290948313e+00,2.464855169956295722e+00,6.234874851357945502e-01
4.474999999999999645e+00,9.795653765394751744e-01,1.435177179581091256e+00,2.065785334245510363e+00,6.080933075189391968e-01
4.525000000000000355e+00,1.000571770863137200e+00,1.456804142091723042e+00,1.279577360815358222e+00,6.323702496515973825e-01
4.575000000000000178e+00,9.669325615356042514e-01,1.459810583424910657e+00,8.894095359821602154e-01,5.493966889966914735e-01
4.625000000000000000e+00,1.062467703688106946e+00,1.435203864334162249e+00,6.768869289235587283e-01,5.606419915656701836e-01
4.675000000000000711e+00,1.123355508969716476e+00,1.358178556663977243e+00,4.101101509731081007e-01,5.882100090915932666e-01
4.724999999999999645e+00,9.715315160011475104e-01,1.264569941716598755e+00,2.779453213798693811e-01,6.213961539931870393e-01
4.775000000000000355e+00,9.603865857732873934e-01,1.222310200075093611e+00,2.116761153775877646e-01,6.043945347716442873e-01
4.825000000000001066e+00,1.077754229407453135e+00,1.125406999054807677e+00,4.146236312307187144e-01,7.217083101334487161e-01
4.875000000000000000e+00,9.789774697281607985e-01,1.151301935210613303e+00,3.191274594947190457e-01,8.120541900239077737e-01
4.925000000000000711e+00,9.198753024927613930e-01,1.092138196035783437e+00,3.126806616047653198e-01,8.210697340932855415e-01
4.974999999999999645e+00,1.005366263048360853e+00,1.099619350209143587e+00,5.849974943112647985e-01,7.984209596987595914e-01
