# Time-averaged data for fix msd_out
# TimeStep c_msd_li[1] c_msd_li[2] c_msd_li[3] c_msd_li[4]
0 3.20406e-30 6.10964e-31 4.07795e-31 4.22282e-30
1000 0.104854 0.105509 0.192773 0.403136
2000 0.0818956 0.0802846 0.214699 0.376879
3000 0.105534 0.0993655 0.398886 0.603786
4000 0.10127 0.10148 0.386095 0.588844
5000 0.118865 0.0947757 0.398113 0.611753
6000 0.10432 0.124834 0.406134 0.635288
7000 0.171166 0.13585 0.951653 1.25867
8000 0.0778388 0.0909785 1.02444 1.19326
9000 0.124973 0.130577 1.1445 1.40005
10000 0.0897361 0.116391 1.14095 1.34707
11000 0.0621797 0.116437 1.36453 1.54314
12000 0.123477 0.140459 1.49249 1.75643
13000 0.0905068 0.0841743 1.68215 1.85683
14000 0.0966294 0.123942 1.82087 2.04144
15000 0.100377 0.11163 1.78781 1.99982
16000 0.11133 0.111712 1.6338 1.85684
17000 0.103128 0.0933649 1.95994 2.15643
18000 0.101205 0.123154 2.07279 2.29715
19000 0.159777 0.105052 2.08273 2.34756
20000 0.0926467 0.126973 1.83602 2.05564
21000 0.0786256 0.100041 2.15247 2.33114
22000 0.106951 0.119697 2.48015 2.70679
23000 0.0950167 0.104963 2.32771 2.52769
24000 0.122253 0.133361 2.35862 2.61423
25000 0.0878699 0.142394 2.77678 3.00704
26000 0.1222 0.137585 2.48617 2.74595
27000 0.0949725 0.125989 2.57687 2.79783
28000 0.187693 0.136184 3.2751 3.59898
29000 0.190794 0.159553 3.60704 3.95739
30000 0.202956 0.186259 4.11038 4.49959
31000 0.134002 0.110386 3.6022 3.84659
32000 0.0981908 0.112203 3.59571 3.80611
33000 0.155503 0.144891 3.86289 4.16328
34000 0.10919 0.107308 3.85174 4.06824
35000 0.14101 0.0997218 3.91973 4.16046
36000 0.15031 0.109073 4.00069 4.26007
37000 0.150006 0.158418 3.92371 4.23213
38000 0.127685 0.144574 3.81342 4.08568
39000 0.147993 0.127121 4.10239 4.37751
40000 0.0899277 0.105342 3.55856 3.75383
41000 0.0879452 0.106781 3.31118 3.50591
42000 0.116972 0.110343 3.80107 4.02839
43000 0.0934815 0.103611 3.79124 3.98834
44000 0.0875088 0.13192 3.79094 4.01036
45000 0.0944849 0.128959 3.74768 3.97112
46000 0.0801621 0.113728 3.66042 3.85431
47000 0.0968228 0.146361 3.97094 4.21413
48000 0.0986618 0.128259 3.85073 4.07766
49000 0.0778005 0.120159 3.67196 3.86992
50000 0.0813808 0.131951 3.74115 3.95448
51000 0.0873716 0.133417 4.12544 4.34623
52000 0.0849421 0.125373 3.81221 4.02253
53000 0.0884787 0.122527 3.8754 4.0864
54000 0.0974741 0.126061 4.18922 4.41275
55000 0.0957741 0.151955 4.73004 4.97777
56000 0.114575 0.116371 4.22063 4.45157
57000 0.0887132 0.143658 4.51627 4.74864
58000 0.0875886 0.114132 4.98461 5.18633
59000 0.100506 0.146078 5.2283 5.47488
60000 0.115898 0.0976794 5.74662 5.96019
61000 0.0866215 0.113937 5.56201 5.76257
62000 0.0887408 0.112141 5.40438 5.60526
63000 0.0931515 0.135962 5.46417 5.69329
64000 0.0970109 0.0939757 5.20905 5.40004
65000 0.104965 0.113535 5.61374 5.83224
66000 0.0929857 0.131073 5.15644 5.3805
67000 0.0938332 0.169318 5.43743 5.70058
68000 0.100539 0.193974 4.87219 5.16671
69000 0.105779 0.104935 5.20367 5.41439
70000 0.0905708 0.156678 5.74608 5.99333
71000 0.111141 0.156567 5.63143 5.89913
72000 0.102188 0.162898 5.83408 6.09917
73000 0.124263 0.126334 5.77462 6.02522
74000 0.0982915 0.12618 5.80057 6.02504
75000 0.102609 0.167465 5.6109 5.88097
76000 0.0821065 0.104505 5.6644 5.85101
77000 0.0822673 0.109129 5.58045 5.77184
78000 0.0952628 0.111288 5.70323 5.90978
