r_A,S-O,Zr-O,Zr-Cl,Li-O
2.125000000000000000e+00,0.000000000000000000e+00,2.006761964787597829e+00,0.000000000000000000e+00,2.787169395538330985e+00
2.174999999999999822e+00,0.000000000000000000e+00,2.048586689255771809e+00,6.651255484596665761e-03,2.321288164124236886e+00
2.225000000000000089e+00,0.000000000000000000e+00,2.141868840111220695e+00,9.533540831355581668e-02,2.154580227886361943e+00
2.275000000000000355e+00,0.000000000000000000e+00,1.890694601040611378e+00,1.215880772373383989e+00,1.781265331527005280e+00
2.325000000000000178e+00,0.000000000000000000e+00,1.647271034415557889e+00,5.919698381627648054e+00,1.804431168441072098e+00
2.375000000000000000e+00,0.000000000000000000e+00,1.266262855168347023e+00,1.289133682067863340e+01,1.238371602851862541e+00
2.425000000000000266e+00,0.000000000000000000e+00,8.828488406828948198e-01,1.480243222878317155e+01,1.268091971162703890e+00
2.475000000000000089e+00,0.000000000000000000e+00,4.160649392287455450e-01,1.169604773609695059e+01,1.042730650165868411e+00
2.525000000000000355e+00,0.000000000000000000e+00,3.207876787470388957e-01,7.575524413487769060e+00,9.722334263564119672e-01
2.575000000000000178e+00,0.000000000000000000e+00,1.898161487297004291e-01,4.716931295933059154e+00,9.395899362120179177e-01
2.625000000000000000e+00,0.000000000000000000e+00,1.963532020317298454e-01,3.057173692098680284e+00,8.219436364118924976e-01
2.675000000000000266e+00,0.000000000000000000e+00,1.011367275974474067e-01,2.200823137500977023e+00,7.695185795457941680e-01
2.725000000000000089e+00,0.000000000000000000e+00,5.932313807707089576e-02,1.654691815649729447e+00,7.796755290129329108e-01
2.775000000000000355e+00,0.000000000000000000e+00,9.397912345842143744e-02,1.182911140922306759e+00,7.109724992071876359e-01
2.825000000000000178e+00,0.000000000000000000e+00,1.064527293957921450e-01,8.141662451937443645e-01,7.451691057705454035e-01
2.875000000000000000e+00,0.000000000000000000e+00,1.446565924659845292e-01,6.756985569134804637e-01,6.966356952967153182e-01
2.925000000000000266e+00,0.000000000000000000e+00,3.236395841017724040e-01,4.247769541335758015e-01,7.318667867755983547e-01
2.975000000000000089e+00,7.110286674711547433e-03,6.114846540251930307e-01,3.075198986812743285e-01,7.074735241337984926e-01
3.025000000000000355e+00,0.000000000000000000e+00,9.593671332947323327e-01,2.269470637901515042e-01,8.287006420216145308e-01
3.075000000000000178e+00,3.327679332515693506e-02,1.410936036986653486e+00,1.364348526331435607e-01,9.317502131043926550e-01
3.125000000000000000e+00,7.088505013168508451e-02,1.794680587424937412e+00,1.176047422639320134e-01,9.053954130456148830e-01
3.175000000000000266e+00,1.373401508627300482e-01,2.303568894015790569e+00,7.959486015908212586e-02,8.334050063715664480e-01
3.225000000000000089e+00,3.146346004446595179e-01,2.680444769172763309e+00,6.353198662824856291e-02,9.590304648168924695e-01
3.275000000000000355e+00,5.045900482014994415e-01,2.869122483378288013e+00,4.107128299314530273e-02,1.026782074828631153e+00
3.325000000000000178e+00,8.196761202369813315e-01,2.732253734123271105e+00,5.122975751481130546e-02,1.050210029053632921e+00
3.375000000000000000e+00,1.154681114007692910e+00,2.814880514769952491e+00,3.591113512464116919e-02,1.055234893662535312e+00
3.425000000000000266e+00,1.062203185684304385e+00,2.395321830343645431e+00,2.816447840829600438e-02,1.169496436763526992e+00
3.475000000000000089e+00,1.011011029314031529e+00,2.118432904206979828e+00,4.038832720197801929e-02,1.060519301368069156e+00
3.525000000000000355e+00,1.139536571908313700e+00,1.924550654778486303e+00,3.291994541068471447e-02,1.248425622112886657e+00
3.575000000000000178e+00,1.053721583180008192e+00,1.880942265302632199e+00,3.200556210593478307e-02,1.272836585289868427e+00
3.625000000000000000e+00,1.125424146835313888e+00,1.920404608004089075e+00,5.028490868838621231e-02,1.290645989668583349e+00
3.675000000000000266e+00,1.001816886283948271e+00,1.866175176542889558e+00,4.892594095805324200e-02,1.353617699839471777e+00
3.725000000000000089e+00,8.390424378620245927e-01,1.848161045560947624e+00,6.009358000903689684e-02,1.419569097571966587e+00
3.775000000000000355e+00,1.055428734608173658e+00,1.905512548047815446e+00,7.396833181877385255e-02,1.446246487799905500e+00
3.825000000000000178e+00,9.505927211161732115e-01,1.810857627103660938e+00,9.355380852613914833e-02,1.453847691118854035e+00
3.875000000000000000e+00,8.885005389692778310e-01,2.015890373793503887e+00,9.744168646714963800e-02,1.584213225143335624e+00
3.925000000000000266e+00,9.599617770025531405e-01,1.977112766252066001e+00,1.358243790865311107e-01,1.627850077172414034e+00
3.975000000000000089e+00,9.957063811522505192e-01,1.758417469114872178e+00,1.493559571728375057e-01,1.822142677508615582e+00
4.025000000000000355e+00,9.594688353845711726e-01,1.779096059134146257e+00,1.845132375739564068e-01,1.936417872223518799e+00
4.075000000000000178e+00,1.030812089025643141e+00,1.682649145321270412e+00,2.198055189834091094e-01,1.811500656449474889e+00
4.125000000000000000e+00,1.072546299226809108e+00,1.862162281588610968e+00,3.134424098602487385e-01,1.982361435812306727e+00
4.175000000000000711e+00,1.148101392051031011e+00,2.635578667286952115e+00,3.926290137910357636e-01,2.092216216017517727e+00
4.224999999999999645e+00,1.085834147323198495e+00,3.380892685983607482e+00,5.006118471425143879e-01,2.192820907905946193e+00
4.275000000000000355e+00,1.174217271318676259e+00,3.116324429746053060e+00,6.008824452935764837e-01,2.258904780014819647e+00
4.325000000000000178e+00,1.184232230577924927e+00,2.413882458635400408e+00,6.442627049877059919e-01,2.294449946744730795e+00
4.375000000000000000e+00,1.160606871633735881e+00,1.629123809899477582e+00,8.622355583171297244e-01,2.239017789185758112e+00
4.425000000000000711e+00,1.243801476648386917e+00,9.995407215443111726e-01,9.023185130982810387e-01,2.339760917312726285e+00
4.474999999999999645e+00,1.109316267927064281e+00,5.562294034648452845e-01,1.031538427612063380e+00,2.103929862258266947e+00
4.525000000000000355e+00,1.146406183305421544e+00,4.594845158288486386e-01,1.101072426726989795e+00,2.093036490163517893e+00
4.575000000000000178e+00,1.073378693858474842e+00,4.074028375849392813e-01,1.203416868954774621e+00,1.988907579796585612e+00
4.625000000000000000e+00,8.590657833751373929e-01,4.133518580965983014e-01,1.242997580397247503e+00,1.990267131689319680e+00
4.675000000000000711e+00,6.766619655868456595e-01,3.987986478033113680e-01,1.300774650867478011e+00,1.858660845899184455e+00
4.724999999999999645e+00,5.891282948516760598e-01,4.580542962363507997e-01,1.269867448950621203e+00,1.799801034750214468e+00
4.775000000000000355e+00,5.106134875494431347e-01,4.264312639264273841e-01,1.284813937590624677e+00,1.794047388687231015e+00
4.825000000000001066e+00,5.541490757161763314e-01,3.797948543323057535e-01,1.306980868823273134e+00,1.748948546284707861e+00
4.875000000000000000e+00,6.328723584464593932e-01,3.786642144679656097e-01,1.285604728141239939e+00,1.684128953857525035e+00
4.925000000000000711e+00,6.200874975275562084e-01,3.775009660680315182e-01,1.231094215802619241e+00,1.689024940964183985e+00
4.974999999999999645e+00,7.399024018950337567e-01,3.445250015696804669e-01,1.275759553782931377e+00,1.637447239932654064e+00
