r_A,S-O,Zr-O,Zr-Cl,Li-O
2.125000000000000000e+00,0.000000000000000000e+00,2.222767592941819359e+00,0.000000000000000000e+00,2.822009012982560350e+00
2.174999999999999822e+00,0.000000000000000000e+00,2.208216820886093945e+00,0.000000000000000000e+00,2.241473098309076484e+00
2.225000000000000089e+00,0.000000000000000000e+00,2.313472575075620874e+00,1.430031124703336487e-01,2.154580227886361055e+00
2.275000000000000355e+00,0.000000000000000000e+00,2.036600293725415955e+00,1.203721964649649090e+00,1.817741754698207313e+00
2.325000000000000178e+00,0.000000000000000000e+00,1.699657745757396698e+00,6.076858515653162485e+00,1.559959848845829500e+00
2.375000000000000000e+00,0.000000000000000000e+00,1.361093113044390401e+00,1.240602903037181548e+01,1.584223131576258492e+00
2.425000000000000266e+00,0.000000000000000000e+00,7.704862609596174750e-01,1.446801978913058129e+01,1.235988376956053347e+00
2.475000000000000089e+00,0.000000000000000000e+00,3.441524805966168499e-01,1.209413456066766912e+01,1.191692171618135898e+00
2.525000000000000355e+00,0.000000000000000000e+00,2.813061182858648257e-01,7.851895336715986495e+00,1.001844596702292423e+00
2.575000000000000178e+00,0.000000000000000000e+00,1.850707450114579544e-01,5.018264432041459777e+00,1.025007203140382961e+00
2.625000000000000000e+00,0.000000000000000000e+00,1.050261313192973611e-01,3.084571813312409372e+00,9.452351818736748346e-01
2.675000000000000266e+00,0.000000000000000000e+00,9.673947857147142948e-02,2.066707042208710376e+00,9.146277974030020408e-01
2.725000000000000089e+00,0.000000000000000000e+00,8.050997310459621914e-02,1.394093744811166768e+00,9.491702092331361085e-01
2.775000000000000355e+00,0.000000000000000000e+00,1.307535630725863707e-01,1.029684309196618130e+00,9.479633322762502923e-01
2.825000000000000178e+00,0.000000000000000000e+00,1.813639093409792624e-01,6.268882953307769457e-01,9.383610961555022278e-01
2.875000000000000000e+00,0.000000000000000000e+00,2.284051459989227539e-01,4.568102919978460630e-01,8.298720304627537070e-01
2.925000000000000266e+00,0.000000000000000000e+00,4.302935379534928995e-01,3.604168095678827455e-01,8.090989602544305104e-01
2.975000000000000089e+00,0.000000000000000000e+00,6.825875207723078875e-01,2.666357503016829056e-01,7.821315342182690866e-01
3.025000000000000355e+00,0.000000000000000000e+00,1.090033624567850579e+00,1.598945222157883150e-01,7.564902126338387545e-01
3.075000000000000178e+00,0.000000000000000000e+00,1.530732492957218582e+00,1.813585236221053609e-01,8.385751917939535671e-01
3.125000000000000000e+00,3.866457279910096023e-02,1.923562496755275131e+00,1.127716706640444072e-01,9.086174607788725099e-01
3.175000000000000266e+00,7.491280956148908821e-02,2.303568894015789237e+00,1.030051131470474945e-01,8.989537147378691140e-01
3.225000000000000089e+00,2.057226233676619498e-01,2.595735453668432502e+00,9.529797994237279579e-02,8.864224800988941277e-01
3.275000000000000355e+00,2.874989809520171469e-01,2.326394815254581694e+00,7.627523984441271498e-02,8.654306059269886164e-01
3.325000000000000178e+00,4.439912317950317489e-01,2.598487145056819436e+00,5.976805043394652073e-02,9.676731975019928766e-01
3.375000000000000000e+00,8.950159831064414817e-01,2.306599833005801514e+00,5.662909769654953657e-02,9.889374134324281362e-01
3.425000000000000266e+00,9.549099346050821113e-01,2.338992873527053540e+00,4.694079734715999458e-02,1.102438154839012530e+00
3.475000000000000089e+00,1.255946691055058739e+00,2.027233455686384023e+00,4.169117646655794845e-02,1.057913602838909561e+00
3.525000000000000355e+00,1.180053427798387622e+00,1.840984639505210518e+00,5.191222160915665712e-02,1.086358198552591636e+00
3.575000000000000178e+00,1.349157541080945322e+00,1.878480298986789698e+00,5.662522526434618508e-02,1.134966471602764981e+00
3.625000000000000000e+00,1.336141859434266221e+00,1.939560763694902157e+00,5.746846707244138153e-02,1.214021366905327248e+00
3.675000000000000266e+00,1.421182094495832438e+00,1.828898269146277178e+00,6.406968458792688947e-02,1.316340792442860064e+00
3.725000000000000089e+00,1.292578890760416099e+00,2.043181720307256644e+00,6.236126227352883217e-02,1.340200218314748115e+00
3.775000000000000355e+00,1.346886042073192957e+00,2.130729558361695641e+00,1.037764655367871824e-01,1.481574646280514163e+00
3.825000000000000178e+00,1.221576166502231775e+00,1.924842727147002996e+00,1.129097689108576330e-01,1.617298023256476425e+00
3.875000000000000000e+00,1.119007754267910881e+00,2.103902219634799842e+00,1.299222486228661932e-01,1.525538661249137284e+00
3.925000000000000266e+00,1.094764920156102717e+00,1.858649398026218202e+00,1.868861757356031772e-01,1.611510302244709925e+00
3.975000000000000089e+00,9.917235556276419173e-01,1.855996694467791697e+00,2.200511102346472680e-01,1.648889767188124189e+00
4.025000000000000355e+00,9.633533245966549030e-01,1.761615857679770469e+00,2.359827196340597844e-01,1.885919512466435854e+00
4.075000000000000178e+00,9.929145857526421315e-01,1.682649145321270190e+00,3.069697765113127419e-01,1.834239158413277115e+00
4.125000000000000000e+00,9.985775889353053492e-01,1.993456742356032541e+00,3.698435514575199590e-01,2.035988750773645162e+00
4.175000000000000711e+00,1.231140171979250075e+00,2.603085231662866317e+00,4.097783270370809472e-01,1.989320336541246403e+00
4.224999999999999645e+00,1.096410453952969988e+00,3.037162720516031200e+00,4.503743906510999095e-01,2.231600698881773592e+00
4.275000000000000355e+00,1.256860129124096170e+00,3.044011929166307695e+00,5.363177126330918032e-01,2.246852696584860976e+00
4.325000000000000178e+00,1.325532667180973290e+00,2.573686523841228535e+00,6.484680751247011710e-01,2.286039206470739327e+00
4.375000000000000000e+00,1.292120398164471773e+00,1.770500850920015523e+00,7.126389218884193744e-01,2.112436019899925910e+00
4.425000000000000711e+00,1.185950245176369489e+00,1.161845565396362412e+00,8.107207299342534812e-01,2.235307304932696137e+00
4.474999999999999645e+00,1.106173728924437993e+00,6.740746160633291906e-01,8.626269562209019082e-01,2.163638103308165306e+00
4.525000000000000355e+00,9.251159817022306386e-01,4.702416784067813826e-01,9.581558381915961098e-01,2.045397627318385592e+00
4.575000000000000178e+00,8.779455983380242134e-01,4.991060593291507530e-01,1.050828721298422863e+00,1.934787645652460863e+00
4.625000000000000000e+00,7.855156306889092832e-01,5.104380596424187289e-01,1.216519525430204585e+00,1.750493633932218351e+00
4.675000000000000711e+00,6.622649024892528491e-01,4.794222011498288638e-01,1.152484900962275294e+00,1.685896088728074504e+00
4.724999999999999645e+00,5.665779294985016090e-01,4.566448984017776325e-01,1.239565395507293388e+00,1.713827766841239386e+00
4.775000000000000355e+00,5.768552372855869637e-01,4.126308993980637441e-01,1.253763117401806904e+00,1.647763524686580272e+00
4.825000000000001066e+00,5.081952499250786959e-01,3.324894454297055990e-01,1.248862795028649719e+00,1.632712398695463030e+00
4.875000000000000000e+00,4.739922684599005009e-01,3.190841807230058724e-01,1.275674722517079696e+00,1.709284968105396540e+00
4.925000000000000711e+00,4.592279793404915877e-01,3.502586283105446618e-01,1.232391469981548138e+00,1.711078262005958139e+00
4.974999999999999645e+00,4.195322897342970703e-01,3.025717725962508986e-01,1.247790734467312701e+00,1.608207110648141924e+00
