r_A,LiO,LiCl,ZrO,ZrCl
2.125000000000000000e+00,1.934974418638399030e+00,4.728320947800598861e-01,2.158705835793461247e+01,0.000000000000000000e+00
2.174999999999999822e+00,1.715105348270189678e+00,1.298480567313867517e+00,1.875896474670520675e+01,0.000000000000000000e+00
2.225000000000000089e+00,1.638891274554783672e+00,2.571135096720561286e+00,1.207894386486770877e+01,1.161157785615736862e-02
2.275000000000000355e+00,1.447058404388722019e+00,3.931810006661459855e+00,6.014336493240624471e+00,2.054759466758108444e-01
2.325000000000000178e+00,1.356626548719058523e+00,4.955560808422807106e+00,2.475121841545941948e+00,1.515380719313842661e+00
2.375000000000000000e+00,1.217123125600058309e+00,5.488701176450025976e+00,1.161799347163692264e+00,4.937647225445694232e+00
2.425000000000000266e+00,1.353182617827983103e+00,5.496518868700666971e+00,2.321636844312716108e-01,8.778231099759235434e+00
2.475000000000000089e+00,6.367954295942179765e-01,5.056826021956614348e+00,1.783027202863810834e-01,1.022894553221870773e+01
2.525000000000000355e+00,6.362993766912736771e-01,4.389692865918751075e+00,0.000000000000000000e+00,8.813519200425185218e+00
2.575000000000000178e+00,5.647655994506994848e-01,3.631343722783884065e+00,4.118082495994683512e-02,6.931383064311051001e+00
2.625000000000000000e+00,3.849481893825117962e-01,2.938954287979175461e+00,0.000000000000000000e+00,5.097286086653257442e+00
2.675000000000000266e+00,4.143033928309997060e-01,2.437618854218958298e+00,0.000000000000000000e+00,3.004560339145585957e+00
2.725000000000000089e+00,5.253151389234756996e-01,1.986244188434867830e+00,0.000000000000000000e+00,2.028269399548746410e+00
2.775000000000000355e+00,2.634090753741444302e-01,1.522867043053758751e+00,0.000000000000000000e+00,1.134685247765546245e+00
2.825000000000000178e+00,4.496811680809570944e-01,1.275983177163355187e+00,0.000000000000000000e+00,7.239146493019515960e-01
2.875000000000000000e+00,2.831585766476689137e-01,1.045202886432799350e+00,0.000000000000000000e+00,4.972662021479239969e-01
2.925000000000000266e+00,4.376974651630672897e-01,8.907527361213286587e-01,0.000000000000000000e+00,2.418854412743263738e-01
2.975000000000000089e+00,2.997021540348393520e-01,6.792011664195113374e-01,0.000000000000000000e+00,1.428920486729573502e-01
3.025000000000000355e+00,2.387220283808716426e-01,6.425750839124217961e-01,0.000000000000000000e+00,1.319253314736395233e-01
3.075000000000000178e+00,3.960377081897596407e-01,5.245762626022250075e-01,0.000000000000000000e+00,7.903384088874594593e-02
3.125000000000000000e+00,3.195551294784235163e-01,5.499711965233925470e-01,0.000000000000000000e+00,7.063850230575678679e-02
3.175000000000000266e+00,4.179193071987146735e-01,4.969410865325848414e-01,0.000000000000000000e+00,3.136431447787624283e-02
3.225000000000000089e+00,4.350658212818395154e-01,4.184843652983205597e-01,0.000000000000000000e+00,2.763575997253063868e-02
3.275000000000000355e+00,4.800737959669098553e-01,4.119293496494380036e-01,0.000000000000000000e+00,1.339918888264900187e-02
3.325000000000000178e+00,3.528366023175625310e-01,4.189470393833788497e-01,0.000000000000000000e+00,2.339863783790150850e-02
3.375000000000000000e+00,5.890308807571108529e-01,4.181614575754274976e-01,0.000000000000000000e+00,1.766371674241030976e-02
3.425000000000000266e+00,4.655478073542598794e-01,4.354447160516530801e-01,2.327739036771296968e-02,1.225125808826998605e-02
3.475000000000000089e+00,5.814608905737891353e-01,3.944413058863132648e-01,0.000000000000000000e+00,1.190124629829393543e-02
3.525000000000000355e+00,6.027549962885354606e-01,4.216641311755326971e-01,0.000000000000000000e+00,2.544524929507524166e-02
3.575000000000000178e+00,5.005526799786931269e-01,4.253733942822783276e-01,4.273010682744939059e-02,3.598324785469422804e-02
3.625000000000000000e+00,6.293294685933008559e-01,4.449678069895036114e-01,8.311898641798316778e-02,5.905822719172489771e-02
3.675000000000000266e+00,8.318331353419898821e-01,4.524004771158192106e-01,2.223998313240737601e-01,4.682101712085764283e-02
3.725000000000000089e+00,6.859553789676839930e-01,5.030734013136596294e-01,3.148647641163139221e-01,9.528802071941080976e-02
3.775000000000000355e+00,7.117020248910773672e-01,5.382426649783537131e-01,2.299345003494251416e-01,8.672967995636206295e-02
3.825000000000000178e+00,8.211958913867454246e-01,6.050917094428647225e-01,3.172802307630606111e-01,1.139458413885913457e-01
3.875000000000000000e+00,1.101492467977995604e+00,5.742636997899172036e-01,2.000351887601545808e-01,2.143917812549023805e-01
3.925000000000000266e+00,1.093864847554035347e+00,6.151657086146967712e-01,2.481452663432767991e-01,2.854603439888822036e-01
3.975000000000000089e+00,1.046769304387724642e+00,6.704728910924361296e-01,2.419419618632006330e-01,3.547269365663468510e-01
4.025000000000000355e+00,9.631363001794353007e-01,6.670986163348091580e-01,5.056465575942036272e-01,4.311302227908468399e-01
4.075000000000000178e+00,1.221540254695865801e+00,7.378696599215512908e-01,5.097581447480820094e-01,6.023627652710783487e-01
4.125000000000000000e+00,1.375508066882926039e+00,8.368880659561388491e-01,5.937609822044634944e-01,7.669060765884108122e-01
4.175000000000000711e+00,1.253242144499868260e+00,8.216745488751014959e-01,9.086005547624043110e-01,8.772695011499074269e-01
4.224999999999999645e+00,1.354872128204658743e+00,8.649098815024640619e-01,7.189563389989226394e-01,1.035361536341114386e+00
4.275000000000000355e+00,1.280675720107728344e+00,9.508455521922636322e-01,1.030943954686719843e+00,1.215743214298756092e+00
4.325000000000000178e+00,1.493141877894621938e+00,9.149390395567162937e-01,1.620350892631452044e+00,1.318407838670258680e+00
4.375000000000000000e+00,1.508120323122839945e+00,9.670848387820422110e-01,2.268294485994216902e+00,1.422095252059928150e+00
4.425000000000000711e+00,1.282979777289839696e+00,9.747123250806116745e-01,2.663577581112602122e+00,1.393075295935993552e+00
4.474999999999999645e+00,1.262262042990183630e+00,1.008825414475586379e+00,2.004425373822375178e+00,1.489862898695043070e+00
4.525000000000000355e+00,1.219280147281812665e+00,9.970823835995344941e-01,1.360259414311271842e+00,1.497829509876291043e+00
4.575000000000000178e+00,1.289688090313069191e+00,9.589284127548356462e-01,9.784483344138186212e-01,1.384246906791759990e+00
4.625000000000000000e+00,1.181714096968992767e+00,9.851456701827281393e-01,5.744443526932609956e-01,1.261761981705196822e+00
4.675000000000000711e+00,1.113736195004762619e+00,9.604283786883178742e-01,4.872595853145839651e-01,1.326976846376289210e+00
4.724999999999999645e+00,1.174158453353903342e+00,9.519806006515988406e-01,3.302320650057853912e-01,1.232093903354918751e+00
4.775000000000000355e+00,1.074419886499292875e+00,9.364705681857734554e-01,5.149687672552348827e-01,1.211468752343404454e+00
4.825000000000001066e+00,1.186314531870473754e+00,9.848915173899385200e-01,4.926221361157054335e-01,1.165501996223623493e+00
4.875000000000000000e+00,1.122711494377717223e+00,9.862168682530032537e-01,4.366100255913344386e-01,1.118737600199401827e+00
4.925000000000000711e+00,1.106464164505996495e+00,9.439480081526071542e-01,3.940170353255367797e-01,1.029776853226741951e+00
4.974999999999999645e+00,1.368028086649634822e+00,9.688678178551853870e-01,4.192344136506943597e-01,9.987301821041461025e-01
