r_A,LiO,LiCl,ZrO,ZrCl
2.125000000000000000e+00,1.796761960164227734e+00,5.419383240171452565e-01,1.965208393929621877e+01,0.000000000000000000e+00
2.174999999999999822e+00,1.418260191838810469e+00,1.357502411282679677e+00,1.841264539753526464e+01,0.000000000000000000e+00
2.225000000000000089e+00,1.796476974031205431e+00,2.544594347335059847e+00,1.329235375083615445e+01,5.805788928078684311e-03
2.275000000000000355e+00,1.537499554663016577e+00,4.017491096395002792e+00,6.330880519200658085e+00,2.887770061389774989e-01
2.325000000000000178e+00,9.813894182222976381e-01,5.192552680315498215e+00,2.879223366696299191e+00,1.754651359205500638e+00
2.375000000000000000e+00,7.192091196727620206e-01,5.392612508639494706e+00,7.261245919773080537e-01,5.070133115911731103e+00
2.425000000000000266e+00,1.008253715244379123e+00,5.354078593139826481e+00,5.107601057487975993e-01,9.144805338334927924e+00
2.475000000000000089e+00,8.405699670643679289e-01,5.089000948925585632e+00,1.783027202863810834e-01,1.021486900166977918e+01
2.525000000000000355e+00,8.076107473389241287e-01,4.309833429977736330e+00,0.000000000000000000e+00,9.115568196040786830e+00
2.575000000000000178e+00,7.530207992675992390e-01,3.621435554372468335e+00,0.000000000000000000e+00,7.061427774710880456e+00
2.625000000000000000e+00,6.793203342044326076e-01,3.079585515060091705e+00,0.000000000000000000e+00,4.404856061788740895e+00
2.675000000000000266e+00,6.759686935663677954e-01,2.561565575619922264e+00,0.000000000000000000e+00,2.932258084995024383e+00
2.725000000000000089e+00,6.724033778220491753e-01,2.045964225280906490e+00,0.000000000000000000e+00,1.761188123653968818e+00
2.775000000000000355e+00,3.444580216431119002e-01,1.680699201577537494e+00,0.000000000000000000e+00,1.015244695369172501e+00
2.825000000000000178e+00,4.105784578130476925e-01,1.360362709846738571e+00,0.000000000000000000e+00,7.023052567854753958e-01
2.875000000000000000e+00,6.607033455112276688e-01,1.051164119625381810e+00,0.000000000000000000e+00,3.546933749586590467e-01
2.925000000000000266e+00,4.012226763994782841e-01,8.542779473577400973e-01,0.000000000000000000e+00,2.183688011504335280e-01
2.975000000000000089e+00,4.759975387612155329e-01,8.035358061739032998e-01,0.000000000000000000e+00,1.071690365047180127e-01
3.025000000000000355e+00,4.603924833059669930e-01,6.282158641601887084e-01,0.000000000000000000e+00,8.480914166162541179e-02
3.075000000000000178e+00,3.465329946660397065e-01,5.558423974593110772e-01,0.000000000000000000e+00,8.207360399985152988e-02
3.125000000000000000e+00,4.473771812697930894e-01,5.146519453705141744e-01,0.000000000000000000e+00,2.943270929406534286e-02
3.175000000000000266e+00,4.179193071987146735e-01,4.757599910410321709e-01,0.000000000000000000e+00,3.706691711021738167e-02
3.225000000000000089e+00,2.400363151899803649e-01,4.421721595604897748e-01,0.000000000000000000e+00,2.210860797802450747e-02
3.275000000000000355e+00,2.909538157375211043e-01,4.257113725001628324e-01,0.000000000000000000e+00,3.215805331835761005e-02
3.325000000000000178e+00,4.092904586883724938e-01,3.818063444025828757e-01,0.000000000000000000e+00,1.819894054059005561e-02
3.375000000000000000e+00,2.328726737876950503e-01,4.080679051511931776e-01,0.000000000000000000e+00,2.271049295452753913e-02
3.425000000000000266e+00,3.325341481101855012e-01,3.934404026061560922e-01,0.000000000000000000e+00,2.450251617653997210e-02
3.475000000000000089e+00,3.747192405919974600e-01,4.366057213431260853e-01,0.000000000000000000e+00,2.618274185624665934e-02
3.525000000000000355e+00,5.022958302404459952e-01,3.886183528702401579e-01,0.000000000000000000e+00,3.007165825781619659e-02
3.575000000000000178e+00,4.761354760772934513e-01,3.958157264016363697e-01,0.000000000000000000e+00,3.373429486377584052e-02
3.625000000000000000e+00,6.293294685933007448e-01,4.312188017173557708e-01,0.000000000000000000e+00,6.343291068740822269e-02
3.675000000000000266e+00,7.163007554333803428e-01,4.426714345971994313e-01,0.000000000000000000e+00,4.682101712085764283e-02
3.725000000000000089e+00,7.646715699967626678e-01,4.509905080011866740e-01,0.000000000000000000e+00,8.700210587424464515e-02
3.775000000000000355e+00,8.211946441050892442e-01,5.336324494325005441e-01,0.000000000000000000e+00,9.479755716160505330e-02
3.825000000000000178e+00,1.045158407219494601e+00,5.063012262685194775e-01,1.866354298606238624e-02,1.296625091663280716e-01
3.875000000000000000e+00,1.101492467977995604e+00,5.895773984509814492e-01,7.274006864005622131e-02,1.646222606064429439e-01
3.925000000000000266e+00,1.043222956463571327e+00,6.492823510335365977e-01,8.862330940831315840e-02,2.369507430495950695e-01
3.975000000000000089e+00,1.293648857309357636e+00,6.808678196365048896e-01,3.283498053857722976e-01,3.292593616333784889e-01
4.025000000000000355e+00,1.435073087267358716e+00,7.502324864555601769e-01,3.876623608222226625e-01,4.098398414184595828e-01
4.075000000000000178e+00,1.606795258099945611e+00,7.635862968625166669e-01,7.399715004407643182e-01,6.058246202439009354e-01
4.125000000000000000e+00,1.476378658454341908e+00,8.098605390279127736e-01,9.628556468180488048e-01,7.415677700931988525e-01
4.175000000000000711e+00,1.521794032606982983e+00,8.367511461021674979e-01,1.253242144499868038e+00,9.003555406538522599e-01
4.224999999999999645e+00,1.652069885359229051e+00,9.053950248919410138e-01,1.177864640487596537e+00,1.169008515371149137e+00
4.275000000000000355e+00,1.511197349727118944e+00,9.697186680675350390e-01,1.568827757131965095e+00,1.311681553331387251e+00
4.325000000000000178e+00,1.459775578947256403e+00,9.087926160664125952e-01,1.839317229473540483e+00,1.355286379612084202e+00
4.375000000000000000e+00,1.874960401720287440e+00,1.015138743814689937e+00,1.840314394297194234e+00,1.480660948818467437e+00
4.425000000000000711e+00,1.450324965631993868e+00,9.688405640861502688e-01,1.938415098296605521e+00,1.462068487620917345e+00
4.474999999999999645e+00,1.441472086130765051e+00,1.020307980168804196e+00,2.140780841429339443e+00,1.534357840756263469e+00
4.525000000000000355e+00,1.531720685022777362e+00,9.922694356497379076e-01,1.320251784478587265e+00,1.563807004688087199e+00
4.575000000000000178e+00,1.535697957251401347e+00,1.029553254938088802e+00,9.523563788294500121e-01,1.527066032095670600e+00
4.625000000000000000e+00,1.415139103777683705e+00,1.022770095622286712e+00,6.255060729326619162e-01,1.416290871903383763e+00
4.675000000000000711e+00,1.506399597089775666e+00,1.000258350574453114e+00,3.248397235430557917e-01,1.307249737659099242e+00
4.724999999999999645e+00,1.712314411141109050e+00,9.990646489063920166e-01,2.201547100038569460e-01,1.290029353355933939e+00
4.775000000000000355e+00,1.450809018712420961e+00,9.674461331334570646e-01,1.676642498040299134e-01,1.335010831146373089e+00
4.825000000000001066e+00,1.601859735124538719e+00,1.023694549951863708e+00,7.037459087367220478e-02,1.233407303206991656e+00
4.875000000000000000e+00,1.457555273402650675e+00,9.910546524700816207e-01,9.191790012449153890e-02,1.162277658153108018e+00
4.925000000000000711e+00,1.595366934869110631e+00,9.730654861659226995e-01,1.463491845494851173e-01,1.205158871958108113e+00
4.974999999999999645e+00,1.594982054941740168e+00,1.007357087331624212e+00,1.323898148370612760e-01,1.083506116166474742e+00
