r_A,LiO,LiCl,ZrO,ZrCl
2.125000000000000000e+00,1.589443272452970790e+00,4.946551145391395732e-01,2.152659040735217033e+01,0.000000000000000000e+00
2.174999999999999822e+00,1.880019324065400399e+00,1.097111923184978854e+00,1.812404593989364798e+01,0.000000000000000000e+00
2.225000000000000089e+00,1.544339854868930662e+00,2.640804563857505283e+00,1.301657877675241259e+01,5.805788928078684311e-03
2.275000000000000355e+00,1.296323153931562722e+00,4.192026649555923967e+00,5.486763116640569926e+00,1.443885030694886384e-01
2.325000000000000178e+00,1.125711391490282542e+00,5.241166397626821016e+00,2.677172604121120347e+00,1.424989588688104325e+00
2.375000000000000000e+00,1.189461236381875064e+00,5.628466511447159704e+00,6.293079797136670317e-01,4.942742836617465940e+00
2.425000000000000266e+00,7.429237901800688215e-01,5.591479052407893668e+00,4.643273688625432216e-01,9.076378147134134267e+00
2.475000000000000089e+00,1.095288138902055675e+00,5.268644291169006344e+00,4.457568007159527085e-02,1.077323804677713071e+01
2.525000000000000355e+00,8.076107473389243507e-01,4.709130609682789625e+00,0.000000000000000000e+00,9.688108829521086207e+00
2.575000000000000178e+00,5.177017994964746572e-01,3.938496943537772577e+00,0.000000000000000000e+00,7.308512724470564770e+00
2.625000000000000000e+00,5.434562673635461305e-01,3.272655504781352587e+00,0.000000000000000000e+00,4.504966426829395409e+00
2.675000000000000266e+00,4.361088345589470006e-01,2.483525047330425561e+00,0.000000000000000000e+00,2.687233779262562905e+00
2.725000000000000089e+00,6.513907722651102183e-01,2.094624996044343490e+00,0.000000000000000000e+00,1.501848334017010789e+00
2.775000000000000355e+00,3.647202582103538093e-01,1.610314590343960184e+00,0.000000000000000000e+00,8.920716257104129854e-01
2.825000000000000178e+00,2.932703270093199310e-01,1.315085887431264533e+00,0.000000000000000000e+00,5.762504671060314498e-01
2.875000000000000000e+00,3.397902919772027297e-01,1.108789373820346036e+00,0.000000000000000000e+00,2.642813382044910675e-01
2.925000000000000266e+00,4.194600707812727869e-01,7.870875470037600463e-01,0.000000000000000000e+00,1.780545609380458083e-01
2.975000000000000089e+00,3.173316925074768924e-01,6.365191259068102569e-01,0.000000000000000000e+00,1.104165830654670610e-01
3.025000000000000355e+00,2.046188814693185587e-01,5.600095703370822076e-01,0.000000000000000000e+00,8.166806234082445159e-02
3.075000000000000178e+00,3.300314234914664135e-01,5.158912251419229822e-01,0.000000000000000000e+00,3.039763111105612051e-02
3.125000000000000000e+00,2.875996165305811370e-01,4.389678357572032175e-01,0.000000000000000000e+00,4.120579301169147862e-02
3.175000000000000266e+00,1.857419143105399351e-01,4.236219098310559650e-01,0.000000000000000000e+00,2.566171184553511092e-02
3.225000000000000089e+00,3.000453939874755949e-01,3.758463356264163391e-01,0.000000000000000000e+00,1.381787998626531587e-02
3.275000000000000355e+00,2.764061249506450935e-01,3.659892734803557590e-01,0.000000000000000000e+00,1.607902665917880503e-02
3.325000000000000178e+00,3.387231382248599432e-01,3.312949992287003709e-01,0.000000000000000000e+00,1.299924324327861314e-02
3.375000000000000000e+00,3.150630292421755518e-01,3.547162709088109156e-01,0.000000000000000000e+00,2.271049295452753913e-02
3.425000000000000266e+00,2.793286844125557611e-01,3.038312005890956846e-01,0.000000000000000000e+00,1.225125808826998605e-02
3.475000000000000089e+00,4.393260062113073516e-01,3.305146114840485927e-01,2.261236796675847316e-02,1.904199407727029392e-02
3.525000000000000355e+00,4.520662472164015955e-01,3.687908858870647677e-01,2.197544257301952547e-02,1.619243136959333529e-02
3.575000000000000178e+00,5.738042916828920426e-01,3.534068985728898715e-01,6.409516024117409283e-02,3.373429486377584052e-02
3.625000000000000000e+00,7.005743140944293845e-01,3.674734136373989934e-01,1.038987330224789563e-01,4.812151845251658178e-02
3.675000000000000266e+00,6.238748515064925781e-01,3.782165279113435807e-01,1.415271653880469660e-01,5.320570127370186780e-02
3.725000000000000089e+00,5.959940177915943327e-01,4.190305507412600550e-01,2.361485730872354138e-01,7.664471231778696714e-02
3.775000000000000355e+00,7.992961202622869132e-01,4.114617374673927297e-01,2.107732919869730326e-01,8.874664925767279666e-02
3.825000000000000178e+00,9.598393535689233591e-01,4.434345551575725741e-01,3.546073167351853628e-01,1.630604281940186695e-01
3.875000000000000000e+00,1.028752399337939050e+00,5.414486312304933602e-01,3.273303088802528849e-01,1.933354455959387930e-01
3.925000000000000266e+00,9.014256614102704734e-01,5.746521957423252891e-01,3.367685757515899159e-01,2.518767741078373201e-01
3.975000000000000089e+00,1.283773675192492192e+00,6.278536840617542358e-01,6.394180420670303455e-01,2.983344492147739224e-01
4.025000000000000355e+00,1.425441724265564369e+00,7.218453112923769455e-01,4.045172460753628796e-01,4.737109855356219645e-01
4.075000000000000178e+00,1.362487207160773428e+00,7.893029338034823761e-01,4.768705225062703223e-01,6.421740974585347095e-01
4.125000000000000000e+00,1.403018228220584307e+00,8.861167757182643046e-01,7.221417351135366314e-01,7.787306196195098451e-01
4.175000000000000711e+00,1.414373277364137094e+00,8.395780080822422553e-01,5.482934382186922528e-01,9.679646563439765483e-01
4.224999999999999645e+00,1.241237691645557861e+00,9.219571290058174995e-01,1.040192150040994301e+00,1.104600332706072496e+00
4.275000000000000355e+00,1.613651407335736643e+00,9.858956245320539269e-01,1.165414905298031156e+00,1.248771167080481748e+00
4.325000000000000178e+00,1.267919359999902573e+00,1.062453203324017936e+00,2.072881322105101010e+00,1.412140796897397799e+00
4.375000000000000000e+00,1.328776284697420706e+00,1.023719798284805860e+00,2.139900458485110235e+00,1.483664317883008010e+00
4.425000000000000711e+00,1.354699143722191357e+00,1.049367572010194039e+00,2.287050907342757622e+00,1.441517324140302536e+00
4.474999999999999645e+00,1.129802445886275430e+00,1.057216227039862622e+00,1.786256625651232444e+00,1.449673918768779712e+00
4.525000000000000355e+00,1.196418644520278463e+00,1.050826969038930470e+00,1.520289933642009705e+00,1.454312438830214660e+00
4.575000000000000178e+00,1.215139645786302625e+00,1.018567168376249610e+00,1.004540289998187008e+00,1.437804078780725803e+00
4.625000000000000000e+00,1.167125034043449805e+00,1.037359158547829674e+00,5.872097827531110870e-01,1.388072552823715222e+00
4.675000000000000711e+00,1.270801555838768415e+00,9.807191190831412442e-01,5.372349273981310569e-01,1.320401143470558702e+00
4.724999999999999645e+00,1.320928260023141121e+00,9.571304184294668893e-01,6.237716783442613933e-01,1.255268083355325137e+00
4.775000000000000355e+00,1.129167396639383814e+00,9.933791642524476551e-01,3.832325709806397307e-01,1.266936624459022998e+00
4.825000000000001066e+00,1.186314531870474198e+00,9.637262269016159122e-01,4.691639391578147356e-01,1.179083057620297081e+00
4.875000000000000000e+00,1.299981730332094187e+00,1.009714677307383734e+00,4.940587131691416278e-01,1.190094917401309571e+00
4.925000000000000711e+00,1.473141242278332541e+00,1.008277320042490599e+00,3.827594057448072684e-01,1.144723176314191182e+00
4.974999999999999645e+00,1.500417901486696293e+00,9.482959669281227910e-01,4.192344136506944152e-01,1.062602461192201808e+00
