r_A,Li_Cl,Li_O,Zr_Cl,Zr_O
2.125000000000000000e+00,3.228998497276210911e-01,5.734015056472918648e-01,0.000000000000000000e+00,2.048983177386221044e+01
2.174999999999999822e+00,9.652775023161678236e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.026857533487354068e+01
2.225000000000000089e+00,2.821357218704668934e+00,1.775706013419932616e-01,6.365815425541118677e-02,6.469649891993559443e+00
2.275000000000000355e+00,4.429712468202152031e+00,0.000000000000000000e+00,6.185903677722021099e-01,2.646521166118299906e+00
2.325000000000000178e+00,6.370989807855525378e+00,0.000000000000000000e+00,2.220005392532206745e+00,1.684906902005529616e+00
2.375000000000000000e+00,7.067554711186158301e+00,0.000000000000000000e+00,5.327661374861957455e+00,5.402434877187237694e-01
2.425000000000000266e+00,6.885469567543522906e+00,0.000000000000000000e+00,9.597841873443012872e+00,0.000000000000000000e+00
2.475000000000000089e+00,5.081315961376398072e+00,0.000000000000000000e+00,9.582678411402390850e+00,0.000000000000000000e+00
2.525000000000000355e+00,4.302702415754822596e+00,0.000000000000000000e+00,8.902106911975820935e+00,0.000000000000000000e+00
2.575000000000000178e+00,3.542184709899129480e+00,0.000000000000000000e+00,7.203328657033520876e+00,0.000000000000000000e+00
2.625000000000000000e+00,2.386318862059386259e+00,0.000000000000000000e+00,4.875065460034846865e+00,0.000000000000000000e+00
2.675000000000000266e+00,2.054342080059366804e+00,0.000000000000000000e+00,4.196044369963562559e+00,0.000000000000000000e+00
2.725000000000000089e+00,1.329621839917788373e+00,0.000000000000000000e+00,2.068946472986751495e+00,0.000000000000000000e+00
2.775000000000000355e+00,9.467025462167352190e-01,0.000000000000000000e+00,1.434712468806984775e+00,0.000000000000000000e+00
2.825000000000000178e+00,5.831988276808334204e-01,0.000000000000000000e+00,7.612114624309974653e-01,0.000000000000000000e+00
2.875000000000000000e+00,5.172827454928372592e-01,0.000000000000000000e+00,4.656548307713657131e-01,0.000000000000000000e+00
2.925000000000000266e+00,4.698850636143740434e-01,1.024964519654680828e-01,4.851382552715383656e-01,0.000000000000000000e+00
2.975000000000000089e+00,3.418746892156611095e-01,0.000000000000000000e+00,1.985919888593962457e-01,0.000000000000000000e+00
3.025000000000000355e+00,5.401893021865684652e-01,0.000000000000000000e+00,1.384849360237596083e-01,0.000000000000000000e+00
3.075000000000000178e+00,3.181851186952432964e-01,0.000000000000000000e+00,1.184363546271693657e-01,0.000000000000000000e+00
3.125000000000000000e+00,2.900115693537616557e-01,0.000000000000000000e+00,1.654155309260752979e-02,0.000000000000000000e+00
3.175000000000000266e+00,3.522445250526345939e-01,8.719984812048230116e-02,1.109067462291571105e-01,0.000000000000000000e+00
3.225000000000000089e+00,2.285701923167854366e-01,0.000000000000000000e+00,1.235342017553070632e-01,0.000000000000000000e+00
3.275000000000000355e+00,3.564184158665382185e-01,0.000000000000000000e+00,5.997670184944007415e-02,0.000000000000000000e+00
3.325000000000000178e+00,2.724673685758302044e-01,3.141124280712911943e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.375000000000000000e+00,3.051807450051421400e-01,3.063386783937999125e-01,8.508369753344366404e-02,0.000000000000000000e+00
3.425000000000000266e+00,2.955040467430530837e-01,2.223705563174931399e-01,2.727138659764174328e-02,0.000000000000000000e+00
3.475000000000000089e+00,4.688519314912847347e-01,2.154274599105257815e-01,2.678785399343279472e-02,0.000000000000000000e+00
3.525000000000000355e+00,4.261413997048182911e-01,2.788171946182488314e-01,6.454451118766454942e-02,0.000000000000000000e+00
3.575000000000000178e+00,3.717326853307562073e-01,7.443921524923341471e-01,3.776008943389935063e-02,0.000000000000000000e+00
3.625000000000000000e+00,3.486700881415588649e-01,5.267372204986775497e-01,4.855130835065959993e-02,0.000000000000000000e+00
3.675000000000000266e+00,4.267638096393793767e-01,5.158453969538521200e-01,1.208417562894571230e-02,0.000000000000000000e+00
3.725000000000000089e+00,4.349189533574895905e-01,7.512586819473247024e-01,9.141488585660760557e-02,0.000000000000000000e+00
3.775000000000000355e+00,4.613989826243324877e-01,6.707716595744144250e-01,5.523962152526392527e-02,0.000000000000000000e+00
3.825000000000000178e+00,4.062753160166222011e-01,1.297520773783822134e+00,7.603212037106758803e-02,0.000000000000000000e+00
3.875000000000000000e+00,5.653177344320277076e-01,6.926025782741336290e-01,7.472857402988311581e-02,0.000000000000000000e+00
3.925000000000000266e+00,6.031380328099743560e-01,8.986788034531223435e-01,8.306156989557854364e-02,0.000000000000000000e+00
3.975000000000000089e+00,5.782569629425349245e-01,1.317503439722632841e+00,1.618837783101919059e-01,0.000000000000000000e+00
4.025000000000000355e+00,7.275079722463256848e-01,1.396213500277980746e+00,1.665927912378973585e-01,0.000000000000000000e+00
4.075000000000000178e+00,7.265730334231614851e-01,1.255162278937880682e+00,1.735607737841651788e-01,9.181911840672721259e-02
4.125000000000000000e+00,7.566095942593994428e-01,1.429126546658256114e+00,2.260585225832993372e-01,0.000000000000000000e+00
4.175000000000000711e+00,8.394130357806501852e-01,1.199395818544954251e+00,2.579719551359862528e-01,3.488690888326739237e-01
4.224999999999999645e+00,7.888158372542971586e-01,1.313075444592844310e+00,3.319323928642743393e-01,1.706889077844486180e-01
4.275000000000000355e+00,7.558146143586541577e-01,1.133192246771597800e+00,5.075319789348754496e-01,9.870547391458095454e-01
4.325000000000000178e+00,8.683669246055790714e-01,8.808507900224985532e-01,3.923163290096504663e-01,6.458444546330064373e-01
4.375000000000000000e+00,1.122203055383265813e+00,9.123708365179923341e-01,6.013801912156997442e-01,1.033392233208962452e+00
4.425000000000000711e+00,8.423354169168850714e-01,1.329351321689897336e+00,7.498947663570688649e-01,1.239630014419103254e+00
4.474999999999999645e+00,9.582272117484729179e-01,1.297586804813645189e+00,8.691771431951859084e-01,1.747784617923078931e+00
