r_A,P_O,P_N,Li_O,Li_N
2.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.993038626433647487e+00,1.254060693291728867e+00
2.174999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.488206416529193721e+00,1.094877338593245764e+00
2.225000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.078462627712781785e+00,8.223732513469685923e-01
2.275000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.952017926374855605e-01,3.234710943913143844e-01
2.325000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.021444831808000275e-01,2.513927905273261598e-01
2.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.578963587241159150e-01,2.402978780052750507e-01
2.425000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.453070215305334201e-01,1.628933577397148336e-01
2.475000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.008985597152938118e-01,3.925535287684298047e-02
2.525000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.818802149497767529e-01,6.267248075506015592e-02
2.575000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.823451284244068216e-01,1.201549569560296099e-01
2.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.998565749138460745e-01,6.961471804875275782e-02
2.675000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.726703145377827431e-01,1.779434545305359217e-01
2.725000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.013292200390627729e-01,1.287340859661596504e-01
2.775000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.261715651231620994e-01,1.137278370576226688e-01
2.825000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.297047370800218369e-01,1.602879242506012880e-01
2.875000000000000000e+00,2.545823671163930865e-03,0.000000000000000000e+00,6.518023583964933643e-01,2.119192699355350040e-01
2.925000000000000266e+00,1.222203903223889609e-02,0.000000000000000000e+00,6.508414540039750840e-01,2.521508785027145039e-01
2.975000000000000089e+00,4.258154469080044358e-02,0.000000000000000000e+00,6.603764768875026725e-01,3.782187257816836956e-01
3.025000000000000355e+00,7.751668896925571761e-02,2.558843708947301440e-02,7.171362505119744934e-01,3.484593001461320783e-01
3.075000000000000178e+00,1.548939026290145071e-01,1.982829697675008995e-01,7.705735739169942144e-01,3.962567724776134281e-01
3.125000000000000000e+00,2.226568705345151056e-01,4.799090700590666336e-01,8.003992854337382834e-01,4.974547994693371833e-01
3.175000000000000266e+00,2.697482590634909805e-01,8.811054387819146072e-01,8.490014128188891895e-01,5.925821814127042453e-01
3.225000000000000089e+00,4.195179814623915537e-01,6.988234380033272464e-01,8.779309125609163766e-01,9.729938268134172841e-01
3.275000000000000355e+00,5.968427108734117859e-01,5.232648159713538805e-01,9.154040754185335249e-01,1.189041243020025895e+00
3.325000000000000178e+00,7.562839434974183428e-01,5.492946310945910904e-01,9.934351063971194051e-01,1.427939877434896587e+00
3.375000000000000000e+00,1.060808523925862668e+00,7.603704596169744701e-01,1.029166294982583274e+00,1.455874927708254107e+00
3.425000000000000266e+00,1.186981660090145496e+00,6.986089429343661505e-01,1.040970705417792130e+00,1.447947477407837136e+00
3.475000000000000089e+00,1.466072325656572195e+00,9.336255557221435630e-01,1.061982890341214292e+00,1.599656538739528955e+00
3.525000000000000355e+00,1.320939541894339486e+00,1.317463037761492428e+00,1.051386883660373472e+00,1.552280547174185621e+00
3.575000000000000178e+00,1.456358040819754285e+00,1.283797727606703853e+00,1.065167673682692051e+00,1.696931450184807844e+00
3.625000000000000000e+00,1.441747041066774759e+00,1.604397128671001260e+00,1.038391576490072188e+00,1.569950328431360953e+00
3.675000000000000266e+00,1.342626057468794265e+00,1.248771252813837052e+00,1.049869907944910530e+00,1.624942894904862989e+00
3.725000000000000089e+00,1.429786413141180157e+00,1.333152125567349522e+00,1.049661594701269296e+00,1.436440560471224925e+00
3.775000000000000355e+00,1.406070393419514009e+00,1.314848921007061300e+00,1.038899418456858292e+00,1.443131482859260739e+00
3.825000000000000178e+00,1.366563528108371672e+00,1.600147187532489523e+00,1.059290235349907405e+00,1.401054686135246641e+00
3.875000000000000000e+00,1.462068793660722843e+00,1.747371215799066402e+00,1.103531979456729317e+00,1.126110776207066566e+00
3.925000000000000266e+00,1.629743029928584219e+00,1.597508898475531902e+00,1.128481346248006112e+00,9.929145121791617123e-01
3.975000000000000089e+00,1.695115209627097164e+00,1.139728676560245679e+00,1.171342166568247078e+00,1.155468823575093396e+00
4.025000000000000355e+00,1.764322011058265804e+00,1.056592904413514278e+00,1.180451802440993347e+00,1.038442127683973037e+00
4.075000000000000178e+00,1.894997053802768727e+00,9.163941531296049270e-01,1.243202567296441075e+00,9.740866549210842606e-01
4.125000000000000000e+00,1.916563193698435974e+00,6.609458490722566193e-01,1.335262749097977819e+00,1.133759354135453812e+00
4.175000000000000711e+00,1.817593288265492601e+00,6.576902337548858890e-01,1.345538401052610578e+00,1.248770466392445488e+00
4.224999999999999645e+00,1.678444636042645488e+00,6.162501028139855119e-01,1.444852619472502875e+00,1.478755281164543467e+00
4.275000000000000355e+00,1.569501530344923568e+00,9.490561038522769000e-01,1.528293836447687015e+00,1.478668392016917910e+00
4.325000000000000178e+00,1.397362849641067717e+00,1.276894099675592642e+00,1.488072784767143109e+00,1.612496620824694915e+00
4.375000000000000000e+00,1.387987446708310424e+00,1.396593025422743217e+00,1.442190266633809115e+00,1.486552098987659942e+00
4.425000000000000711e+00,1.296136219799625122e+00,1.590385529192106517e+00,1.332832295828088931e+00,1.457695402396555817e+00
4.474999999999999645e+00,1.269046126198696500e+00,1.823133156567735780e+00,1.218838622735462396e+00,1.281390260958925831e+00
