r_A,early_P-O,early_P-N,early_Li-O,early_Li-N,late_P-O,late_P-N,late_Li-O,late_Li-N
1.225000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.274999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.325000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.425000000000000266e+00,1.400581820284325096e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.050436365213243683e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.475000000000000089e+00,3.594925014971478205e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.725649560970440977e+00,7.320574575941919404e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.524999999999999911e+00,1.864979323342951290e+01,1.232720759298160296e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.913896813791291152e+01,7.875715962182685104e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.575000000000000178e+00,1.992094757929852022e+01,2.439814471870344903e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.886040792399773025e+01,3.049768089837931129e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.625000000000000000e+00,5.816149144391819625e+00,1.899942053834660172e+01,3.666603085510997118e-02,0.000000000000000000e+00,6.058488692074812221e+00,1.839626433078004553e+01,1.833301542755498559e-02,0.000000000000000000e+00
1.675000000000000266e+00,1.520590093272753851e+00,7.663774070094683921e+00,2.329414610971028143e-01,0.000000000000000000e+00,1.697992270821242267e+00,5.676869681551617752e+00,1.811766919644133000e-01,9.662756904768708688e-02
1.725000000000000089e+00,2.389539271935673115e-01,1.873398789197567860e+00,7.646525670194156410e-01,2.733226197005569902e-01,3.345354980709942527e-01,2.408655586111158708e+00,9.517484078858685637e-01,2.733226197005569902e-01
1.774999999999999911e+00,9.027288801991277534e-02,2.527640864557557099e-01,1.659484579770310830e+00,5.162840914840969297e-01,6.770466601493457803e-02,0.000000000000000000e+00,1.636436182829056785e+00,7.744261372261453946e-01
1.825000000000000178e+00,2.134862331769394120e-02,0.000000000000000000e+00,2.783497099804860930e+00,1.546548780257112954e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.783497099804860930e+00,2.034932605601464495e+00
1.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.656041721681491108e+00,2.467656032110446152e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.470141295155314332e+00,2.853227287127703349e+00
1.925000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.108749492327501862e+00,3.438546474978056544e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.984637822447974820e+00,2.633780278706596256e+00
1.975000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.791654146415547544e+00,3.614172462966310562e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.866121985625018631e+00,4.100695679134850558e+00
2.025000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.205328993926783721e+00,2.512316795239852407e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.010529994295874534e+00,2.247862395740919617e+00
2.075000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.687296475264436602e+00,2.770501470732875671e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.580479251352251868e+00,2.329739873116282389e+00
2.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.192453062278842957e+00,2.401513378730859571e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.224616187886845342e+00,1.801135034048144457e+00
2.174999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.611824701015083683e+00,2.521610198921374835e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.780682526835711377e+00,1.604661035677238612e+00
2.225000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.364177236432271956e+00,1.916693464808067571e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.227270560374553066e+00,1.423829431000278811e+00
2.275000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.085057124976799292e+00,8.904951577395799900e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.220689265598899675e+00,1.361933770660534559e+00
2.325000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000741871338308053e-01,1.103374525919282867e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.941117887746785398e-01,1.303988076086425529e+00
2.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.750510909476633792e-01,6.728956049298033815e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.724566893326820782e-01,5.767676613684028508e-01
2.425000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.215598844677788781e-01,4.149220950619343928e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.297924657190078213e-01,5.532294600825792275e-01
2.475000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.204108396624786748e-01,3.540688613615164959e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.611359186756175177e-01,3.098102536913269756e-01
2.525000000000000355e+00,1.115284896102760985e-02,0.000000000000000000e+00,5.239466065095526037e-01,3.401856227772166452e-01,1.115284896102760985e-02,0.000000000000000000e+00,5.733038955285684191e-01,4.677552313186729149e-01
2.575000000000000178e+00,1.072394714098567903e-02,0.000000000000000000e+00,5.950649817806521469e-01,2.453274035316553581e-01,1.072394714098567903e-02,0.000000000000000000e+00,5.403044006351933604e-01,3.271032047088738293e-01
2.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.796383342506367109e-01,3.934514753701290335e-01,1.031931882946209196e-02,0.000000000000000000e+00,5.164050614232945646e-01,7.082126556662322603e-01
2.675000000000000266e+00,3.974866537828022212e-02,0.000000000000000000e+00,5.683213432809425258e-01,3.788808955206284801e-01,1.987433268914011106e-02,0.000000000000000000e+00,5.378755570337493408e-01,3.031047164165027730e-01
2.725000000000000089e+00,2.872756617691267153e-02,0.000000000000000000e+00,5.085390438125817480e-01,5.111469363449540060e-01,5.745513235382535000e-02,0.000000000000000000e+00,5.867758197837482648e-01,3.651049545321100043e-01
2.775000000000000355e+00,2.770169269586265914e-02,0.000000000000000000e+00,5.469610813140545202e-01,2.112401417488761757e-01,5.540338539172532523e-02,0.000000000000000000e+00,6.192605345911997849e-01,2.816535223318348824e-01
2.825000000000000178e+00,9.800928489182961223e-02,0.000000000000000000e+00,5.581031619372271990e-01,1.698574840678517828e-01,8.909934990166328006e-02,0.000000000000000000e+00,6.339323958960895178e-01,1.019144904407110475e-01
2.875000000000000000e+00,8.602726827384020447e-02,0.000000000000000000e+00,6.618608554855451853e-01,1.968011039319850775e-01,7.742454144645619096e-02,0.000000000000000000e+00,6.208606254997149909e-01,1.968011039319850775e-01
2.925000000000000266e+00,1.329781979558943006e-01,0.000000000000000000e+00,6.903549000263450308e-01,3.168842164055353239e-01,1.412893353281376996e-01,0.000000000000000000e+00,7.073308401909272902e-01,6.020800111705173485e-01
2.975000000000000089e+00,1.446142597886088954e-01,0.000000000000000000e+00,7.193106444331753835e-01,4.288513651981818997e-01,1.767507619638553074e-01,0.000000000000000000e+00,7.712760522059141088e-01,5.820125670546755225e-01
3.025000000000000355e+00,2.564342741305105089e-01,0.000000000000000000e+00,8.094791786866404326e-01,5.629319255703173486e-01,2.098098606522358633e-01,0.000000000000000000e+00,7.803802539626107926e-01,5.925599216529654489e-01
3.075000000000000178e+00,3.684843502811595561e-01,0.000000000000000000e+00,7.500888554572625599e-01,6.881361240508948596e-01,3.459240839374151943e-01,0.000000000000000000e+00,8.268897621593717107e-01,6.307914470466536860e-01
3.125000000000000000e+00,5.461032131633820619e-01,0.000000000000000000e+00,9.097072532469161477e-01,7.218167633392424953e-01,4.441639467062173940e-01,0.000000000000000000e+00,8.229504307301805932e-01,6.662923969285314829e-01
3.175000000000000266e+00,4.867157866129432908e-01,0.000000000000000000e+00,8.644720724300195558e-01,1.290944961495495313e+00,5.149311945325342199e-01,7.900314217485455981e-02,8.932878081776868262e-01,6.992618541433933688e-01
3.225000000000000089e+00,7.657247102709866526e-01,0.000000000000000000e+00,8.844236775166414155e-01,8.341511737420113093e-01,6.905196047979434981e-01,7.657247102709868747e-02,9.472643072349290483e-01,8.602183979214493847e-01
3.275000000000000355e+00,8.021897393752980276e-01,7.425227339672185733e-02,9.682135345651569081e-01,1.061649526012703459e+00,7.226337321645248668e-01,2.227568201901655442e-01,8.395697782243323193e-01,1.440810071017240013e+00
3.325000000000000178e+00,8.682905252966844900e-01,1.440719093825609809e-01,1.031274609714076584e+00,1.177098153253264279e+00,9.711990319985133180e-01,1.440719093825609809e-01,1.000621011973106045e+00,1.128052396867711415e+00
3.375000000000000000e+00,8.802101897370666617e-01,1.398348102844701457e-01,9.966949243680318649e-01,1.237686831454033243e+00,9.863348225422451376e-01,1.398348102844701457e-01,9.818188807207478552e-01,1.213885161618379005e+00
3.425000000000000266e+00,8.910688192030217225e-01,0.000000000000000000e+00,9.987605928366189989e-01,1.317373476171275648e+00,1.060796213336930638e+00,3.394547882678177753e-01,1.027650362050901434e+00,1.063143507085590578e+00
3.475000000000000089e+00,1.077597948681983553e+00,4.616594490528279637e-01,1.026355353517359514e+00,1.481800541640688085e+00,1.036378355016552621e+00,1.319026997293794023e-01,9.822541469209106202e-01,1.347091401491534945e+00
3.525000000000000355e+00,1.104471621511549095e+00,7.691242794360220181e-01,1.009134692877050155e+00,1.287328581183696530e+00,1.104471621511549095e+00,3.204684497650091557e-01,1.024719784658935096e+00,1.396424223656891117e+00
3.575000000000000178e+00,1.196195226652988719e+00,7.477611091263334231e-01,9.792109762368653714e-01,1.633407245467452640e+00,1.129430841909566219e+00,5.608208318447499563e-01,9.659528005431359254e-01,1.527341839917617961e+00
3.625000000000000000e+00,1.114723328338474317e+00,7.272758025664610715e-01,1.024228333908186794e+00,1.196652384364673471e+00,1.222948894196578262e+00,9.090947532080762006e-01,1.142125120545100181e+00,1.361707885656352479e+00
3.675000000000000266e+00,1.437354978739105338e+00,8.845261407625262251e-01,1.012679370883135421e+00,1.304832888500748078e+00,1.295198991830841972e+00,5.307156844575157129e-01,9.284387860486090771e-01,1.284758536369967175e+00
3.725000000000000089e+00,1.368279950514667442e+00,6.313561419603257452e-01,1.044991238005623213e+00,1.074648752272894692e+00,1.409277102590013042e+00,6.887521548658098736e-01,9.752088514943964004e-01,1.270039434504329767e+00
3.775000000000000355e+00,1.501927645614143270e+00,9.500565572256906011e-01,1.020890382429179066e+00,9.512456142434948525e-01,1.516897024141858896e+00,7.823995177152746061e-01,1.117713596736106263e+00,1.217594386231673154e+00
3.825000000000000178e+00,1.433757588610972356e+00,9.798153554710913316e-01,1.037393157514984843e+00,1.260093506799701002e+00,1.657326568529970734e+00,1.088683728301212517e+00,9.612845686063895556e-01,1.426870588582014543e+00
3.875000000000000000e+00,1.496443830326865454e+00,1.219885856620887665e+00,9.995100186400825981e-01,9.930615669069201568e-01,1.562741974708434789e+00,1.219885856620887665e+00,1.046261293705505802e+00,1.318063534258276492e+00
3.925000000000000266e+00,1.680114829550473976e+00,9.822209772756613777e-01,1.013489890166056062e+00,1.425485315284723109e+00,1.573953727683274240e+00,1.344091863640378914e+00,1.055915048359053809e+00,1.231900889752229666e+00
3.975000000000000089e+00,1.660615742360827207e+00,1.360894852276190337e+00,1.073947192891601121e+00,1.183946349025149170e+00,1.719119820004974875e+00,8.064562087562610060e-01,1.075479214564770247e+00,1.407008704638582852e+00
4.025000000000000355e+00,1.610836592567360004e+00,1.228976146917877266e+00,1.144554077251177970e+00,1.389004530303779683e+00,1.461603774727332494e+00,2.064679926822033718e+00,1.102716591398654522e+00,1.506149490690845250e+00
4.075000000000000178e+00,1.592960627947289654e+00,1.294922833041022070e+00,1.147252357990864224e+00,1.371454915372051664e+00,1.605807084624283787e+00,1.822483987242920156e+00,1.141421342194214317e+00,1.224513317296474613e+00
4.125000000000000000e+00,1.625620453446302571e+00,1.404134890380354106e+00,1.267562499826641487e+00,1.354342872990979441e+00,1.592188670342008505e+00,1.684961868456425149e+00,1.214925224300731799e+00,1.418076655249378870e+00
4.175000000000000711e+00,1.493089054295607232e+00,1.690535803552184912e+00,1.334596982842068513e+00,1.570963690937510648e+00,1.697062968816865691e+00,1.416394862435614410e+00,1.287379191565658054e+00,1.493193211188128977e+00
4.224999999999999645e+00,1.625265979157638041e+00,1.427684624828670534e+00,1.270650164764878243e+00,1.184674475921662085e+00,1.386256276340337878e+00,1.784605781035838001e+00,1.272006248185118427e+00,1.503625296362109731e+00
4.275000000000000355e+00,1.470745023825228204e+00,1.568794692080243802e+00,1.369582667689101640e+00,1.438988984697717521e+00,1.556343940555797056e+00,1.438061801073556634e+00,1.313951650239447932e+00,1.186795038925952950e+00
4.325000000000000178e+00,1.452141974745567943e+00,1.575307943284196543e+00,1.369157811545782089e+00,1.478379852466825684e+00,1.414127786925003294e+00,1.234700820411938071e+00,1.418333611960469920e+00,1.304452811000140100e+00
4.375000000000000000e+00,1.512015851457830795e+00,1.331465555681785595e+00,1.407599889317845632e+00,1.529768936315242911e+00,1.367129811637547432e+00,1.497898750142009128e+00,1.420246788592937959e+00,1.232313865365056937e+00
4.425000000000000711e+00,1.310988275596765451e+00,1.423566216160476738e+00,1.291903339893788472e+00,1.190776360751863328e+00,1.296462089717576260e+00,1.708279459392571864e+00,1.330227745192073208e+00,1.121545176987220227e+00
4.474999999999999645e+00,1.296059810299210913e+00,1.710088779835889916e+00,1.252316375139593596e+00,1.123700098773905420e+00,1.281856415117849535e+00,1.431702234281210240e+00,1.179788399745408389e+00,1.001853100111674832e+00
