time_ps,T_K,PE_eV_atom,P_GPa,rho_g_cm3
5.000000000000000278e-02,1.002543588099999965e+03,-6.150765142096775051e+00,1.735917934910000016e+00,2.366100947492694395e+00
1.000000000000000056e-01,9.956071279100000311e+02,-6.158576088467742515e+00,1.565864655433333086e+00,2.366100947492694395e+00
1.500000000000000222e-01,8.898584482700000535e+02,-6.156970712741935081e+00,1.283693113873333402e+00,2.366100947492694395e+00
2.000000000000000111e-01,7.589933247400000482e+02,-6.145445863629031891e+00,4.762450739366666519e-01,2.366100947492694395e+00
2.500000000000000000e-01,9.103822615899999846e+02,-6.165060520403225830e+00,1.901296702133333349e+00,2.366100947492694395e+00
3.000000000000000444e-01,9.300707391099999768e+02,-6.167889830000000018e+00,-4.252259886599999983e-01,2.366100947492694395e+00
3.500000000000000333e-01,8.408306282300000021e+02,-6.157275317258064540e+00,7.262726833733333942e-01,2.366100947492694395e+00
4.000000000000000222e-01,9.216351246799999899e+02,-6.165925020806451329e+00,-1.708170179443333492e-01,2.366100947492694395e+00
4.500000000000000111e-01,9.188223372400000244e+02,-6.162783646854839148e+00,1.040096261171000069e+00,2.366100947492694395e+00
5.000000000000000000e-01,8.902514462799999819e+02,-6.153426441209678188e+00,2.470813598866666627e+00,2.366100947492694395e+00
5.500000000000000444e-01,9.330342450699999972e+02,-6.149080883629032712e+00,1.046315392556666835e+00,2.366100947492694395e+00
6.000000000000000888e-01,1.010562917800000037e+03,-6.150749665887096818e+00,1.179200636826666537e+00,2.366100947492694395e+00
6.500000000000000222e-01,1.029856347700000015e+03,-6.150380815725806194e+00,2.475774268019999891e+00,2.366100947492694395e+00
7.000000000000000666e-01,9.870771213199999465e+02,-6.150191783790322830e+00,-2.324863346970000022e-01,2.366100947492694395e+00
7.500000000000000000e-01,1.027117474599999923e+03,-6.166029804516129253e+00,2.715061856100000170e+00,2.366100947492694395e+00
8.000000000000000444e-01,9.229615931299999829e+02,-6.165484600806451887e+00,1.684746524820000202e+00,2.366100947492694395e+00
8.500000000000000888e-01,8.144792221899999731e+02,-6.159276995967741364e+00,4.796990205000000174e-01,2.366100947492694395e+00
9.000000000000000222e-01,8.780598374700000477e+02,-6.169909858306451333e+00,1.845922801000000890e-01,2.366100947492694395e+00
9.500000000000000666e-01,8.564150548899999649e+02,-6.167027039838709257e+00,7.561987531333334844e-02,2.366100947492694395e+00
1.000000000000000000e+00,9.361990385100000367e+02,-6.175607641693548366e+00,-5.462377402733332721e-01,2.366100947492694395e+00
1.050000000000000044e+00,8.969945150600000261e+02,-6.168333155322581085e+00,6.100365650433333675e-01,2.366100947492694395e+00
1.100000000000000089e+00,9.567048475399999461e+02,-6.171474414838709954e+00,1.628103508849999992e+00,2.366100947492694395e+00
