r_A,early_P-O,early_P-N,early_Li-O,early_Li-N,late_P-O,late_P-N,late_Li-O,late_Li-N
1.225000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.274999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.325000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.034839972134960595e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.425000000000000266e+00,1.047331664156089248e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.122141068738666814e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.475000000000000089e+00,7.540994273656168367e+00,4.301159696826108991e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.366434221025238926e+00,3.128116143146261852e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.524999999999999911e+00,1.633021488424777345e+01,1.316868528265740679e+01,4.447377670603648581e-02,0.000000000000000000e+00,1.564434585910936804e+01,1.316868528265740501e+01,3.335533252952736782e-02,0.000000000000000000e+00
1.575000000000000178e+00,1.573859703550881406e+01,2.057653153280530134e+01,9.381397355382353753e-02,0.000000000000000000e+00,1.592231606705171565e+01,2.503478003157977838e+01,1.042377483931372917e-01,1.167462782003137328e-01
1.625000000000000000e+00,8.485579535418732888e+00,1.675254753026396770e+01,4.602348222599992877e-01,1.096729789215316886e-01,8.571873564592484840e+00,1.610821877909996758e+01,3.623125196514888069e-01,2.193459578430633772e-01
1.675000000000000266e+00,2.571948218285646792e+00,8.793355592622923211e+00,7.557437989676972778e-01,0.000000000000000000e+00,3.248776696781869422e+00,6.974040642425077152e+00,7.373110233831193794e-01,6.193412596418200744e-01
1.725000000000000089e+00,9.955348977516061959e-01,4.288458021083841665e+00,1.346932103886515852e+00,4.866335343073863728e-01,8.423756827128975333e-01,2.858972014055894295e+00,1.433830949298548818e+00,5.839602411688636918e-01
1.774999999999999911e+00,3.375227804216331950e-01,1.350091121686532114e+00,1.904079879825383292e+00,1.378816464701139832e+00,2.651964703312831295e-01,2.160145794698451471e+00,1.945116084131964795e+00,5.515265858804558885e-01
1.825000000000000178e+00,1.140295965522531846e-01,5.108525925540942092e-01,2.414516052953241676e+00,1.130397226077145101e+00,1.368355158627038159e-01,5.108525925540942092e-01,2.414516052953241676e+00,1.652119022728135267e+00
1.875000000000000000e+00,2.160589226922754458e-02,0.000000000000000000e+00,2.728778223619886756e+00,2.059455263109348344e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000920526245051345e+00,1.318051368389983047e+00
1.925000000000000266e+00,2.049814694937511506e-02,0.000000000000000000e+00,3.007557901338102191e+00,2.032020558862309922e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.993601716181081063e+00,2.500948380138227289e+00
1.975000000000000089e+00,1.947345855241861337e-02,0.000000000000000000e+00,2.824065819006070122e+00,2.747166374169284442e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.651704994371895996e+00,2.672918634326871157e+00
2.025000000000000355e+00,1.852372677989653008e-02,0.000000000000000000e+00,2.610663110426267863e+00,2.260052315885928476e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.408872725079310495e+00,1.977545776400187361e+00
2.075000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.144043591581079600e+00,1.547074591572229041e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.180077937658071896e+00,1.143489915509908750e+00
2.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.958442438134321062e+00,1.731675418981926340e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.101603435073964743e+00,1.667539292352966163e+00
2.174999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.743715569002491028e+00,1.469312680087365264e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.699986024952272023e+00,1.408091318417058257e+00
2.225000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.671453435940731147e+00,1.345520015932288427e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.535647844270546347e+00,1.345520015932288427e+00
2.275000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.224076080450174242e+00,1.398944091943056467e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.338989345145496834e+00,1.007239746199000585e+00
2.325000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.248534265272434940e+00,9.108081383443349388e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.420745888068632334e+00,9.643850876587076737e-01
2.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.127754190186533778e+00,8.728634057378703570e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.036066857651043227e+00,1.078243030617369147e+00
2.425000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.112510862583135918e+00,1.132738332811920490e+00,1.291699865153344597e-02,0.000000000000000000e+00,8.574688466549864607e-01,7.879918836952489736e-01
2.475000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.244885751004667807e-01,5.673573721164507644e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.780530758945072067e-01,8.983158391843804047e-01
2.525000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.990093852094440896e-01,7.722405428623259072e-01,1.191416278706975904e-02,0.000000000000000000e+00,7.868417295971176229e-01,8.630923714343642361e-01
2.575000000000000178e+00,1.145598334596852931e-02,0.000000000000000000e+00,8.384804831942920256e-01,3.931108497952774949e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.838817540560589769e-01,6.115057663482094119e-01
2.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.805742122264419658e-01,6.724947059181651809e-01,2.204746873476127328e-02,0.000000000000000000e+00,7.130245207837689891e-01,6.304637867982798571e-01
2.675000000000000266e+00,4.246198182549044270e-02,0.000000000000000000e+00,7.625087800151900685e-01,8.904367933447527861e-01,4.246198182549044270e-02,0.000000000000000000e+00,7.769639227642931578e-01,7.690135942522864365e-01
2.725000000000000089e+00,1.022952075904741062e-02,0.000000000000000000e+00,6.198654281227028440e-01,3.900276851109140130e-01,6.137712455428446373e-02,0.000000000000000000e+00,7.278195195373307058e-01,7.410526017107367247e-01
2.775000000000000355e+00,7.891376213299060305e-02,0.000000000000000000e+00,7.253350051372753349e-01,5.265394852107629919e-01,4.932110133311913558e-02,0.000000000000000000e+00,6.783225511006002462e-01,6.769793381281238309e-01
2.825000000000000178e+00,5.710886048900790796e-02,0.000000000000000000e+00,6.577644640719779723e-01,5.806472510428495326e-01,5.710886048900790796e-02,0.000000000000000000e+00,6.577644640719777502e-01,7.620995169937400116e-01
2.875000000000000000e+00,1.286595052701066944e-01,0.000000000000000000e+00,7.789961534895211148e-01,7.358228726937166009e-01,1.562293992565581546e-01,0.000000000000000000e+00,7.132976827132966324e-01,9.460579791776356773e-01
2.925000000000000266e+00,2.308402402435626444e-01,9.943887272030395297e-02,6.105365437538420315e-01,8.801398096094984469e-01,5.327082467159138801e-02,0.000000000000000000e+00,7.586369924862096381e-01,7.108821539153640234e-01
2.975000000000000089e+00,1.287382442574215580e-01,0.000000000000000000e+00,6.982908454473475413e-01,5.890185541514028067e-01,1.630684427260673253e-01,0.000000000000000000e+00,7.625686638567266140e-01,1.047144096269160496e+00
3.025000000000000355e+00,1.411200629474367862e-01,1.859464358836814268e-01,7.403946231234727060e-01,5.380577719187376040e-01,1.743247836409512752e-01,9.297321794184071342e-02,7.290908884192979222e-01,8.229118864639519693e-01
3.075000000000000178e+00,2.410027130092658454e-01,8.997434619012593948e-02,7.274521606861248380e-01,8.269982458326469166e-01,3.133035269120456601e-01,8.997434619012593948e-02,8.505173758397925887e-01,7.351095518512417160e-01
3.125000000000000000e+00,3.266934805292751043e-01,2.613547844234200279e-01,8.155752138035803345e-01,8.304038540545544134e-01,3.111366481231191417e-01,0.000000000000000000e+00,8.314630426439096889e-01,8.304038540545544134e-01
3.175000000000000266e+00,4.521216474359164295e-01,2.531881225641132160e-01,7.875253660302204972e-01,7.469947445863195368e-01,3.466265963675359552e-01,0.000000000000000000e+00,8.439604085470443495e-01,7.182641774868460116e-01
3.225000000000000089e+00,4.820324594131503160e-01,1.635988953159782655e-01,8.254533927797080839e-01,8.075519939001484238e-01,4.893359815254706979e-01,4.089972382899456638e-01,8.478301413791579089e-01,9.189384758174100609e-01
3.275000000000000355e+00,5.240843137134967300e-01,6.345669528206665522e-01,7.739209416999770497e-01,7.020740754611629608e-01,5.736598569026114536e-01,5.552460837180832609e-01,8.390170956747416975e-01,1.026108264135545900e+00
3.325000000000000178e+00,5.702786264537079708e-01,6.156260834970147533e-01,8.467197652960462007e-01,1.178858457760241452e+00,6.870826824743471173e-01,3.847663021856342902e-01,8.420417555430295131e-01,1.257449021610924644e+00
3.375000000000000000e+00,7.402321898243965359e-01,5.975207586330262277e-01,8.308989272784484958e-01,1.220467932527032229e+00,8.869448760958985600e-01,3.734504741456413646e-01,9.239777688588212134e-01,9.662037799172337182e-01
3.425000000000000266e+00,9.259929037574473609e-01,2.175759550087428273e-01,9.478992974038440433e-01,9.381998627327353679e-01,8.288607809856869402e-01,3.626265916812380086e-01,8.773579543412323156e-01,9.628893328046490563e-01
3.475000000000000089e+00,1.006475848279584806e+00,3.522665468978546377e-01,9.593642128281998360e-01,8.394436862246751341e-01,9.687330039691004480e-01,2.818132375182837435e-01,8.672823799004932832e-01,9.353801075074952287e-01
3.525000000000000355e+00,1.106505396457690527e+00,5.477507376939727557e-01,9.198549622368388246e-01,1.118810017417475988e+00,1.075938949041732151e+00,4.792818954822261612e-01,8.823948054036644395e-01,1.048884391328883448e+00
3.575000000000000178e+00,1.046053704711569443e+00,6.656705393619080091e-01,9.206081927345530769e-01,1.133056237211758299e+00,1.105488574297454285e+00,5.325364314895263407e-01,9.509579133741538071e-01,1.404989734142580549e+00
3.625000000000000000e+00,1.104106446916058637e+00,4.532039028179004614e-01,9.150664993935031521e-01,1.035894635012343690e+00,1.057861150710150522e+00,7.769209762592580448e-01,9.918140122458611874e-01,1.146096191928550612e+00
3.675000000000000266e+00,1.091140886028942880e+00,5.669433057305023338e-01,9.362893498892798094e-01,1.115122530420278757e+00,1.175507449381696601e+00,5.669433057305023338e-01,9.516069670653822810e-01,1.115122530420278979e+00
3.725000000000000089e+00,1.270075082593128180e+00,9.197095425674374214e-01,1.017550983266100717e+00,1.064514874801459898e+00,1.270075082593128180e+00,7.970816035584458170e-01,9.523233561336590380e-01,1.356734644354801622e+00
3.775000000000000355e+00,1.433879001295900402e+00,9.552086135026965907e-01,1.025252406210150902e+00,1.422651126493377882e+00,1.321940491901052894e+00,7.164064601270223598e-01,1.090578223243010125e+00,1.239738838801372145e+00
3.825000000000000178e+00,1.407021434193155729e+00,9.885493766434566565e-01,1.090532746985540813e+00,1.385701253868174554e+00,1.427789278240287230e+00,1.279299193303296667e+00,1.055183225203189412e+00,1.266926860679474354e+00
3.875000000000000000e+00,1.578358452687031344e+00,7.932262992991235828e-01,1.172790077773997242e+00,1.080137939471146780e+00,1.295063345794487564e+00,1.473134555841229654e+00,1.040183857526423505e+00,9.644088745278097674e-01
3.925000000000000266e+00,1.533471396088282868e+00,1.270167947370873129e+00,1.180029162153725331e+00,9.399947806629960212e-01,1.513748291315443417e+00,8.835950938232162155e-01,1.102815305170693927e+00,1.372392379767974457e+00
3.975000000000000089e+00,1.783587430437017840e+00,1.238415423397778214e+00,1.238906403478416740e+00,1.356414302777954939e+00,1.514366686220109504e+00,1.346103721084541016e+00,1.230723402134437983e+00,1.283094610735903585e+00
4.025000000000000355e+00,1.669218269443870417e+00,1.365383033882177743e+00,1.235452967295774140e+00,1.305046958735174956e+00,1.566064331444530167e+00,1.417897765954569289e+00,1.227472004974742070e+00,1.376556381131622375e+00
4.075000000000000178e+00,1.646805510824169039e+00,1.075912933738457200e+00,1.244253052622706024e+00,1.430190242213633445e+00,1.651379970576458245e+00,1.485784527543583478e+00,1.312772619976146249e+00,1.569720997551548924e+00
4.125000000000000000e+00,1.763373695877817449e+00,1.549983157490577135e+00,1.232509403593350816e+00,1.412750606141034204e+00,1.611589630916182569e+00,1.049988590558133206e+00,1.229469922943305482e+00,1.123392048256725895e+00
4.175000000000000711e+00,1.747538320649830057e+00,1.513080560921747697e+00,1.315915734422581362e+00,1.129877591134428316e+00,1.734464467876887905e+00,1.415462460217118634e+00,1.320366407706986989e+00,1.312651907347350599e+00
4.224999999999999645e+00,1.557482142341485298e+00,1.096195081604280697e+00,1.273365239500677148e+00,1.573815695328254272e+00,1.765997511124908437e+00,1.143855737326205713e+00,1.309581543240741830e+00,1.362891942346117435e+00
4.275000000000000355e+00,1.550358478294836972e+00,1.443121886498572204e+00,1.225358911371471127e+00,1.347045824048083595e+00,1.409038938718363720e+00,1.629331162175807091e+00,1.259318049792851335e+00,1.521369401277836042e+00
4.325000000000000178e+00,1.340100486910368094e+00,1.228019355277864877e+00,1.260783127336949860e+00,1.470913648559774467e+00,1.579694210327676318e+00,1.091572760246990459e+00,1.270460190814316714e+00,1.362530537613264814e+00
4.375000000000000000e+00,1.365205679936078109e+00,1.289008153614064733e+00,1.182142473967410234e+00,1.316433859010108565e+00,1.408860512724731784e+00,1.333456710635239295e+00,1.211864913312876935e+00,1.210513893342628489e+00
4.425000000000000711e+00,1.264698241977367354e+00,1.520741444340884208e+00,1.134448024914302300e+00,1.360809365391963732e+00,1.381081515778965985e+00,1.824889733209060783e+00,1.151616621333261703e+00,1.153729679354056570e+00
4.474999999999999645e+00,1.259354423396666478e+00,1.444464350691116339e+00,1.122152262426765912e+00,1.113629587015929623e+00,1.339012383912720816e+00,1.189558877039742502e+00,1.182844041867568974e+00,1.128092308925227716e+00
