r_A,early_P-O,early_P-N,early_Li-O,early_Li-N,late_P-O,late_P-N,late_Li-O,late_Li-N
1.225000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.274999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.325000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.425000000000000266e+00,4.389527956085082505e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.486909945106351882e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.475000000000000089e+00,6.043082134333444877e+00,1.911935590523576201e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.087114339071656666e+00,2.294322708628291352e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.524999999999999911e+00,1.727943472852570750e+01,1.359358118384572656e+01,1.087312524703706006e-02,0.000000000000000000e+00,1.779047161513644681e+01,1.216267790133565541e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.575000000000000178e+00,1.742754659071208323e+01,2.213478082449203654e+01,3.058134957791108777e-02,0.000000000000000000e+00,1.706821573317162333e+01,2.314090722560531077e+01,3.058134957791108777e-02,0.000000000000000000e+00
1.625000000000000000e+00,6.835592063326979329e+00,1.669797304029174256e+01,2.585566737901457968e-01,0.000000000000000000e+00,8.242092487879853380e+00,1.764314132559126946e+01,1.819472889634358714e-01,0.000000000000000000e+00
1.675000000000000266e+00,2.832909910654372698e+00,8.006279971793297534e+00,4.506518052343405079e-01,3.028380131174769896e-01,2.356345626619058997e+00,8.895866635325885952e+00,5.497952023858956316e-01,0.000000000000000000e+00
1.725000000000000089e+00,8.986793303539118982e-01,3.355069499987936688e+00,1.079265011394295870e+00,2.855378297862073422e-01,5.741562388372211112e-01,2.516302124990952738e+00,1.198239107138548976e+00,3.807171063816098266e-01
1.774999999999999911e+00,1.650378149582461818e-01,1.848423527532356836e+00,1.789832595048700181e+00,8.090364375825516152e-01,3.064987992081714685e-01,7.921815117995815170e-01,1.926277232339408396e+00,4.494646875458619406e-01
1.825000000000000178e+00,8.921090508697664123e-02,4.995810684870690688e-01,2.672530943882193810e+00,1.955806736204696472e+00,2.230272627174416031e-02,7.493716027306035476e-01,2.604199186794296850e+00,1.360561207794571237e+00
1.875000000000000000e+00,2.112917679738355453e-02,0.000000000000000000e+00,3.150495127575829279e+00,1.369530302032963220e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.941900701320808498e+00,2.094575756050415016e+00
1.925000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.207339668384488807e+00,2.827918209741556499e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.336998080510669595e+00,2.140046212777394263e+00
1.975000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.260945729530812187e+00,2.686552505601527585e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.034040957098250502e+00,2.396114396887850440e+00
2.025000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.984738061615218818e+00,2.072049563435357733e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.867568592254289950e+00,2.072049563435357733e+00
2.075000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.419763835216950820e+00,1.710279681590232803e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.455003114370596151e+00,2.433859546878408331e+00
2.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.139234722205495487e+00,1.191699342631751923e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.948831631747414361e+00,1.881630540997503376e+00
2.174999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.774734601269588818e+00,1.616505251276878052e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.812153704308405944e+00,1.796116945863197811e+00
2.225000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.547737493189298430e+00,1.659092863986416866e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.803139719788192430e+00,1.659092863986417088e+00
2.275000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.353419616867018949e+00,8.755696582764248559e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.206839874968064219e+00,1.258631383772361056e+00
2.325000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.206952101377522180e+00,1.309870497619016527e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.127424249736367790e+00,1.205080857809494921e+00
2.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.952740654918922347e-01,7.531803738857562047e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.831936527112734803e-01,1.104664548365775767e+00
2.425000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.256487703528796462e-01,7.224426740587699403e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.245546126347353733e-01,9.632568987450266240e-01
2.475000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.646510274631174386e-01,5.086025253630811482e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.059336999763546894e-01,7.860220846520344917e-01
2.525000000000000355e+00,1.165128700930086886e-02,0.000000000000000000e+00,6.663544570425690150e-01,7.107780875120736086e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.456823685952557179e-01,7.996253484510825738e-01
2.575000000000000178e+00,1.120321690438127148e-02,0.000000000000000000e+00,6.826811322159138662e-01,5.980134163768454636e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.483563825514266910e-01,5.552981723499279543e-01
2.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.679325730723674193e-01,3.699318866246956716e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.862823690358939022e-01,3.288283436663961834e-01
2.675000000000000266e+00,1.038127365880537993e-02,0.000000000000000000e+00,6.149248056620039149e-01,5.145577684160216325e-01,1.038127365880537993e-02,0.000000000000000000e+00,7.315484757013493988e-01,3.562323012110918952e-01
2.725000000000000089e+00,4.001526064781132236e-02,0.000000000000000000e+00,6.198108457788648051e-01,4.577064707290077750e-01,1.000381516195283059e-02,0.000000000000000000e+00,7.083552523187027772e-01,3.432798530467558451e-01
2.775000000000000355e+00,1.929314942282458339e-02,0.000000000000000000e+00,6.797756477488833271e-01,3.678013166564005898e-01,5.787944826847375712e-02,0.000000000000000000e+00,7.257508123309333037e-01,6.252622383158811248e-01
2.825000000000000178e+00,4.654066874186157943e-02,0.000000000000000000e+00,6.686012666915945868e-01,6.033255032136473073e-01,8.377320373535084019e-02,0.000000000000000000e+00,7.002885305158408347e-01,4.968562967641801942e-01
2.875000000000000000e+00,8.987195978239821692e-02,0.000000000000000000e+00,6.944999104886603325e-01,5.139911231810349035e-01,1.348079396735973323e-01,0.000000000000000000e+00,6.853214975747133897e-01,5.139911231810349035e-01
2.925000000000000266e+00,1.041908992790435556e-01,0.000000000000000000e+00,6.739156038474303223e-01,5.627786446164507739e-01,1.476037739786450476e-01,0.000000000000000000e+00,7.064290759628768512e-01,6.620925230781773418e-01
2.975000000000000089e+00,1.510772944493844194e-01,0.000000000000000000e+00,7.114561951375270032e-01,4.480173951709404689e-01,1.091113793245554325e-01,0.000000000000000000e+00,7.486004944820564555e-01,4.480173951709404689e-01
3.025000000000000355e+00,2.597766962081004549e-01,9.092184367283517865e-02,7.599850155024214793e-01,7.428508078801853154e-01,2.597766962081003994e-01,0.000000000000000000e+00,6.991862142622279341e-01,6.499944568951622204e-01
3.075000000000000178e+00,2.121166754666749810e-01,0.000000000000000000e+00,8.317514398125883668e-01,8.686587384280667345e-01,2.199728486321073928e-01,1.759782789056859587e-01,7.782626012394315840e-01,6.589824912212919328e-01
3.125000000000000000e+00,3.118784771085076346e-01,0.000000000000000000e+00,7.561475065132060580e-01,9.280933778573051685e-01,4.411939432266692163e-01,2.555882153864842965e-01,8.493711716997657257e-01,6.380641972768971160e-01
3.175000000000000266e+00,4.789914688791023223e-01,1.650678292752598419e-01,8.780203684854248625e-01,8.990928573290751791e-01,4.126695731881496743e-01,5.777374024634094329e-01,8.454081833702518090e-01,1.011479464495209646e+00
3.225000000000000089e+00,5.428205884961380123e-01,1.599892260830722834e-01,8.072404720300911940e-01,8.169662608497308964e-01,6.285291024692124529e-01,3.999730652076807780e-01,7.440228447024334058e-01,7.897340521547399073e-01
3.275000000000000355e+00,6.371880751729303016e-01,3.878536109748272342e-01,8.087160399049587722e-01,9.770610114770114096e-01,8.380408379991800549e-01,5.429950553647581168e-01,8.605870395490085034e-01,9.770610114770114096e-01
3.325000000000000178e+00,6.786420206319700998e-01,3.762767639147554521e-01,9.355452671193613678e-01,1.152847957526059286e+00,7.189573881942653566e-01,3.762767639147554521e-01,9.469822508249773341e-01,1.101610270524901347e+00
3.375000000000000000e+00,9.065049067403905259e-01,5.112948538737166482e-01,9.302324957580864195e-01,1.118943145255549831e+00,7.760725460583198787e-01,3.652106099097976455e-01,8.081256049067864211e-01,1.118943145255549831e+00
3.425000000000000266e+00,8.865638678086664726e-01,4.255506565481599335e-01,8.924922584140738691e-01,1.400393649917348160e+00,8.675660706413379497e-01,5.674008753975464669e-01,9.075827072278385144e-01,1.110657032693069812e+00
3.475000000000000089e+00,9.535104216938156130e-01,6.200893581079782724e-01,9.779862554421675513e-01,1.454204830361972345e+00,1.033482263513296973e+00,8.267858108106377335e-01,9.130663969438652661e-01,1.172745830937074407e+00
3.525000000000000355e+00,1.058177684444001621e+00,8.704557675426362051e-01,9.891080267143353977e-01,1.481626838370444732e+00,1.022307254462849091e+00,9.374139035074544601e-01,9.199111688783528917e-01,1.071330175437090526e+00
3.575000000000000178e+00,9.706622862139245855e-01,5.207864721243572470e-01,9.497625631447246253e-01,1.373989841349367858e+00,1.145032756791276807e+00,5.207864721243572470e-01,9.715279552167913613e-01,1.307506461929237140e+00
3.625000000000000000e+00,1.254991902695906658e+00,1.139668322448174287e+00,9.006497381049403117e-01,1.185470595454365617e+00,1.175848269192561135e+00,5.698341612240871434e-01,1.029588910013126135e+00,1.228578617107251691e+00
3.675000000000000266e+00,1.166071903778014951e+00,4.312265908311149198e-01,1.003636355560041826e+00,1.614805957154814120e+00,1.204574277959364448e+00,1.355283571183504288e+00,9.474626789428752804e-01,1.132461320602076826e+00
3.725000000000000089e+00,1.456198856466276448e+00,8.994169407585824727e-01,1.035195182068642250e+00,1.224737961884026838e+00,1.129624848214648036e+00,8.394558113746769523e-01,1.026082548423671748e+00,1.245150261248760604e+00
3.775000000000000355e+00,1.308411392547123464e+00,1.050899349551793316e+00,1.000856523382660068e+00,9.540079201604931836e-01,1.261496243013561447e+00,6.422162691705405324e-01,1.046995299283279168e+00,1.331636055224021620e+00
3.825000000000000178e+00,1.553685883345533814e+00,1.023604817262940170e+00,1.045729338811345777e+00,1.103460512226715595e+00,1.436905571852242547e+00,5.686693429238556252e-01,1.133881729355773027e+00,1.568075464743227343e+00
3.875000000000000000e+00,1.459430550413864269e+00,9.419511077925420972e-01,1.138492667383798285e+00,1.112893423975168883e+00,1.419852772775522576e+00,8.865422190988631046e-01,1.064389594358817526e+00,1.527870632915062199e+00
3.925000000000000266e+00,1.465882785745723504e+00,1.242142781605587221e+00,1.111313153359300365e+00,1.158260799128984386e+00,1.543034511311288437e+00,9.181055342302165689e-01,1.083407210069627702e+00,1.360496811675314666e+00
3.975000000000000089e+00,1.687816828755340559e+00,1.316403097636477337e+00,1.224374917558546993e+00,1.218933251258287331e+00,1.527967881185196664e+00,1.105778602014640732e+00,1.112340611376719135e+00,1.541592053061951795e+00
4.025000000000000355e+00,1.907510041345368057e+00,1.232544949792391709e+00,1.173852333135610770e+00,1.223803496247764411e+00,1.481071498448446766e+00,1.129832870643025622e+00,1.189462071608159199e+00,1.258769310426271826e+00
4.075000000000000178e+00,1.682046612007239039e+00,1.002070322046866302e+00,1.245734838046104187e+00,1.415690837955572157e+00,1.780464232922556622e+00,1.002070322046866524e+00,1.250303547721089759e+00,1.279238708995999341e+00
4.125000000000000000e+00,1.667711779172226016e+00,1.173510278119095585e+00,1.327184243110881345e+00,1.614616978404996406e+00,1.733197843799407334e+00,1.173510278119095807e+00,1.295973863373671708e+00,1.431516083946697826e+00
4.175000000000000711e+00,1.610959068283460249e+00,1.766088460044090036e+00,1.292684480324722163e+00,1.137446276739149775e+00,1.474581581021368049e+00,1.336499375168500592e+00,1.328955088639108162e+00,1.153695509263994445e+00
4.224999999999999645e+00,1.523117635422583493e+00,1.351662863347691923e+00,1.313270594616193554e+00,1.364554732183729913e+00,1.527279159016634136e+00,1.118617542080848404e+00,1.224019194982083558e+00,1.253486323750170550e+00
4.275000000000000355e+00,1.516151148909958835e+00,1.274705094633145519e+00,1.353301761345219179e+00,1.394814085312864327e+00,1.621834607010921525e+00,1.320230276584328788e+00,1.309021949113064576e+00,1.286328545344086249e+00
4.325000000000000178e+00,1.536896993070696604e+00,1.512274870701089124e+00,1.316785020617611490e+00,1.165909036735757853e+00,1.580581403726452727e+00,8.450947806859028244e-01,1.296505990525964602e+00,1.256759091546336249e+00
4.375000000000000000e+00,1.420466840889336391e+00,1.173631619357746292e+00,1.198338262701200474e+00,1.272590313818958929e+00,1.435991068658618364e+00,1.260567294865727161e+00,1.309319976115644435e+00,1.346578122761921792e+00
4.425000000000000711e+00,1.346815291415818683e+00,1.359714367446280603e+00,1.197240899147703930e+00,9.691581129670296946e-01,1.445455284589935330e+00,1.614660811342458535e+00,1.254067867392038904e+00,1.171668763437752281e+00
4.474999999999999645e+00,1.309468224733927988e+00,1.163312281236714041e+00,1.208521334285209692e+00,1.145632763284787803e+00,1.346563641865201388e+00,1.121765414049688436e+00,1.176950766513913615e+00,1.131489148923247479e+00
