r_A,early_P-O,early_P-N,early_Li-O,early_Li-N,late_P-O,late_P-N,late_Li-O,late_Li-N
1.225000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.274999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.325000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.375000000000000000e+00,4.478008263592399285e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.791203305436959714e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.425000000000000266e+00,1.709415801205321106e+00,4.669623652073073838e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.459257391272834825e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.475000000000000089e+00,8.405552516352734926e+00,6.537651957163238770e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.588346021707327971e+00,2.179217319054413515e+00,2.649504339275882137e-02,0.000000000000000000e+00
1.524999999999999911e+00,1.620016959437678494e+01,1.182430356012040740e+01,6.196574551996857777e-02,0.000000000000000000e+00,1.703748173071535987e+01,9.377895926992046327e+00,4.957259641597486222e-02,0.000000000000000000e+00
1.575000000000000178e+00,1.549517212140202282e+01,2.064202664983246649e+01,1.975202369960329107e-01,0.000000000000000000e+00,1.641669116826954777e+01,1.605490961653636717e+01,1.859013995256780516e-01,1.301309796679746278e-01
1.625000000000000000e+00,9.554619828107171031e+00,1.759589047538662498e+01,3.820210698086545231e-01,1.222467423387694485e-01,9.650807276041138749e+00,2.262328775406852088e+01,5.348294977321162991e-01,0.000000000000000000e+00
1.675000000000000266e+00,4.194605002265139326e+00,9.801494278674226734e+00,7.704769635264303584e-01,2.301157864398938047e-01,4.526552160717775664e+00,1.351930245334376046e+01,9.040263038710115717e-01,1.150578932199469023e-01
1.725000000000000089e+00,1.764091981253579799e+00,5.098794887752287508e+00,1.297945507140589427e+00,4.339399904470029323e-01,1.963263656556403669e+00,1.051626445598909321e+01,1.133280778622753449e+00,4.339399904470029323e-01
1.774999999999999911e+00,9.136747566863241410e-01,4.213652995541632862e+00,2.195563870885784308e+00,9.221368257720291561e-01,6.449468870726990932e-01,4.213652995541632862e+00,1.811340193480771577e+00,6.147578838480195484e-01
1.825000000000000178e+00,2.542056730070343940e-01,0.000000000000000000e+00,2.388451599998007602e+00,1.066149409854183050e+00,1.779439711049240203e-01,2.562393183910906203e+00,2.509604942026891994e+00,1.356917430723505680e+00
1.875000000000000000e+00,1.444977589489140901e-01,5.394583000759459734e-01,2.541520866619198404e+00,8.264042043716620656e-01,4.816591964963802541e-02,1.888104050265810629e+00,2.279170325548828924e+00,1.285517651244807436e+00
1.925000000000000266e+00,2.284821396467541510e-02,0.000000000000000000e+00,2.831234002771693348e+00,2.264987202217354945e+00,4.569642792935083020e-02,7.676999892130939029e-01,2.380103310022357199e+00,2.526331879396280566e+00
1.975000000000000089e+00,0.000000000000000000e+00,2.431077299744102693e-01,2.438466592448492509e+00,1.737961644072379963e+00,2.170604731914377306e-02,2.431077299744102693e-01,2.682313251693340117e+00,1.737961644072380185e+00
2.025000000000000355e+00,6.194229272561136562e-02,0.000000000000000000e+00,2.284396611157298640e+00,1.810647898566523306e+00,2.064743090853712187e-02,0.000000000000000000e+00,2.382801388253306119e+00,9.446858601216645557e-01
2.075000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.948031784871445238e+00,1.649467463203863282e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.994891655985191470e+00,1.799419050767850914e+00
2.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.602123835848109357e+00,1.715740585960046749e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.857442375425497394e+00,1.143827057306697537e+00
2.174999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.980185965035237583e+00,1.091844076720968282e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.785213808477922326e+00,8.188830575407262113e-01
2.225000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.537042534152687434e+00,1.434573031875842286e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.723350720110588874e+00,9.781179762789833365e-01
2.275000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.459087286604821232e+00,6.861051668309694485e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.459087286604821676e+00,8.732247577848701869e-01
2.325000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.386343853677219018e+00,1.134669123317354922e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.237045284819672020e+00,1.134669123317354700e+00
2.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.262158657093193304e+00,1.087398227649520654e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.139519759237984431e+00,8.584722849864636629e-01
2.425000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.161635136512888966e+00,1.537083454896378543e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.122423823887981342e+00,6.587500520984478358e-01
2.475000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.975414473731857301e-01,1.159406663362042789e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.016362984116076174e+00,5.797033316810212833e-01
2.525000000000000355e+00,1.328009508572880817e-02,0.000000000000000000e+00,1.003636122223589888e+00,1.468382939181180014e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.313019872885562878e-01,5.569728389997580242e-01
2.575000000000000178e+00,1.276938638945734200e-02,0.000000000000000000e+00,8.172407289252701101e-01,6.329268624016982647e-01,1.276938638945734200e-02,0.000000000000000000e+00,9.693866093102937453e-01,4.868668172320756438e-01
2.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.198692360929091816e-01,5.153463769726855936e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.989542045599267173e-01,7.495947301420881059e-01
2.675000000000000266e+00,3.549761529087414741e-02,0.000000000000000000e+00,7.532543613496132107e-01,5.864910963235490104e-01,1.183253843029138247e-02,0.000000000000000000e+00,7.733948522947901028e-01,6.316057960407449601e-01
2.725000000000000089e+00,2.280462518256356000e-02,0.000000000000000000e+00,6.792867075657230691e-01,7.390639378315067010e-01,3.420693777384534173e-02,0.000000000000000000e+00,7.763276657893978250e-01,5.216921914104752922e-01
2.775000000000000355e+00,5.497565604421120883e-02,0.000000000000000000e+00,7.448616546585892229e-01,7.545935154732242856e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.683814265366468499e-01,5.449842056195509654e-01
2.825000000000000178e+00,7.426564190314123570e-02,0.000000000000000000e+00,8.993140344745130799e-01,6.472171685856733525e-01,1.060937741473446175e-02,0.000000000000000000e+00,8.126331636817887283e-01,6.876682416222781313e-01
2.875000000000000000e+00,7.170501587925966203e-02,1.147280254068154537e-01,7.078963269782229117e-01,5.467888870452480843e-01,2.048714739407419064e-02,2.294560508136309074e-01,7.357937191744091665e-01,6.249015851945692868e-01
2.925000000000000266e+00,4.948183865827989608e-02,0.000000000000000000e+00,6.737952498148752634e-01,6.791856118133943188e-01,8.906730958490380323e-02,0.000000000000000000e+00,7.681265847889577891e-01,4.905229418652290452e-01
2.975000000000000089e+00,7.653215893110784651e-02,1.071450225035510267e-01,7.392680883983610007e-01,8.753976306673106889e-01,7.653215893110784651e-02,0.000000000000000000e+00,6.936744618011055907e-01,6.200733217226782612e-01
3.025000000000000355e+00,1.850578408176143386e-01,1.036323908578640346e-01,7.339315218809214780e-01,8.819777945350127935e-01,1.202875965314493256e-01,2.072647817157280692e-01,7.528310460495289957e-01,6.350240120652090869e-01
3.075000000000000178e+00,1.432710073159944031e-01,1.002897051211961016e-01,7.956113384994585314e-01,9.218117577097170168e-01,1.253621314014951027e-01,0.000000000000000000e+00,8.504810859821796409e-01,9.218117577097170168e-01
3.125000000000000000e+00,2.080846642223627141e-01,1.942123532742051906e-01,8.205324348059123141e-01,9.256078113494033976e-01,2.514356359353548953e-01,1.942123532742051906e-01,7.615013243882209348e-01,1.090894920518939548e+00
3.175000000000000266e+00,3.107731071781216770e-01,9.407185947013410598e-02,7.948929158874552536e-01,7.685871071602445870e-01,1.763847365065014661e-01,9.407185947013410598e-02,7.520030103539593336e-01,8.646604955552750216e-01
3.225000000000000089e+00,3.256341879686311946e-01,3.647102905248668647e-01,7.870647607071591390e-01,7.139009942188886404e-01,3.256341879686311391e-01,9.117757263121671618e-02,9.006903071472776023e-01,1.427801988437776171e+00
3.275000000000000355e+00,3.868148836566415172e-01,8.841483055008950154e-02,8.384628307485689769e-01,7.223679772603055493e-01,2.762963454690296472e-01,4.420741527504474799e-01,7.981521177318106064e-01,1.023354634452099399e+00
3.325000000000000178e+00,5.973670449288569495e-01,3.431031232411895782e-01,9.229369728524400296e-01,9.928090374638675053e-01,3.599519373289265523e-01,8.577578081029739454e-02,8.447219751530806731e-01,9.928090374638676163e-01
3.375000000000000000e+00,6.466985626292548472e-01,8.325314829250179960e-02,8.477144279023737239e-01,1.133659891642577078e+00,3.939657910270172869e-01,2.497594448775053988e-01,9.008547353231196597e-01,1.133659891642577078e+00
3.425000000000000266e+00,7.001337449448339356e-01,4.042009249166052531e-01,8.182304437521553675e-01,7.705617632452728127e-01,7.073516186040591514e-01,1.616803699666421179e-01,8.182304437521552565e-01,1.183362707840954986e+00
3.475000000000000089e+00,6.310496635899588425e-01,3.141224992092238599e-01,9.977447163332490154e-01,1.390159145436565824e+00,6.871429670201774087e-01,2.355918744069179227e-01,9.619404801011947059e-01,1.363425315716631836e+00
3.525000000000000355e+00,7.836289224468374615e-01,6.105491430542316911e-01,9.534031071249587930e-01,9.093285109318338666e-01,7.359297706457256227e-01,3.052745715271158455e-01,9.000496485753867182e-01,1.532868061285091787e+00
3.575000000000000178e+00,8.877358678439180029e-01,5.193917316340533885e-01,9.359425472346166730e-01,1.111403583800527617e+00,8.546113951631747474e-01,2.967952752194590871e-01,9.833034954079344914e-01,1.136662756159630527e+00
3.625000000000000000e+00,9.342933025323183482e-01,2.886644134720541266e-01,9.761068692634050636e-01,1.252926390389341726e+00,8.440856733223011110e-01,6.494949303121217987e-01,8.971409202892868251e-01,1.326627942765185475e+00
3.675000000000000266e+00,1.046967560477097159e+00,2.106473654612601720e-01,1.013753785147908815e+00,1.362485087238789250e+00,1.046967560477097159e+00,1.404315769741734388e-01,1.015888003642956949e+00,1.458098075816949724e+00
3.725000000000000089e+00,1.061764777200088217e+00,2.733739196469192612e-01,1.076046279461278177e+00,1.209825006097004607e+00,1.049560584358708137e+00,4.784043593821086793e-01,1.009572378027376427e+00,1.209825006097004829e+00
3.775000000000000355e+00,1.093240476005357342e+00,4.658155071675000314e-01,1.021436522447188855e+00,1.019413875868085517e+00,1.164538767918750217e+00,4.658155071675000314e-01,1.110432971927735935e+00,1.245950292727659781e+00
3.825000000000000178e+00,1.140079938353915745e+00,9.074341844360105380e-01,1.113114012606048586e+00,1.125328715045264660e+00,1.180590393016237583e+00,7.778007295165806356e-01,1.111143899309400052e+00,1.147393983967720965e+00
3.875000000000000000e+00,1.201069959359233774e+00,8.210130802004901307e-01,1.073056609380580007e+00,1.311470975901273928e+00,1.257458220362014600e+00,6.315485232311462971e-01,1.147921023988527356e+00,1.096475733950246001e+00
3.925000000000000266e+00,1.352035367838177571e+00,1.292677717542842775e+00,1.210540574974988015e+00,1.424957808193123787e+00,1.308066737989780792e+00,1.108009472179579236e+00,1.204927558398596998e+00,1.320181498767158956e+00
3.975000000000000089e+00,1.564735730724447826e+00,9.602761744719903181e-01,1.141969766754304505e+00,1.205453070081860201e+00,1.591529150771099577e+00,1.020293435376489644e+00,1.213114848069668295e+00,1.266747293984327394e+00
4.025000000000000355e+00,1.437253848194578909e+00,7.609605828986573117e-01,1.208071629151714399e+00,1.434740738951315153e+00,1.562686911309742577e+00,9.951023007136289289e-01,1.101320086074979665e+00,1.155763373044115250e+00
4.075000000000000178e+00,1.667344028343337392e+00,7.424015000819265131e-01,1.192494343129024026e+00,1.244221171986730656e+00,1.595959268720075430e+00,9.708327308763654573e-01,1.237625133407560529e+00,1.516394553358828112e+00
4.125000000000000000e+00,1.428126948075892910e+00,1.281831016809582335e+00,1.212886227085582913e+00,1.536774281022404098e+00,1.711761916857516663e+00,1.281831016809582335e+00,1.239989829925484344e+00,1.176296363251716937e+00
4.175000000000000711e+00,1.515565059056487529e+00,1.142502890673352312e+00,1.253462427457520567e+00,1.740956785787965533e+00,1.646719727628684016e+00,1.142502890673352312e+00,1.263384293637922928e+00,1.722435968917880533e+00
4.224999999999999645e+00,1.778733617144016010e+00,1.115621724672727133e+00,1.227200044509006549e+00,1.265953730125080501e+00,1.503622817692408464e+00,1.274996256768830882e+00,1.267568467025750323e+00,1.284038783412581486e+00
4.275000000000000355e+00,1.561316151922271578e+00,1.556683166308258981e+00,1.283829885891512479e+00,1.289507757622728290e+00,1.598380036834372353e+00,9.858993386618969401e-01,1.173426824451210271e+00,1.589804084740350065e+00
4.325000000000000178e+00,1.539004880398691544e+00,1.013932627086196359e+00,1.166484800462386895e+00,1.035505661705051983e+00,1.606902154533927485e+00,1.166022521149125968e+00,1.249695076849399955e+00,1.656809058728082595e+00
4.375000000000000000e+00,1.623466618173828868e+00,1.238612133756599842e+00,1.180634544516929063e+00,1.248099375632181429e+00,1.481910945744502772e+00,9.413452216550157736e-01,1.201717304240445650e+00,1.366162830083874180e+00
4.425000000000000711e+00,1.301587788133574231e+00,9.201922967269922093e-01,1.157048704571133957e+00,1.220053392300961548e+00,1.604282622583242723e+00,1.162348164286727048e+00,1.199738796724521883e+00,1.516823136374168213e+00
4.474999999999999645e+00,1.361455387428472052e+00,1.704778919910434842e+00,1.145731188997556327e+00,1.321908949717784054e+00,1.420649099925362480e+00,1.136519279940289673e+00,1.103989726081816558e+00,1.176821382065831756e+00
