r_A,early_Li-Cl,early_Li-O,early_Zr-Cl,early_Zr-O,early_Cl-Cl,late_Li-Cl,late_Li-O,late_Zr-Cl,late_Zr-O,late_Cl-Cl
1.024999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.075000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.175000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.225000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.274999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.325000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.425000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.475000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.524999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.575000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.625000000000000000e+00,0.000000000000000000e+00,5.532806658120706933e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.675000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.725000000000000089e+00,0.000000000000000000e+00,9.819918397975124780e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.819918397975124780e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.774999999999999911e+00,0.000000000000000000e+00,1.391176749504193122e+00,0.000000000000000000e+00,8.115197705441126175e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.318627915840321574e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.825000000000000178e+00,0.000000000000000000e+00,1.754662426778538009e+00,0.000000000000000000e+00,3.838324058578051812e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.193328033473172400e+00,0.000000000000000000e+00,1.535329623431220814e+00,0.000000000000000000e+00
1.875000000000000000e+00,0.000000000000000000e+00,2.909083908440187827e+00,0.000000000000000000e+00,3.272719396995211127e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.077917077457276829e+00,0.000000000000000000e+00,1.963631638197126961e+01,0.000000000000000000e+00
1.925000000000000266e+00,4.150276188461655275e-02,2.365657427423142778e+00,0.000000000000000000e+00,5.795860697186700605e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.337038616942429314e+00,0.000000000000000000e+00,5.726862355553527806e+01,0.000000000000000000e+00
1.975000000000000089e+00,1.577122684049481749e-01,4.120233012079269841e+00,0.000000000000000000e+00,6.686014478692270302e+01,0.000000000000000000e+00,1.182842013037111173e-01,4.869366287002773852e+00,0.000000000000000000e+00,6.686014478692270302e+01,0.000000000000000000e+00
2.025000000000000355e+00,4.125565135358221225e-01,2.850390457156589008e+00,0.000000000000000000e+00,6.297581416280338118e+01,0.000000000000000000e+00,4.125565135358221225e-01,4.988183300024029876e+00,0.000000000000000000e+00,6.172876833779738348e+01,0.000000000000000000e+00
2.075000000000000178e+00,1.250183350789851433e+00,2.375348366500717567e+00,0.000000000000000000e+00,4.869464151326472745e+01,0.000000000000000000e+00,1.464500496639540295e+00,3.732690290215413320e+00,0.000000000000000000e+00,4.928847860488989596e+01,0.000000000000000000e+00
2.125000000000000000e+00,2.315975121398884173e+00,1.294221391369964724e+00,0.000000000000000000e+00,2.887731479494233966e+01,0.000000000000000000e+00,2.690618155742821482e+00,1.294221391369964724e+00,0.000000000000000000e+00,3.567197709963465257e+01,0.000000000000000000e+00
2.174999999999999822e+00,4.649018467575673164e+00,2.470807017732524979e+00,5.689358264515683578e-02,1.999809429977263520e+01,0.000000000000000000e+00,4.844082179501923768e+00,2.470807017732524979e+00,5.689358264515683578e-02,2.540298465106253545e+01,0.000000000000000000e+00
2.225000000000000089e+00,6.088925314218916363e+00,5.902529641334662847e-01,7.067502596861241493e-01,1.239531224680279209e+01,0.000000000000000000e+00,5.654002077488992306e+00,1.180505928266932569e+00,1.196038901007286936e+00,1.342825493403635839e+01,0.000000000000000000e+00
2.275000000000000355e+00,7.250574598714690566e+00,8.468908855056092033e-01,3.640145034190778173e+00,6.422255881750872142e+00,0.000000000000000000e+00,7.042566311046644323e+00,8.468908855056092033e-01,3.432136746522733262e+00,7.410295248174081806e+00,0.000000000000000000e+00
2.325000000000000178e+00,8.222390014977239758e+00,2.702861769629196220e-01,7.518223396047525320e+00,2.365004048425546124e+00,0.000000000000000000e+00,7.681817661051399071e+00,1.081144707851678488e+00,7.020327806905305223e+00,6.149010525906419389e+00,0.000000000000000000e+00
2.375000000000000000e+00,7.607182184391772850e+00,0.000000000000000000e+00,1.111766500245786915e+01,1.813181416709867433e+00,0.000000000000000000e+00,6.761939719459356013e+00,1.036103666691352787e+00,1.106994970201813722e+01,3.173067479242268174e+00,0.000000000000000000e+00
2.425000000000000266e+00,8.081323461694088550e+00,2.484549284339607200e-01,1.473730022868809009e+01,4.347961247594311907e-01,0.000000000000000000e+00,6.773665943620612140e+00,7.453647853018821046e-01,1.391347599230179810e+01,8.695922495188623813e-01,0.000000000000000000e+00
2.475000000000000089e+00,6.025719997852501564e+00,4.770361664966565884e-01,1.287369970374529515e+01,1.669626582738297893e+00,0.000000000000000000e+00,6.377220331060566849e+00,7.155542497449848272e-01,1.322520003695335866e+01,4.174066456845744733e-01,0.000000000000000000e+00
2.525000000000000355e+00,4.366208804111998631e+00,2.291656554644419530e-01,1.025817841960567556e+01,4.010398970627734316e-01,0.000000000000000000e+00,5.572343832872219238e+00,9.166626218577678120e-01,1.198898218587659414e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.575000000000000178e+00,4.267883864089970558e+00,2.203526995046451720e-01,9.701317533454513864e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.569419137096327077e+00,2.203526995046451720e-01,8.483578930928842965e+00,3.856172241331290995e-01,0.000000000000000000e+00
2.625000000000000000e+00,3.236377240854860116e+00,2.120385088835942400e-01,7.499467261567125398e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.526535200379778967e+00,8.481540355343769599e-01,7.147929733681164244e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.675000000000000266e+00,2.106341288679084212e+00,4.083722906622714310e-01,5.153013509804189596e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.364260630149991549e+00,2.041861453311357155e-01,5.153013509804187819e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.725000000000000089e+00,2.423279711121555380e+00,1.967620278261092426e-01,2.754668389565529729e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.733956597162781499e+00,1.967620278261092426e-01,2.863405299679959271e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.657689742925418930e+00,3.794711459708789980e-01,1.957272226586638908e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.097077385628542068e+00,0.000000000000000000e+00,2.866005760359007226e+00,3.320372527245191163e-01,0.000000000000000000e+00
2.825000000000000178e+00,1.580259802889528942e+00,5.492366388091655116e-01,1.517627554604273898e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.329730809748505882e+00,3.661577592061103781e-01,1.719977895218176789e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.875000000000000000e+00,1.525773579218960840e+00,3.535329025019542382e-01,9.768672305975052428e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.395524615139293267e+00,1.767664512509771191e-01,6.512448203983367545e-01,0.000000000000000000e+00,1.383174839784078250e-02
2.925000000000000266e+00,1.222389128553671878e+00,1.707749517832336250e-01,6.291708749908608844e-01,0.000000000000000000e+00,4.008876371623183721e-02,1.330246992837819775e+00,1.707749517832336250e-01,7.864635937385761055e-01,0.000000000000000000e+00,2.672584247748789263e-02
2.975000000000000089e+00,1.077383720012732082e+00,6.603319574271582226e-01,4.561503653279710413e-01,0.000000000000000000e+00,7.750519481678803946e-02,8.167263683967482812e-01,1.650829893567895557e-01,3.345102679071787488e-01,0.000000000000000000e+00,6.458766234732335465e-02
3.025000000000000355e+00,1.025255414639307361e+00,3.193418504614235487e-01,4.411959776111772924e-01,0.000000000000000000e+00,1.874106807551903231e-01,6.891060983641246196e-01,3.193418504614235487e-01,2.941306517407848431e-01,0.000000000000000000e+00,2.123987715225490458e-01
3.075000000000000178e+00,9.921855739979115185e-01,6.180828165888629933e-01,2.846434023764500831e-01,0.000000000000000000e+00,3.869135097789622724e-01,7.482055148180973836e-01,3.090414082944314966e-01,3.415720828517401220e-01,0.000000000000000000e+00,3.869135097789622724e-01
3.125000000000000000e+00,8.504471570482132758e-01,1.496157035547782954e-01,2.480470874723955665e-01,0.000000000000000000e+00,5.970690955087750718e-01,7.717020499141195033e-01,5.984628142191131817e-01,1.102431499877313675e-01,0.000000000000000000e+00,5.268256725077427038e-01
3.175000000000000266e+00,8.849005011037144319e-01,0.000000000000000000e+00,2.135966726802069338e-01,0.000000000000000000e+00,1.020727462365590643e+00,1.006955742635261553e+00,1.159524794549694926e+00,1.868970885951810601e-01,0.000000000000000000e+00,9.413375486260445735e-01
3.225000000000000089e+00,6.950124796684458151e-01,2.809624917808609679e-01,1.035124969718961424e-01,0.000000000000000000e+00,1.220165008553678376e+00,8.428874753425832367e-01,1.404812458904304839e-01,1.552687454578442205e-01,0.000000000000000000e+00,1.440014559644431369e+00
3.275000000000000355e+00,5.735771334034297508e-01,2.724491383666290956e-01,1.756579971048003452e-01,0.000000000000000000e+00,1.726822484812803316e+00,6.452742750788584836e-01,2.724491383666290956e-01,1.756579971048003452e-01,0.000000000000000000e+00,2.025285630336004061e+00
3.325000000000000178e+00,6.399252262486601062e-01,1.321584706383102659e-01,1.460698886002376462e-01,0.000000000000000000e+00,2.409506834963212718e+00,5.842795544009505848e-01,6.607923531915512738e-01,1.460698886002376462e-01,2.312773236170429791e-01,1.975175130806753332e+00
3.375000000000000000e+00,7.561281584351311480e-01,8.979021881417178497e-01,1.181450247554892141e-01,0.000000000000000000e+00,2.459089364822217849e+00,6.616121386307397545e-01,6.413587058155127973e-01,1.181450247554892141e-01,0.000000000000000000e+00,2.780276547166343981e+00
3.425000000000000266e+00,7.211020114760920974e-01,3.736619514012476939e-01,1.147207745530146455e-01,4.359389433014556614e-01,2.904364529568710385e+00,6.162144461704786025e-01,3.736619514012476939e-01,9.177661964241171089e-02,0.000000000000000000e+00,2.884872150175631589e+00
3.475000000000000089e+00,8.278642492966602484e-01,6.049777206398671003e-01,8.915461146271726200e-02,2.117422022239534574e-01,2.982340100257267590e+00,7.896551300983529753e-01,4.839821765118936248e-01,6.686595859703794997e-02,0.000000000000000000e+00,3.001275592957314053e+00
3.525000000000000355e+00,7.179023111697121484e-01,3.527623425575308613e-01,1.732867647651028797e-01,4.115560663171193290e-01,3.312384176040904293e+00,5.817484245685597966e-01,7.055246851150616116e-01,1.516259191694649955e-01,0.000000000000000000e+00,3.155966034394528830e+00
3.575000000000000178e+00,5.896574508015655081e-01,4.572853700093774676e-01,1.052959733574224260e-01,0.000000000000000000e+00,3.381398478932872376e+00,7.701648337000038813e-01,1.486177452530476728e+00,1.052959733574224260e-01,0.000000000000000000e+00,2.916232550614065389e+00
3.625000000000000000e+00,5.617993240435461555e-01,6.671366973017112123e-01,6.144680106726287117e-02,1.945815367129990758e-01,2.845041267114330807e+00,6.437283921332299652e-01,8.895155964022815054e-01,1.228936021345257423e-01,1.945815367129990758e-01,3.053851635342904824e+00
3.675000000000000266e+00,5.352286517394865273e-01,6.491070882798029018e-01,1.594298111564428078e-01,0.000000000000000000e+00,3.013646695842140399e+00,6.263314009717395603e-01,5.409225735665024182e-01,1.395010847618874394e-01,1.893229007482758464e-01,2.878201900523392531e+00
3.725000000000000089e+00,7.426404660836983807e-01,1.158297443369350255e+00,1.357812792466462914e-01,1.842745932633057249e-01,2.752017027664012794e+00,6.539669775960923470e-01,8.423981406322547105e-01,1.939732560666375394e-01,0.000000000000000000e+00,2.455392437855914878e+00
3.775000000000000355e+00,8.310235788414963576e-01,7.177021817267468240e-01,7.554759807649966130e-02,7.177021817267468240e-01,2.735759038310059399e+00,7.770610087868538018e-01,4.101155324152839232e-01,1.888689951912491394e-01,1.794255454316867060e-01,2.527167440081139027e+00
3.825000000000000178e+00,8.304641901219105282e-01,7.989275753071545250e-01,2.391526623452337463e-01,3.495308141968800908e-01,2.414644171480262891e+00,8.514885999984143083e-01,8.987935222205488683e-01,2.759453796291159167e-01,0.000000000000000000e+00,2.305242817432614277e+00
3.875000000000000000e+00,7.272300088330707624e-01,9.730542371710100280e-01,3.047196163772373234e-01,3.405689830098533877e-01,2.748662942522003050e+00,7.067446564715754720e-01,8.757488134539088698e-01,2.330208831120049728e-01,3.405689830098533877e-01,2.352733654402490604e+00
3.925000000000000266e+00,7.687204101135174383e-01,1.612316184848481271e+00,1.921801025283793041e-01,8.298686245543652751e-01,2.011165546008977234e+00,8.386040837602005693e-01,8.535791566844901368e-01,1.747091841167084658e-01,4.979211747326191539e-01,2.159591047559454413e+00
3.975000000000000089e+00,9.441796246920711733e-01,1.017183203920839274e+00,3.066150327608272441e-01,3.236492012475398750e-01,1.946417553101180253e+00,8.273738979260416571e-01,9.247120035643996427e-01,2.214441903272640622e-01,6.472984024950797499e-01,2.011539329970736478e+00
4.025000000000000355e+00,8.449198913111091169e-01,9.018807828601725918e-01,3.821126474749678703e-01,6.313165480021208920e-01,1.820732214824933415e+00,9.968156021086118646e-01,9.920688611461898621e-01,2.824310872641066505e-01,9.469748220031813934e-01,1.912474535726965685e+00
4.075000000000000178e+00,8.706228492740218927e-01,6.159193561353452084e-01,4.052101027206218009e-01,6.159193561353453195e-01,1.755671383115189998e+00,9.076706300941931316e-01,7.039078355832516509e-01,3.727932945029720502e-01,4.619395171015089896e-01,1.748786397299051609e+00
4.125000000000000000e+00,7.863735757273835336e-01,1.717367579174745140e+00,5.061714970199248098e-01,4.508089895333704522e-01,1.767120845790799866e+00,7.682960222623859137e-01,1.202157305422321354e+00,4.429000598924341392e-01,9.016179790667410154e-01,1.525233581728180354e+00
4.175000000000000711e+00,9.970643198068861457e-01,1.089711889346464346e+00,5.867679404173269386e-01,1.026843895730322087e+00,1.547952312307284695e+00,9.352992734471679004e-01,1.341183863811032939e+00,5.558854172374674274e-01,1.466919851043317236e+00,1.711930311492378287e+00
4.224999999999999645e+00,8.702133883660863045e-01,1.309628069620248692e+00,6.181961447056109060e-01,8.594434206882884952e-01,1.588389144523114860e+00,9.649891039307095797e-01,7.366657891613899167e-01,4.824945519653547898e-01,1.718886841376576546e+00,1.460293245771251414e+00
4.275000000000000355e+00,9.341329083579795745e-01,1.519017927555092795e+00,7.805479932450684055e-01,1.678914551508260633e+00,1.420078633227294773e+00,9.088860729969530095e-01,1.199224679648757341e+00,4.270922981906978277e-01,2.518371827262391172e+00,1.463869604295978011e+00
4.325000000000000178e+00,1.044214074344574472e+00,1.796541537356609819e+00,7.482163839791829973e-01,1.503627156265858300e+00,1.320202088001390495e+00,8.633265968990573302e-01,1.015436521114605695e+00,5.036071815244501648e-01,2.050400667635261076e+00,1.307977994593970239e+00
4.375000000000000000e+00,1.084765361296539110e+00,1.679377485266493553e+00,6.468415672916401071e-01,1.870215835864958764e+00,1.529124505363538056e+00,1.092800660269106050e+00,1.908383505984651674e+00,5.765327012816789942e-01,2.404563217540661491e+00,1.343957084792172241e+00
4.425000000000000711e+00,1.107518077891886055e+00,1.343160222124202496e+00,7.697643378255663027e-01,2.219945367121945345e+00,1.325434928089028519e+00,1.154646506738349343e+00,1.119300185103502043e+00,7.147811708380260587e-01,3.003455496694397375e+00,1.337112768865142964e+00
4.474999999999999645e+00,1.067547197870407194e+00,1.386275318097902609e+00,6.585767785423556342e-01,2.936714818602136123e+00,9.876867561884987712e-01,1.006105632525347904e+00,1.605160894639676705e+00,5.913750664461967510e-01,3.319764577550241125e+00,1.147543572219007491e+00
