r_A,30-40_Li-Cl,30-40_Li-O,30-40_Zr-Cl,30-40_Zr-O,30-40_Cl-Cl,40-50_Li-Cl,40-50_Li-O,40-50_Zr-Cl,40-50_Zr-O,40-50_Cl-Cl
1.024999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.075000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.175000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.225000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.274999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.325000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.425000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.475000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.524999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.575000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.675000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.725000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.949070813412172920e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.774999999999999911e+00,0.000000000000000000e+00,2.744713063202985914e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.735351107768235757e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.825000000000000178e+00,0.000000000000000000e+00,1.051202181374456757e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.582750940128750283e+00,0.000000000000000000e+00,4.602419711186697127e-01,0.000000000000000000e+00
1.875000000000000000e+00,0.000000000000000000e+00,1.477830721671093084e+00,0.000000000000000000e+00,8.201814802705319707e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.461809231959335431e-01,0.000000000000000000e+00,1.040205922596721777e+01,0.000000000000000000e+00
1.925000000000000266e+00,0.000000000000000000e+00,2.123716190009905080e+00,0.000000000000000000e+00,4.302041034271020692e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.298353430944838127e+00,0.000000000000000000e+00,3.420431992126629694e+01,0.000000000000000000e+00
1.975000000000000089e+00,0.000000000000000000e+00,2.228925267850711212e+00,0.000000000000000000e+00,4.674748608514909165e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.796638160195793255e+00,0.000000000000000000e+00,5.014755147400664015e+01,0.000000000000000000e+00
2.025000000000000355e+00,0.000000000000000000e+00,2.527253258411439329e+00,0.000000000000000000e+00,3.447148469950246863e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.118919510541330098e+00,0.000000000000000000e+00,4.397851701082674936e+01,0.000000000000000000e+00
2.075000000000000178e+00,2.164682028731010344e-02,1.416134040183967713e+00,0.000000000000000000e+00,2.996635079005250901e+01,0.000000000000000000e+00,4.283021450032266364e-02,6.126479124750978666e-01,0.000000000000000000e+00,3.014721181713543174e+01,0.000000000000000000e+00
2.125000000000000000e+00,2.224434129711690133e-01,1.537279476311808724e+00,0.000000000000000000e+00,2.221420137453431565e+01,0.000000000000000000e+00,2.012967015191354236e-01,1.542814485320516349e+00,0.000000000000000000e+00,1.792746504484258097e+01,0.000000000000000000e+00
2.174999999999999822e+00,9.068086921951576951e-01,1.464636430683070811e+00,0.000000000000000000e+00,1.479098861364547624e+01,0.000000000000000000e+00,1.012595120221493339e+00,3.697185793379373919e-01,0.000000000000000000e+00,1.358029473597450476e+01,0.000000000000000000e+00
2.225000000000000089e+00,2.638839898145683094e+00,3.478195265175064721e-01,6.393647079384520704e-02,6.761466848190707424e+00,0.000000000000000000e+00,2.599295854186779220e+00,5.280507668279496025e-01,6.403613070662331208e-02,5.869001933276150496e+00,0.000000000000000000e+00
2.275000000000000355e+00,4.469477219525860967e+00,1.678394051357469940e-01,7.717429942203560822e-01,1.473135505850698301e+00,0.000000000000000000e+00,4.862370134927206600e+00,1.658886980051788307e-01,7.441748757286620330e-01,2.366819115332172263e+00,0.000000000000000000e+00
2.325000000000000178e+00,5.747982082021743544e+00,0.000000000000000000e+00,2.989367197361408657e+00,1.122067142764576531e+00,0.000000000000000000e+00,5.779561181864941943e+00,4.836058519539132017e-01,2.826317786455466941e+00,5.583979151487806769e-01,0.000000000000000000e+00
2.375000000000000000e+00,6.561093709382688210e+00,1.530918651691292320e-01,5.470510111705196188e+00,5.312564194434874487e-01,0.000000000000000000e+00,7.233590742798450712e+00,0.000000000000000000e+00,5.622920169887724917e+00,8.152313099368375671e-01,0.000000000000000000e+00
2.425000000000000266e+00,6.756770215664561263e+00,0.000000000000000000e+00,8.299042444703335519e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.497076095483371283e+00,0.000000000000000000e+00,8.638077867654491371e+00,2.614685847959710707e-01,0.000000000000000000e+00
2.475000000000000089e+00,5.712020323813928435e+00,0.000000000000000000e+00,9.534973640026551678e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.609067324392931653e+00,0.000000000000000000e+00,9.710478644983869145e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.525000000000000355e+00,4.170659594045666552e+00,0.000000000000000000e+00,9.855022636753366427e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.335947765527291331e+00,1.378775583936820426e-01,9.631460780442884229e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.575000000000000178e+00,3.390977256043789634e+00,2.605793876867225078e-01,7.592176477329855899e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.428173573387672590e+00,0.000000000000000000e+00,7.419438669400578945e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.625000000000000000e+00,2.653538104790233110e+00,0.000000000000000000e+00,5.638844636765854901e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.974060287041238038e+00,0.000000000000000000e+00,5.627916656042038390e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.675000000000000266e+00,1.992335387609180497e+00,1.205014613615237734e-01,3.399896914258134561e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.876038557608357360e+00,1.220135789283319366e-01,3.506551573458677407e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.725000000000000089e+00,1.427884898889550724e+00,0.000000000000000000e+00,2.088471012743011723e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.511261236280420084e+00,0.000000000000000000e+00,2.384188517985047717e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.376290029325997866e+00,1.136239217122630707e-01,1.287708516542274362e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.070415885771074826e-01,1.139609552504577128e-01,8.802263756096948555e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.825000000000000178e+00,9.034077778757307886e-01,2.159964735679290038e-01,5.798663026644554908e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.028178550113872713e-01,0.000000000000000000e+00,7.255306122456527396e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.875000000000000000e+00,6.417177425167958082e-01,4.215190840791975813e-01,4.445300508163781972e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.553113233106997670e-01,0.000000000000000000e+00,3.708403661788252093e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.925000000000000266e+00,5.016392893101704331e-01,0.000000000000000000e+00,2.441489670661433076e-01,0.000000000000000000e+00,7.830587303814612321e-03,5.581989379903283810e-01,1.027467808775757441e-01,2.809015544779698281e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.975000000000000089e+00,4.333109991505291747e-01,0.000000000000000000e+00,1.979390770652785236e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.255841209251178259e-01,0.000000000000000000e+00,1.825694773384446690e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.025000000000000355e+00,4.598186246886259432e-01,9.501797331839977045e-02,8.727505456685810681e-02,0.000000000000000000e+00,1.492162351818643318e-02,3.520426443995016696e-01,0.000000000000000000e+00,5.301196971857559392e-02,0.000000000000000000e+00,1.497215116348052030e-02
3.075000000000000178e+00,3.781689808358033589e-01,9.145818359011653742e-02,5.061088500595258000e-02,0.000000000000000000e+00,6.466950224344898690e-02,4.277732006014606791e-01,1.825424170561898429e-01,5.142572854963925466e-02,0.000000000000000000e+00,5.031049668114401241e-02
3.125000000000000000e+00,3.469556164800263742e-01,0.000000000000000000e+00,1.626513475862357422e-02,0.000000000000000000e+00,8.343689131030500306e-02,5.439255008889595233e-01,2.658535315521430853e-01,3.291861140661463125e-02,0.000000000000000000e+00,8.417119547116831690e-02
3.175000000000000266e+00,2.625429590782645817e-01,8.603925128354641960e-02,3.155306919537786969e-02,0.000000000000000000e+00,2.896774593951740862e-01,3.926053579414761630e-01,8.661077971873878956e-02,4.771833730153155623e-02,0.000000000000000000e+00,2.920456836996562777e-01
3.225000000000000089e+00,4.126851799677834221e-01,3.332493564069172187e-01,1.516441708539299771e-02,0.000000000000000000e+00,4.776089393524006743e-01,2.295032385275547759e-01,1.683012219421731459e-01,1.539751239240113798e-02,0.000000000000000000e+00,4.791917169921753317e-01
3.275000000000000355e+00,2.983605479467576482e-01,1.612588665595869608e-01,1.480934769919268687e-02,0.000000000000000000e+00,8.796502747673551337e-01,2.909863375154530529e-01,4.052309616181234975e-01,5.958443426749256838e-02,0.000000000000000000e+00,8.150962910423407148e-01
3.325000000000000178e+00,2.897338181596073037e-01,7.771008084157064733e-02,4.373958032029381243e-02,0.000000000000000000e+00,1.388239654359592512e+00,3.660937918695275073e-01,3.955458142028748791e-01,8.712779822326201240e-02,0.000000000000000000e+00,1.407414366257621952e+00
3.375000000000000000e+00,2.803616367547713817e-01,2.294240128653359800e-01,2.823103462114289613e-02,0.000000000000000000e+00,2.010275355064066627e+00,3.232427046411950333e-01,6.944336919421687515e-01,7.064287694500155645e-02,0.000000000000000000e+00,1.901376952186833558e+00
3.425000000000000266e+00,3.514509970471974554e-01,6.646054989314070793e-01,9.552092013696432404e-02,0.000000000000000000e+00,2.773017487348625743e+00,3.524555594528931968e-01,5.167265427366862784e-01,4.078887459374311991e-02,0.000000000000000000e+00,2.506281119546897251e+00
3.475000000000000089e+00,3.103772731830065634e-01,5.742036263380776440e-01,1.315157569135634238e-02,0.000000000000000000e+00,3.003192054788013099e+00,2.435485009276897594e-01,5.779486214475324513e-01,3.939423269929119564e-02,0.000000000000000000e+00,2.917267420248255139e+00
3.525000000000000355e+00,3.900694660286155857e-01,4.198589952382889567e-01,6.417212484800707828e-02,0.000000000000000000e+00,2.870364405835319488e+00,3.180174216684234501e-01,6.325946241709518025e-01,3.854225026813719313e-02,0.000000000000000000e+00,3.093041476692111491e+00
3.575000000000000178e+00,4.709204576032272604e-01,4.074004181051108509e-01,3.740267738162222910e-02,0.000000000000000000e+00,2.910991467163385416e+00,3.737807755654665165e-01,3.408657363168914878e-01,1.008917849593408134e-01,0.000000000000000000e+00,3.367643826047521660e+00
3.625000000000000000e+00,3.965508416345530640e-01,7.939970947906034304e-01,8.497467315394295617e-02,0.000000000000000000e+00,2.838216181729940502e+00,3.359377498265552764e-01,7.961211660967402182e-01,2.460969245080659590e-02,0.000000000000000000e+00,3.081380244921883449e+00
3.675000000000000266e+00,2.570326834704588226e-01,6.425783149513817349e-01,2.392411321237154428e-02,0.000000000000000000e+00,2.576603616548800879e+00,3.253275180073101902e-01,1.232057755318084480e+00,8.405697280665061499e-02,0.000000000000000000e+00,2.648949475009291010e+00
3.725000000000000089e+00,5.330387767139596056e-01,8.122805099968957165e-01,1.036276065493139109e-01,0.000000000000000000e+00,2.609288561828714936e+00,3.835669823454562755e-01,8.156488245648600977e-01,5.816780781571122966e-02,0.000000000000000000e+00,2.553127266625615288e+00
3.775000000000000355e+00,5.262789277860726589e-01,8.580227602003882570e-01,1.352249742847671243e-01,0.000000000000000000e+00,2.257800682824157690e+00,3.222655215672382556e-01,1.097969239691897636e+00,3.337917465498605601e-02,0.000000000000000000e+00,2.242836928349297487e+00
3.825000000000000178e+00,5.619960337427502006e-01,8.287755693491786202e-01,1.206147726162274947e-01,0.000000000000000000e+00,2.247836406865706405e+00,4.200066058252115431e-01,8.329763687585307608e-01,9.883576322321201146e-02,0.000000000000000000e+00,2.081944129101013896e+00
3.875000000000000000e+00,4.388719226771781168e-01,7.528252299651277957e-01,1.172339810849907932e-01,0.000000000000000000e+00,1.927804956556301352e+00,4.776345001650696975e-01,4.689074808356365476e-01,1.284552849103182126e-01,0.000000000000000000e+00,1.920379488730505013e+00
3.925000000000000266e+00,5.982174308164519561e-01,1.410706287770048251e+00,1.034415688809652706e-01,9.809530815314733421e-02,1.687958072148623812e+00,5.177945223167205180e-01,6.762544603840334734e-01,1.049690335084095122e-01,0.000000000000000000e+00,1.656404154696356157e+00
3.975000000000000089e+00,6.872170612680582602e-01,1.208877902353370004e+00,1.012782133598216783e-01,9.513499488794610603e-02,1.581921826971927292e+00,5.693281094543912735e-01,6.100178170000538636e-01,1.627103997992086215e-01,1.924562433160393604e-01,1.769224219631838846e+00
4.025000000000000355e+00,5.742742209882917281e-01,8.625837199931983834e-01,9.889631041633251129e-02,0.000000000000000000e+00,1.597401005863846812e+00,7.493543327058931336e-01,8.124256186941765101e-01,1.876245344902315038e-01,0.000000000000000000e+00,1.354314503058956065e+00
4.075000000000000178e+00,6.158833729746628904e-01,5.736886042368628535e-01,1.534189640539874444e-01,9.087196192326627009e-02,1.391029135864870314e+00,5.976449021499490311e-01,6.310263266424557260e-01,1.444653808191033173e-01,0.000000000000000000e+00,1.364729156542528354e+00
4.125000000000000000e+00,6.393547092741375115e-01,9.709457015569356031e-01,2.068158271563518280e-01,2.674197702582641334e-01,1.425067020560319087e+00,7.342109212428986620e-01,5.147799962889617609e-01,2.550930529082855447e-01,2.668183146398702688e-01,1.192826781117410695e+00
4.175000000000000711e+00,7.384719734726762352e-01,7.466237122425547490e-01,2.656340338916824417e-01,4.341945688417065963e-01,1.300875617054269240e+00,6.965406012992021445e-01,5.032522475928390415e-01,2.868829066140230477e-01,5.260861781212681221e-01,1.418153602766805355e+00
4.224999999999999645e+00,7.735443393983157945e-01,9.713981642608070510e-01,3.042112882610044644e-01,1.698998459732787569e-01,1.221793718517570237e+00,8.079073529744943416e-01,7.804178247437001392e-01,3.256996047212241119e-01,1.113881985239720596e+00,1.181397465118720458e+00
4.275000000000000355e+00,7.456955138695038343e-01,6.171559909447658088e-01,4.276868155405407212e-01,5.825323063328144979e-01,1.186375420592326702e+00,8.297146914828998909e-01,7.667169080996171227e-01,5.191754355894305784e-01,8.342539075339372445e-01,1.207893798744623659e+00
4.325000000000000178e+00,9.288134787191856256e-01,8.795461080918040020e-01,4.196303401178860804e-01,6.496895818580938897e-01,9.552200395528154253e-01,8.892975375867789856e-01,6.521368207694138164e-01,5.586895652877869045e-01,6.549908738541549980e-01,1.093170901637811721e+00
4.375000000000000000e+00,8.544112628848475888e-01,9.969925369755174849e-01,6.937761639160944238e-01,1.111161062021305046e+00,9.868255499766090955e-01,7.866627966593175980e-01,7.720726273588151001e-01,6.133081157475009926e-01,8.808660964390133685e-01,1.048563942805622373e+00
4.425000000000000711e+00,9.198519193461578425e-01,1.370146748711014162e+00,7.105617242571951042e-01,1.554324243632255298e+00,7.495855359738727852e-01,9.711204144666536475e-01,8.903701413841008661e-01,7.078852778264089762e-01,1.170963599966525326e+00,8.300603085079210075e-01
4.474999999999999645e+00,9.314595476779775618e-01,1.605472725822223001e+00,7.425957558872268160e-01,2.128359360328236694e+00,8.750678617554011884e-01,9.818063302735433595e-01,1.000848446007047698e+00,6.502746430348966822e-01,1.983835544106920645e+00,8.259709830986117218e-01
