r_A,Li_S_g_r,P_S_g_r
2.675000000000000266e+00,2.345474620748592365e+00,0.000000000000000000e+00
2.725000000000000089e+00,1.927699650061152514e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.682797109826119408e+00,0.000000000000000000e+00
2.825000000000000178e+00,1.253583911392912142e+00,0.000000000000000000e+00
2.875000000000000000e+00,1.151656127995729362e+00,0.000000000000000000e+00
2.925000000000000266e+00,9.241257717311679443e-01,0.000000000000000000e+00
2.975000000000000089e+00,8.159245247345852103e-01,0.000000000000000000e+00
3.025000000000000355e+00,6.784412483374244740e-01,0.000000000000000000e+00
3.075000000000000178e+00,5.765635554961497933e-01,4.527986037927877322e-03
3.125000000000000000e+00,5.465701718595267211e-01,0.000000000000000000e+00
3.175000000000000266e+00,5.068392331682127772e-01,0.000000000000000000e+00
3.225000000000000089e+00,4.843844596599051755e-01,4.116581810140837461e-03
3.275000000000000355e+00,4.657154365195271817e-01,1.995923299369402326e-02
3.325000000000000178e+00,4.066330779451733934e-01,7.358122362817424988e-02
3.375000000000000000e+00,4.610796494898725117e-01,7.893483129853795521e-02
3.425000000000000266e+00,4.318999180268162097e-01,9.854617847935810693e-02
3.475000000000000089e+00,4.703808090953551790e-01,2.517364631590719992e-01
3.525000000000000355e+00,4.869943981106509834e-01,3.238972176113291135e-01
3.575000000000000178e+00,4.790510029894087252e-01,5.326511152119999259e-01
3.625000000000000000e+00,4.887347730265140244e-01,5.734488003511096776e-01
3.675000000000000266e+00,4.892639735095176690e-01,6.657371561792573278e-01
3.725000000000000089e+00,5.255880211294592375e-01,8.084387174320060154e-01
3.775000000000000355e+00,5.327886990721664162e-01,7.841608108524552589e-01
3.825000000000000178e+00,5.511413781471363738e-01,9.071884631448439151e-01
3.875000000000000000e+00,5.845333704609174674e-01,9.067395697881550642e-01
3.925000000000000266e+00,6.253198438785497748e-01,1.039420540491456491e+00
3.975000000000000089e+00,6.855599159226315464e-01,9.294349848279155335e-01
4.025000000000000355e+00,6.897759388091140309e-01,9.593435470793425512e-01
4.075000000000000178e+00,7.270986217397231721e-01,1.015875379310109405e+00
4.125000000000000000e+00,7.724849735401757567e-01,9.536540878557866474e-01
4.175000000000000711e+00,8.089513933084624409e-01,9.284927935342069949e-01
4.224999999999999645e+00,8.554781383133904793e-01,1.021776692303283385e+00
4.275000000000000355e+00,9.207044651835533111e-01,1.047213475666790128e+00
4.325000000000000178e+00,8.789396403879727870e-01,9.727847582418972516e-01
4.375000000000000000e+00,9.320362512583567627e-01,1.116206614507007977e+00
4.425000000000000711e+00,1.030627844793352121e+00,1.014592616656539104e+00
4.474999999999999645e+00,9.749427927676601602e-01,1.062602122819138462e+00
4.525000000000000355e+00,1.018338734188395822e+00,1.116617831738405453e+00
4.575000000000000178e+00,1.060296937333685907e+00,1.141438632216456694e+00
4.625000000000000000e+00,1.108218923314796545e+00,1.122897319650091985e+00
4.675000000000000711e+00,1.131004025309045868e+00,1.177367354291114276e+00
4.724999999999999645e+00,1.151303082973562653e+00,1.304085668665223796e+00
4.775000000000000355e+00,1.137959463793509762e+00,1.340764120707204077e+00
4.825000000000001066e+00,1.162313934414446637e+00,1.342546158421749958e+00
4.875000000000000000e+00,1.133789879222392827e+00,1.455670904255868647e+00
4.925000000000000711e+00,1.140893858668832639e+00,1.579834971906042052e+00
4.974999999999999645e+00,1.166513287643511809e+00,1.525750943699818452e+00
