r_A,Li_S_g_r,P_S_g_r
2.675000000000000266e+00,2.262361443948192274e+00,0.000000000000000000e+00
2.725000000000000089e+00,2.047732428665267168e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.725121920809813414e+00,0.000000000000000000e+00
2.825000000000000178e+00,1.504109533512431485e+00,5.598422581311778695e-03
2.875000000000000000e+00,1.288285329125046452e+00,0.000000000000000000e+00
2.925000000000000266e+00,1.105360835488345739e+00,0.000000000000000000e+00
2.975000000000000089e+00,9.456813325928916658e-01,5.048120992488746260e-03
3.025000000000000355e+00,8.788723022511657490e-01,9.765247802790727460e-03
3.075000000000000178e+00,7.717718515907050492e-01,9.450267570498428055e-03
3.125000000000000000e+00,6.725459237136026669e-01,0.000000000000000000e+00
3.175000000000000266e+00,6.751688994235164332e-01,1.329654287704955772e-02
3.225000000000000089e+00,5.512965261483014912e-01,1.288745126060964787e-02
3.275000000000000355e+00,6.067964848044482551e-01,3.332520740344797200e-02
3.325000000000000178e+00,5.213293137030047264e-01,6.061968763988427600e-02
3.375000000000000000e+00,5.086121930601015251e-01,8.629409959374470529e-02
3.425000000000000266e+00,4.748269945039735873e-01,1.561596800106651306e-01
3.475000000000000089e+00,5.167608168898497611e-01,2.034976963886043211e-01
3.525000000000000355e+00,5.345668187983200204e-01,2.624890881543319732e-01
3.575000000000000178e+00,5.313715945299511967e-01,4.090162931579229832e-01
3.625000000000000000e+00,5.236145812307861913e-01,4.284119300979160050e-01
3.675000000000000266e+00,5.491621798089102446e-01,4.896144735645705515e-01
3.725000000000000089e+00,5.860386125243267630e-01,5.892586049008340376e-01
3.775000000000000355e+00,5.800232276665773234e-01,6.395931807782799794e-01
3.825000000000000178e+00,5.944789039083033799e-01,7.023808967409749249e-01
3.875000000000000000e+00,6.218859786778110355e-01,8.777816445452358840e-01
3.925000000000000266e+00,6.390118734510448206e-01,8.439597057833015947e-01
3.975000000000000089e+00,6.871320401812748280e-01,8.567942723247996550e-01
4.025000000000000355e+00,7.152121873297236920e-01,9.183765747331541496e-01
4.075000000000000178e+00,6.852126110097465084e-01,9.148126482067298060e-01
4.125000000000000000e+00,7.483513650251477634e-01,9.820470544540536029e-01
4.175000000000000711e+00,7.219900660823477256e-01,9.407231511913192179e-01
4.224999999999999645e+00,8.051216065866843019e-01,9.035717097755224803e-01
4.275000000000000355e+00,8.377387209420023018e-01,1.041468954634123367e+00
4.325000000000000178e+00,8.766029381863251757e-01,1.048579536413615232e+00
4.375000000000000000e+00,8.979199702882318945e-01,1.083106237990657750e+00
4.425000000000000711e+00,9.256612227874269072e-01,1.047358671962437482e+00
4.474999999999999645e+00,9.987989538682298107e-01,1.193650276216313255e+00
4.525000000000000355e+00,9.972143799185577695e-01,1.045220323809604057e+00
4.575000000000000178e+00,9.911907955339989140e-01,1.182598063300435598e+00
4.625000000000000000e+00,1.052033147837308169e+00,1.221918050598594707e+00
4.675000000000000711e+00,1.065085007240522907e+00,1.077350861450586450e+00
4.724999999999999645e+00,1.119378449936321518e+00,1.340852612855784276e+00
4.775000000000000355e+00,1.096712111518725052e+00,1.299202138064767365e+00
4.825000000000001066e+00,1.163022242728320554e+00,1.308879817723951566e+00
4.875000000000000000e+00,1.138661256147855516e+00,1.302849065234668036e+00
4.925000000000000711e+00,1.161095635400106740e+00,1.407314223340583981e+00
4.974999999999999645e+00,1.131857188289510763e+00,1.447766291879087230e+00
