r_A,Li_S_g_r,P_S_g_r
2.675000000000000266e+00,2.449186083570809469e+00,0.000000000000000000e+00
2.725000000000000089e+00,1.968060260879980872e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.638317891064196008e+00,0.000000000000000000e+00
2.825000000000000178e+00,1.398434548800651989e+00,0.000000000000000000e+00
2.875000000000000000e+00,1.092951018022933374e+00,0.000000000000000000e+00
2.925000000000000266e+00,9.291300629138279366e-01,0.000000000000000000e+00
2.975000000000000089e+00,8.417245097064297576e-01,0.000000000000000000e+00
3.025000000000000355e+00,6.846797885520213844e-01,4.678905160947754820e-03
3.075000000000000178e+00,6.158061011581914546e-01,0.000000000000000000e+00
3.125000000000000000e+00,5.480315894313434466e-01,0.000000000000000000e+00
3.175000000000000266e+00,5.252440097916395434e-01,1.274176843160311143e-02
3.225000000000000089e+00,4.363576718749287986e-01,1.234974543042251238e-02
3.275000000000000355e+00,4.497480501245719742e-01,4.391031258612684146e-02
3.325000000000000178e+00,4.272874565074679110e-01,3.485426382387200872e-02
3.375000000000000000e+00,4.548149803391948742e-01,1.014876402409773670e-01
3.425000000000000266e+00,4.282500595646177577e-01,1.605937723367317216e-01
3.475000000000000089e+00,4.313793852256400108e-01,2.198262072656684829e-01
3.525000000000000355e+00,4.261200983468195203e-01,3.514629382591017981e-01
3.575000000000000178e+00,4.422009258363773232e-01,4.288008977807294952e-01
3.625000000000000000e+00,4.452916820908238149e-01,6.320969731142914716e-01
3.675000000000000266e+00,5.040581325357232911e-01,6.023336174955186140e-01
3.725000000000000089e+00,4.710749778420594280e-01,7.436401942790588082e-01
3.775000000000000355e+00,5.508153843791193660e-01,8.262230765686788825e-01
3.825000000000000178e+00,4.955395045995489300e-01,9.042620487476025204e-01
3.875000000000000000e+00,6.082948895853450555e-01,9.922810386360942925e-01
3.925000000000000266e+00,6.558910362459456911e-01,9.810573550627914585e-01
3.975000000000000089e+00,6.358816611456290513e-01,1.048662796292720856e+00
4.025000000000000355e+00,7.170850755946600597e-01,1.012199940857818614e+00
4.075000000000000178e+00,7.142068022053310594e-01,1.021032107123866606e+00
4.125000000000000000e+00,7.339026621581473675e-01,9.637190386510988693e-01
4.175000000000000711e+00,7.737439946118390699e-01,9.112984825428325220e-01
4.224999999999999645e+00,8.482825278042126493e-01,1.014581081794105444e+00
4.275000000000000355e+00,9.277327435437330294e-01,1.061270032387149564e+00
4.325000000000000178e+00,8.858063563285039077e-01,1.039163012333697234e+00
4.375000000000000000e+00,9.119042682311763182e-01,1.073705761449626817e+00
4.425000000000000711e+00,9.366030979911295073e-01,1.075818033178916000e+00
4.474999999999999645e+00,1.026255571334379280e+00,1.011289344252419564e+00
4.525000000000000355e+00,1.034370076341943667e+00,1.035067091218184743e+00
4.575000000000000178e+00,1.112800386963713750e+00,1.159848932736076588e+00
4.625000000000000000e+00,1.067519733476022914e+00,1.148918113153569953e+00
4.675000000000000711e+00,1.109454872401887338e+00,1.214588618403478870e+00
4.724999999999999645e+00,1.134682383274888240e+00,1.233128066105498188e+00
4.775000000000000355e+00,1.141089165289091323e+00,1.241239613147705700e+00
4.825000000000001066e+00,1.151892343230351168e+00,1.259786463724519079e+00
4.875000000000000000e+00,1.163215569943736760e+00,1.412433154624506804e+00
4.925000000000000711e+00,1.170901897241349854e+00,1.475689426272012605e+00
4.974999999999999645e+00,1.165936662192377682e+00,1.567267976181446087e+00
