r_A,Li_S,P_S
2.675000000000000266e+00,2.414181336059514571e+00,0.000000000000000000e+00
2.725000000000000089e+00,1.693291553203406963e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.488325753113846073e+00,0.000000000000000000e+00
2.825000000000000178e+00,1.157253084722183356e+00,0.000000000000000000e+00
2.875000000000000000e+00,9.053242229381366357e-01,0.000000000000000000e+00
2.925000000000000266e+00,8.063579454209118813e-01,0.000000000000000000e+00
2.975000000000000089e+00,5.626099038381570105e-01,0.000000000000000000e+00
3.025000000000000355e+00,5.076849981644561138e-01,0.000000000000000000e+00
3.075000000000000178e+00,4.971934522030007075e-01,0.000000000000000000e+00
3.125000000000000000e+00,3.760132316778136974e-01,0.000000000000000000e+00
3.175000000000000266e+00,4.001382536583621419e-01,8.278722489483355401e-03
3.225000000000000089e+00,3.370085449981395365e-01,8.024012976146180018e-03
3.275000000000000355e+00,3.553268514716094728e-01,3.890439979616162197e-02
3.325000000000000178e+00,3.648505656520102391e-01,7.548632392800212754e-02
3.375000000000000000e+00,3.223717215620970911e-01,1.025728204970309393e-01
3.425000000000000266e+00,3.817996414671704919e-01,1.565141387380947213e-01
3.475000000000000089e+00,3.340330173559604154e-01,2.349749501400549556e-01
3.525000000000000355e+00,4.589515507753182955e-01,4.298473060920053324e-01
3.575000000000000178e+00,4.483803313726649753e-01,6.399214438037064134e-01
3.625000000000000000e+00,4.233948716058070216e-01,8.510236919276721324e-01
3.675000000000000266e+00,5.190601160142870318e-01,9.763273610744922504e-01
3.725000000000000089e+00,4.811612801887226176e-01,9.984096563915993983e-01
3.775000000000000355e+00,5.621998580028543246e-01,9.838497515049950959e-01
3.825000000000000178e+00,5.761188301807445011e-01,1.118012779360653131e+00
3.875000000000000000e+00,5.872842145850406537e-01,1.133810534151560967e+00
3.925000000000000266e+00,6.139489014766296160e-01,9.588437255414422600e-01
3.975000000000000089e+00,6.267704467077992447e-01,8.873379357885697871e-01
4.025000000000000355e+00,7.435138226537799655e-01,9.066404119196210809e-01
4.075000000000000178e+00,7.404574368483831659e-01,8.744768824318009948e-01
4.125000000000000000e+00,7.863761947938961994e-01,9.220710475337993151e-01
4.175000000000000711e+00,8.139365115646443050e-01,8.618151298919760617e-01
4.224999999999999645e+00,9.459511307417194370e-01,8.181620158803999399e-01
4.275000000000000355e+00,9.254754338730629692e-01,9.087316349049648911e-01
4.325000000000000178e+00,9.205599855410128152e-01,9.279958497214735313e-01
4.375000000000000000e+00,9.505072009339146089e-01,7.848224594867186932e-01
4.425000000000000711e+00,1.074061450429021569e+00,9.419348434318004504e-01
4.474999999999999645e+00,1.083533916540004416e+00,9.043340764968498258e-01
4.525000000000000355e+00,1.134444866884525949e+00,1.129010400456337049e+00
4.575000000000000178e+00,1.164276392042895125e+00,1.128391160781299085e+00
4.625000000000000000e+00,1.204264232012535185e+00,1.053406077678352037e+00
4.675000000000000711e+00,1.153185922846483136e+00,1.279196305144277401e+00
4.724999999999999645e+00,1.192457101255435914e+00,1.327029062525641789e+00
4.775000000000000355e+00,1.242039943258328227e+00,1.357947403582042245e+00
4.825000000000001066e+00,1.105303933954186135e+00,1.430323036695309025e+00
4.875000000000000000e+00,1.205653974939967288e+00,1.478389291601143851e+00
4.925000000000000711e+00,1.180151274355350832e+00,1.513896678473336532e+00
4.974999999999999645e+00,1.123954366915595582e+00,1.729765770683101112e+00
