r_A,Li_S,P_S
2.675000000000000266e+00,2.247702845750434442e+00,0.000000000000000000e+00
2.725000000000000089e+00,1.832152900066050139e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.609517283827698764e+00,0.000000000000000000e+00
2.825000000000000178e+00,1.325509168935662618e+00,0.000000000000000000e+00
2.875000000000000000e+00,1.091497151535247401e+00,0.000000000000000000e+00
2.925000000000000266e+00,9.669065319000116343e-01,0.000000000000000000e+00
2.975000000000000089e+00,8.500045645378605519e-01,0.000000000000000000e+00
3.025000000000000355e+00,6.268409270876972306e-01,0.000000000000000000e+00
3.075000000000000178e+00,6.127187379084368946e-01,0.000000000000000000e+00
3.125000000000000000e+00,5.371888541194328459e-01,0.000000000000000000e+00
3.175000000000000266e+00,5.003875866732430122e-01,0.000000000000000000e+00
3.225000000000000089e+00,4.711353568819628412e-01,8.314153356740520279e-03
3.275000000000000355e+00,4.461099985898327458e-01,3.224891556071079329e-02
3.325000000000000178e+00,3.571856456428365578e-01,4.692950088737999487e-02
3.375000000000000000e+00,4.732068496721124617e-01,7.591553738055278888e-02
3.425000000000000266e+00,4.349199356882289536e-01,2.064026813435662633e-01
3.475000000000000089e+00,5.012646720849831539e-01,2.219886404947782332e-01
3.525000000000000355e+00,4.709073045231023658e-01,3.757979474519339003e-01
3.575000000000000178e+00,4.803804727931756946e-01,5.412737721613248842e-01
3.625000000000000000e+00,5.088971176897876258e-01,7.107011471184965234e-01
3.675000000000000266e+00,4.994124728541561309e-01,7.107023652155298743e-01
3.725000000000000089e+00,4.985595966391361822e-01,7.914633596646287739e-01
3.775000000000000355e+00,5.987097951671689344e-01,7.645685897742898751e-01
3.825000000000000178e+00,5.575480301659434534e-01,7.860836185025142919e-01
3.875000000000000000e+00,6.488318707914110250e-01,9.329357668775909440e-01
3.925000000000000266e+00,6.567299681571360237e-01,1.010353797164825096e+00
3.975000000000000089e+00,6.384883324704631047e-01,8.263863274546279225e-01
4.025000000000000355e+00,6.743211307586423064e-01,8.273333134637697039e-01
4.075000000000000178e+00,8.002121919834850328e-01,8.279852832453847844e-01
4.125000000000000000e+00,8.063408144317796289e-01,8.436086671996350095e-01
4.175000000000000711e+00,8.119480723865732941e-01,1.021963154246236849e+00
4.224999999999999645e+00,8.671229961318612789e-01,9.494754594516470192e-01
4.275000000000000355e+00,9.400132694223556351e-01,1.036222681225650311e+00
4.325000000000000178e+00,8.968314661568319579e-01,9.153228365930552446e-01
4.375000000000000000e+00,9.427106313795310388e-01,1.111374514310054185e+00
4.425000000000000711e+00,9.995476830074757624e-01,1.121730978573927340e+00
4.474999999999999645e+00,1.046426493960060045e+00,1.165894718167329591e+00
4.525000000000000355e+00,1.030467759679976503e+00,1.161387843901612760e+00
4.575000000000000178e+00,1.065907098607834502e+00,1.173324093041182348e+00
4.625000000000000000e+00,1.071283307961029552e+00,1.321923176238704256e+00
4.675000000000000711e+00,1.164550286907353405e+00,1.301711362601990940e+00
4.724999999999999645e+00,1.167147288680430828e+00,1.223955342554256864e+00
4.775000000000000355e+00,1.089736403581746504e+00,1.312234787607717834e+00
4.825000000000001066e+00,1.103174197999321926e+00,1.385467932167498528e+00
4.875000000000000000e+00,1.069745458303959618e+00,1.448158817703999679e+00
4.925000000000000711e+00,1.139639046456336846e+00,1.372557975659092211e+00
4.974999999999999645e+00,1.144797323644603404e+00,1.439439971540925622e+00
