time_ps,T_K,PE_eV_atom,P_GPa,rho_g_cm3
5.000000000000000278e-02,4.975043088200000057e+02,-4.467802812109375132e+00,2.005659132100000297e-01,2.149300067664212666e+00
1.000000000000000056e-01,4.969269643800000154e+02,-4.468991624218750403e+00,-2.407282293306666487e-01,2.149300067664212666e+00
1.500000000000000222e-01,4.945263152200000150e+02,-4.469655307812500311e+00,-1.201202103113333114e-01,2.149300067664212666e+00
2.000000000000000111e-01,4.955933128300000021e+02,-4.471119185546874597e+00,-8.596352556700000147e-02,2.149300067664212666e+00
2.500000000000000000e-01,4.965776292599999806e+02,-4.474254035156249643e+00,-5.022747821546665742e-02,2.149300067664212666e+00
3.000000000000000444e-01,4.852871608500000207e+02,-4.475673283007812309e+00,-1.673659672766666662e-01,2.149300067664212666e+00
3.500000000000000333e-01,4.675536442999999736e+02,-4.474482598632812724e+00,-2.439304832586666472e-01,2.149300067664212666e+00
4.000000000000000222e-01,4.868340980400000149e+02,-4.476317129687499730e+00,-1.742160602646666556e-01,2.149300067664212666e+00
4.500000000000000111e-01,4.843068275499999800e+02,-4.473674760156249874e+00,-1.908081180336666793e-01,2.149300067664212666e+00
5.000000000000000000e-01,4.771827868999999964e+02,-4.469883283984374955e+00,-1.234890014669999952e-01,2.149300067664212666e+00
5.500000000000000444e-01,5.094159719799999948e+02,-4.472430817578125328e+00,-7.049703610000001945e-03,2.149300067664212666e+00
6.000000000000000888e-01,5.084502856999999949e+02,-4.471620998828124804e+00,-1.495696559086666655e-01,2.149300067664212666e+00
6.500000000000000222e-01,5.061407698799999935e+02,-4.471069219726562238e+00,-4.832318095466666547e-02,2.149300067664212666e+00
7.000000000000000666e-01,5.010135889499999848e+02,-4.470636375585937294e+00,-1.693994676086666706e-01,2.149300067664212666e+00
7.500000000000000000e-01,4.964647931599999993e+02,-4.470011431249999667e+00,1.902601939423333166e-01,2.149300067664212666e+00
8.000000000000000444e-01,4.896076193399999852e+02,-4.468497090625000112e+00,1.049372127699999963e-01,2.149300067664212666e+00
8.500000000000000888e-01,5.161487717400000292e+02,-4.470951292382812525e+00,1.359651151549000070e-01,2.149300067664212666e+00
9.000000000000000222e-01,5.032495008800000278e+02,-4.468657989062499780e+00,3.031670089299999885e-02,2.149300067664212666e+00
9.500000000000000666e-01,4.957985880800000018e+02,-4.467072495703124702e+00,1.565677615126666866e-01,2.149300067664212666e+00
1.000000000000000000e+00,5.069739493299999822e+02,-4.467642631445312595e+00,-3.403401977400000167e-02,2.149300067664212666e+00
1.050000000000000044e+00,5.327782219099999566e+02,-4.470705159179687804e+00,1.109352739863333354e-01,2.149300067664212666e+00
1.100000000000000089e+00,4.789301913599999807e+02,-4.464184998242187064e+00,-9.024714821666666997e-02,2.149300067664212666e+00
1.150000000000000133e+00,4.957776577500000030e+02,-4.466982028906249624e+00,2.821961171690000048e-01,2.149300067664212666e+00
