r_A,Li_S,P_S
2.675000000000000266e+00,2.541757160696279882e+00,0.000000000000000000e+00
2.725000000000000089e+00,2.099988811304519309e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.530912951361695251e+00,0.000000000000000000e+00
2.825000000000000178e+00,1.423026192263354250e+00,0.000000000000000000e+00
2.875000000000000000e+00,1.230985605405566785e+00,0.000000000000000000e+00
2.925000000000000266e+00,9.601685072874680538e-01,0.000000000000000000e+00
2.975000000000000089e+00,8.467478420683669516e-01,0.000000000000000000e+00
3.025000000000000355e+00,6.803901520147869197e-01,0.000000000000000000e+00
3.075000000000000178e+00,5.608967551002607133e-01,0.000000000000000000e+00
3.125000000000000000e+00,5.017698087928768036e-01,0.000000000000000000e+00
3.175000000000000266e+00,5.232624477783055505e-01,8.578072914398455345e-03
3.225000000000000089e+00,4.545070501684816966e-01,8.314153356740520279e-03
3.275000000000000355e+00,4.622344563701880626e-01,8.062228890177698323e-03
3.325000000000000178e+00,4.510446474175965892e-01,7.039425133106999577e-02
3.375000000000000000e+00,4.605542601086869969e-01,4.554932242833167194e-02
3.425000000000000266e+00,4.005194887976345486e-01,1.769165840087710551e-01
3.475000000000000089e+00,4.057856869259387489e-01,3.007588032509898590e-01
3.525000000000000355e+00,4.778665257722122250e-01,4.314717174448129411e-01
3.575000000000000178e+00,4.533167841851095115e-01,5.074441614012421553e-01
3.625000000000000000e+00,5.001230294537566401e-01,6.383149191712420567e-01
3.675000000000000266e+00,5.036809555281233086e-01,6.722860211498256078e-01
3.725000000000000089e+00,5.920395210089741678e-01,7.416074000007150113e-01
3.775000000000000355e+00,5.360070801327693202e-01,7.402965710512966480e-01
3.825000000000000178e+00,5.871000458991206816e-01,8.865604719953168456e-01
3.875000000000000000e+00,5.086995436678223292e-01,8.235173744660215789e-01
3.925000000000000266e+00,6.455038148553048361e-01,8.812530341937639955e-01
3.975000000000000089e+00,6.457853419844112874e-01,1.083605912821300254e+00
4.025000000000000355e+00,7.668401249524402497e-01,8.380085820245926076e-01
4.075000000000000178e+00,8.036838283912224323e-01,8.956821931962652972e-01
4.125000000000000000e+00,7.030072226663623969e-01,9.300023258887544220e-01
4.175000000000000711e+00,7.706065208393955146e-01,9.574703338326393531e-01
4.224999999999999645e+00,7.831557786293348311e-01,9.688525096445379514e-01
4.275000000000000355e+00,8.469582645634311513e-01,8.800795374793196624e-01
4.325000000000000178e+00,9.091590464476475564e-01,1.081745170519065269e+00
4.375000000000000000e+00,9.683113993243424034e-01,9.939121672691542120e-01
4.425000000000000711e+00,9.553850460557462565e-01,1.042238232060814118e+00
4.474999999999999645e+00,1.057941503522206617e+00,1.170212846753134750e+00
4.525000000000000355e+00,1.057214873660740739e+00,1.127602015715384098e+00
4.575000000000000178e+00,1.070038521470655590e+00,1.243558281709140179e+00
4.625000000000000000e+00,1.148092299852574882e+00,1.152134878373182847e+00
4.675000000000000711e+00,1.051128628159864631e+00,1.262145667690076412e+00
4.724999999999999645e+00,1.152945275211974208e+00,1.285927764962067510e+00
4.775000000000000355e+00,1.195928814139596508e+00,1.331197718064477176e+00
4.825000000000001066e+00,1.178700153193439348e+00,1.300036933669234340e+00
4.875000000000000000e+00,1.189818928113587582e+00,1.400857147778994838e+00
4.925000000000000711e+00,1.178854988618025512e+00,1.383253232612279948e+00
4.974999999999999645e+00,1.172747614354136214e+00,1.530278416346906534e+00
