r_A,Li_S,P_S
2.675000000000000266e+00,2.313104500733350832e+00,0.000000000000000000e+00
2.725000000000000089e+00,1.786947059464657261e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.394402283257146991e+00,0.000000000000000000e+00
2.825000000000000178e+00,1.000396491913453811e+00,0.000000000000000000e+00
2.875000000000000000e+00,8.514759420198829698e-01,0.000000000000000000e+00
2.925000000000000266e+00,7.283233055414689572e-01,0.000000000000000000e+00
2.975000000000000089e+00,6.883327873774097716e-01,0.000000000000000000e+00
3.025000000000000355e+00,5.593655069596402685e-01,0.000000000000000000e+00
3.075000000000000178e+00,4.148182056841602794e-01,0.000000000000000000e+00
3.125000000000000000e+00,3.902561571201551560e-01,0.000000000000000000e+00
3.175000000000000266e+00,3.890999570057175894e-01,0.000000000000000000e+00
3.225000000000000089e+00,3.798032808709191910e-01,0.000000000000000000e+00
3.275000000000000355e+00,3.112351983692930313e-01,2.334263987769697596e-02
3.325000000000000178e+00,3.925288844256110687e-01,6.793769153520191895e-02
3.375000000000000000e+00,3.883113918816170074e-01,1.245527106035375642e-01
3.425000000000000266e+00,3.889139205007202671e-01,2.134283710064928674e-01
3.475000000000000089e+00,3.847138889547958573e-01,2.902631737024207181e-01
3.525000000000000355e+00,3.828327569881924131e-01,4.567127627227557385e-01
3.575000000000000178e+00,4.070248639159628756e-01,6.529810651058228776e-01
3.625000000000000000e+00,4.572664613342716788e-01,8.573746150017594880e-01
3.675000000000000266e+00,4.902234429023822893e-01,1.031940944933165794e+00
3.725000000000000089e+00,4.691322481840045633e-01,1.196888684469447739e+00
3.775000000000000355e+00,5.661040236834298245e-01,8.725810296085970696e-01
3.825000000000000178e+00,6.369630630711202723e-01,1.078083751526344169e+00
3.875000000000000000e+00,6.743578993973338154e-01,1.039326322972264238e+00
3.925000000000000266e+00,6.247832938556289184e-01,8.288310169934500760e-01
3.975000000000000089e+00,6.707852252687402927e-01,9.295921232070731843e-01
4.025000000000000355e+00,7.520994326151398957e-01,9.220945098500690218e-01
4.075000000000000178e+00,7.052773323827359331e-01,9.548885497818517809e-01
4.125000000000000000e+00,7.569483954045196361e-01,9.564034801547386389e-01
4.175000000000000711e+00,8.586232220034876184e-01,9.336330573829743074e-01
4.224999999999999645e+00,9.054326309076424772e-01,8.789397656315154350e-01
4.275000000000000355e+00,9.269975974156172693e-01,9.224311067879540360e-01
4.325000000000000178e+00,8.967652201635392117e-01,9.592264792794076289e-01
4.375000000000000000e+00,1.059510320307070153e+00,8.371439567858331987e-01
4.425000000000000711e+00,1.039964261526512779e+00,9.120998031421055918e-01
4.474999999999999645e+00,1.047416119322004402e+00,8.418225043887727077e-01
4.525000000000000355e+00,1.086893285637869244e+00,9.782039570740822532e-01
4.575000000000000178e+00,1.182883548993352241e+00,1.084531433683792789e+00
4.625000000000000000e+00,1.145741672141515677e+00,1.209466237334403838e+00
4.675000000000000711e+00,1.192643719323570162e+00,1.199007880045680929e+00
4.724999999999999645e+00,1.162552220973168016e+00,1.248528751784688362e+00
4.775000000000000355e+00,1.261561199733901351e+00,1.295723398566153817e+00
4.825000000000001066e+00,1.150711014484195882e+00,1.355042876869239965e+00
4.875000000000000000e+00,1.202142361420724281e+00,1.502970586235842454e+00
4.925000000000000711e+00,1.117072246085628384e+00,1.524218701281109478e+00
4.974999999999999645e+00,1.061012922368321787e+00,1.608378699056216998e+00
