r_A,Li_S,P_S
2.675000000000000266e+00,2.500211882668681884e+00,0.000000000000000000e+00
2.725000000000000089e+00,1.838890295611906200e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.723218636844645602e+00,0.000000000000000000e+00
2.825000000000000178e+00,1.362127986198077956e+00,0.000000000000000000e+00
2.875000000000000000e+00,1.189738546616658121e+00,0.000000000000000000e+00
2.925000000000000266e+00,1.042087706962391724e+00,0.000000000000000000e+00
2.975000000000000089e+00,9.705410929269252529e-01,0.000000000000000000e+00
3.025000000000000355e+00,8.480876499439208294e-01,0.000000000000000000e+00
3.075000000000000178e+00,7.298879694400783880e-01,0.000000000000000000e+00
3.125000000000000000e+00,7.127851566641096870e-01,9.099384978690764139e-03
3.175000000000000266e+00,6.229303911118148074e-01,8.815052704412473100e-03
3.225000000000000089e+00,5.012387333143428769e-01,3.417536818052337166e-02
3.275000000000000355e+00,5.827087025424957378e-01,4.970974713632666381e-02
3.325000000000000178e+00,6.617676958775826623e-01,6.430131457919832649e-02
3.375000000000000000e+00,5.122840352954277643e-01,1.404230350555995266e-01
3.425000000000000266e+00,5.201617927221039439e-01,1.818041217281139987e-01
3.475000000000000089e+00,5.126598059978173527e-01,2.207625958842275027e-01
3.525000000000000355e+00,5.053711314653329678e-01,4.219372182517168168e-01
3.575000000000000178e+00,5.121924769495630470e-01,4.658402165921365912e-01
3.625000000000000000e+00,4.823818506557021601e-01,5.274642666048331430e-01
3.675000000000000266e+00,5.219821647135218790e-01,6.974383545331930279e-01
3.725000000000000089e+00,5.464884450725906451e-01,6.596286309665255754e-01
3.775000000000000355e+00,5.903073248842878318e-01,8.293402205240522074e-01
3.825000000000000178e+00,5.770001021644597383e-01,8.503159400318356376e-01
3.875000000000000000e+00,6.174403273013975291e-01,8.344321356181824134e-01
3.925000000000000266e+00,7.344771021066371919e-01,8.248447036747317274e-01
3.975000000000000089e+00,7.029935958367026227e-01,8.154725711705751445e-01
4.025000000000000355e+00,6.966068080752176872e-01,9.160105271540261995e-01
4.075000000000000178e+00,6.938874292482969386e-01,9.525344144436773686e-01
4.125000000000000000e+00,7.206878678685689765e-01,9.034710227627711365e-01
4.175000000000000711e+00,7.816993925200850235e-01,9.278431919912314418e-01
4.224999999999999645e+00,8.379786929565273823e-01,1.080245800227127351e+00
4.275000000000000355e+00,8.492864423906129057e-01,9.092551415670497850e-01
4.325000000000000178e+00,8.376810764175010027e-01,9.263580901781439669e-01
4.375000000000000000e+00,9.579214549741965623e-01,8.588794951707254821e-01
4.425000000000000711e+00,9.969062915906763411e-01,1.080107878900975260e+00
4.474999999999999645e+00,9.496083479243242476e-01,9.141089704318261511e-01
4.525000000000000355e+00,1.006856891259797049e+00,1.002516990866435753e+00
4.575000000000000178e+00,1.006197361865288853e+00,1.035916271287470769e+00
4.625000000000000000e+00,1.056566720263181214e+00,1.192272537544690980e+00
4.675000000000000711e+00,1.055772098833919426e+00,1.240091746383872096e+00
4.724999999999999645e+00,1.099884154338089282e+00,1.126419357096547724e+00
4.775000000000000355e+00,1.140627633886580172e+00,1.083466340161056474e+00
4.825000000000001066e+00,1.068761639341296865e+00,1.377939113579314867e+00
4.875000000000000000e+00,1.137935964469286798e+00,1.454513987443217360e+00
4.925000000000000711e+00,1.105178614211662858e+00,1.436121602555708199e+00
4.974999999999999645e+00,1.166849603842136540e+00,1.396629218137203532e+00
