r_A,Li_Cl,Li_O,Zr_Cl,Zr_O
2.125000000000000000e+00,2.609846310063760999e+00,1.458443526212101604e+00,0.000000000000000000e+00,3.675277686054497650e+01
2.174999999999999822e+00,3.839437124423289216e+00,5.568649264430723944e-01,2.564509529672044374e-01,2.679912458507286033e+01
2.225000000000000089e+00,5.517239441536681888e+00,7.981793100700275145e-01,5.391211129420362402e-01,1.629616091392972166e+01
2.275000000000000355e+00,6.831149808840160986e+00,1.272469082038853783e+00,3.000348151333718683e+00,1.157946864655356833e+01
2.325000000000000178e+00,6.745699782486132001e+00,1.218329808623921373e+00,6.328902742693740535e+00,7.675477794330705983e+00
2.375000000000000000e+00,6.317187504694397049e+00,4.670294264170954390e-01,1.032380837343053237e+01,6.538411969839337701e+00
2.425000000000000266e+00,6.153689065100939715e+00,2.239848510285782357e-01,1.196550651547405053e+01,1.567893957200048094e+00
2.475000000000000089e+00,5.002199510408432914e+00,4.300533515735756596e-01,1.156617171863668858e+01,2.634076778388151130e+00
2.525000000000000355e+00,3.979679025771455159e+00,6.197860777840790147e-01,1.077014228149351638e+01,3.615418787073794715e-01
2.575000000000000178e+00,3.554796318772286412e+00,3.973007650392554324e-01,8.050568133690179096e+00,3.476381694093485519e-01
2.625000000000000000e+00,2.877386515270582201e+00,3.823100964345528818e-01,6.760852231684723712e+00,3.345213343802337924e-01
2.675000000000000266e+00,2.460806223618347222e+00,0.000000000000000000e+00,4.272502144156264059e+00,0.000000000000000000e+00
2.725000000000000089e+00,2.053909955264685117e+00,0.000000000000000000e+00,2.940825617765344901e+00,3.104204818752308581e-01
2.775000000000000355e+00,1.746497315621348578e+00,1.710487061691011168e-01,2.079592164476967042e+00,0.000000000000000000e+00
2.825000000000000178e+00,1.407248161333927383e+00,1.650476238601520096e-01,1.398561444288656030e+00,0.000000000000000000e+00
2.875000000000000000e+00,1.073562275455974824e+00,3.187138005259925189e-01,9.687222094934772043e-01,0.000000000000000000e+00
2.925000000000000266e+00,1.085791404022917739e+00,4.618664927560170996e-01,3.970431253516639170e-01,0.000000000000000000e+00
2.975000000000000089e+00,9.869389729745612350e-01,2.976482616907406009e-01,7.950341726739518222e-01,0.000000000000000000e+00
3.025000000000000355e+00,7.121494198525414321e-01,1.439450955021094047e-01,3.447106234392620649e-01,0.000000000000000000e+00
3.075000000000000178e+00,7.771591653398738364e-01,2.786042290841057034e-01,3.335919058770213108e-01,0.000000000000000000e+00
3.125000000000000000e+00,7.382916350223035495e-01,4.046406076564545429e-01,4.720807089325304018e-01,2.360403544662651731e-01
3.175000000000000266e+00,5.639249822013775448e-01,2.613310893128334977e-01,1.684897812674847895e-01,0.000000000000000000e+00
3.225000000000000089e+00,9.065143596978156859e-01,2.532907769743896198e-01,1.633058956808565165e-01,0.000000000000000000e+00
3.275000000000000355e+00,6.980662285289868096e-01,3.684238428347429983e-01,1.583576166570386801e-01,2.149139083202667999e-01
3.325000000000000178e+00,6.897712976318549627e-01,2.382846300910044790e-01,8.778907424405428539e-02,0.000000000000000000e+00
3.375000000000000000e+00,7.425201606110535257e-01,6.938303140136072855e-01,1.917162709774441476e-01,2.023671749206354398e-01
3.425000000000000266e+00,5.791634251595538796e-01,3.368603595315772803e-01,1.034220402070632067e-01,3.930037527868401326e-01
3.475000000000000089e+00,5.511350602226180451e-01,5.453940700119654927e-01,8.037386294913177742e-02,1.908879245041879558e-01
3.525000000000000355e+00,7.476239249616533078e-01,6.360382645196155371e-01,7.810996230942647556e-02,3.710223209697757207e-01
3.575000000000000178e+00,4.881881738821511885e-01,2.061238956391304444e-01,1.518807652077803494e-01,3.607168173684782708e-01
3.625000000000000000e+00,5.592253820224173388e-01,7.016695831035990594e-01,1.107899341742524524e-01,7.016695831035990594e-01
3.675000000000000266e+00,6.057097130142721220e-01,3.901181202464804043e-01,7.186386425593059568e-02,1.024060065647010909e+00
3.725000000000000089e+00,6.794910650044088118e-01,4.746444939369031668e-01,6.994760963280681476e-02,8.306278643895808056e-01
3.775000000000000355e+00,6.616107668199699976e-01,3.697236638111596752e-01,6.810699070205572525e-02,1.455786926256441349e+00
3.825000000000000178e+00,7.676263394141971119e-01,4.501512484219057364e-01,2.155987558231232393e-01,1.102870558633668896e+00
3.875000000000000000e+00,7.110091641020261921e-01,3.508876394269738741e-01,2.585487869461913224e-01,6.140533689972041964e-01
3.925000000000000266e+00,6.570093911837538991e-01,8.550122214035150714e-01,2.992542774912304027e-01,1.047389971219306437e+00
3.975000000000000089e+00,7.107861210429310406e-01,6.669104345587995031e-01,3.685557664667049038e-01,1.604753233157111270e+00
4.025000000000000355e+00,8.986402304376323036e-01,4.065277232932147378e-01,2.995467434792108974e-01,7.114235157631257911e-01
4.075000000000000178e+00,7.598268391602363003e-01,1.110516149541883824e+00,3.945254741793535191e-01,1.388145186927354446e+00
4.125000000000000000e+00,6.518845321910899937e-01,9.289354583723036241e-01,5.703989656672040498e-01,9.482882804217266370e-01
4.175000000000000711e+00,8.511371361336838026e-01,6.801142536395320404e-01,4.315344825724516942e-01,2.380399887738362530e+00
4.224999999999999645e+00,7.922743375697971491e-01,1.033063597027284342e+00,4.893459143813452261e-01,1.807861294797747487e+00
4.275000000000000355e+00,8.648913922987604419e-01,8.648913922987602199e-01,4.779662957440516946e-01,2.144209910074009962e+00
4.325000000000000178e+00,9.265457426667296215e-01,9.858446701974007409e-01,6.096670986747082521e-01,2.218150507944151695e+00
4.375000000000000000e+00,1.086586562008296397e+00,1.376342978543841911e+00,7.986411230760976920e-01,3.612900318677584099e+00
4.425000000000000711e+00,8.851416047001976484e-01,1.681769048930375821e+00,9.293986849352074975e-01,3.413991169328661535e+00
4.474999999999999645e+00,9.208628568066846709e-01,1.052414693493353592e+00,9.329794733436148624e-01,2.647480713319218637e+00
4.525000000000000355e+00,9.141681685113230982e-01,9.006249363852292245e-01,7.939719833922418424e-01,2.251562340963074060e+00
4.575000000000000178e+00,1.006910757627838660e+00,6.922511458691392727e-01,8.230833002319668523e-01,3.964711108159615804e+00
4.625000000000000000e+00,1.140824596913853961e+00,1.662622210843201387e+00,9.415043903507799294e-01,2.047488463353202004e+00
4.675000000000000711e+00,1.046768117476092330e+00,1.145100880026876711e+00,9.658814902165763217e-01,2.742215265327520690e+00
4.724999999999999645e+00,9.191532972340821228e-01,1.297993507580562422e+00,9.672846354338399122e-01,2.374738121823527504e+00
4.775000000000000355e+00,9.912216900140581322e-01,1.270952964496553150e+00,7.449365461762093021e-01,2.830758875469597147e+00
4.825000000000001066e+00,1.322173246207448694e+00,1.018430743700332375e+00,1.083943832476376823e+00,2.277324301885464308e+00
4.875000000000000000e+00,1.312693646837297168e+00,1.551895600260982055e+00,1.112872502818730736e+00,2.812810775473030489e+00
4.925000000000000711e+00,1.234728474579544599e+00,7.602726255512936016e-01,1.080387415257101358e+00,2.185783798459969507e+00
4.974999999999999645e+00,1.226840774534261325e+00,9.579441664171636228e-01,1.313671970905408104e+00,3.166537661212289745e+00
