r_A,Li_Cl_initial,Li_Cl_late,Zr_Cl_initial,Zr_Cl_late,Zr_O_initial,Zr_O_late,Cl_Cl_initial,Cl_Cl_late
1.225000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.274999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.325000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.425000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.475000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.524999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.575000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.675000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.725000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.774999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.825000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.656004915928738497e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.844337104725236820e+00,1.019763823614281328e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.925000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.488430773322951239e+01,3.371295701576484305e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.975000000000000089e+00,0.000000000000000000e+00,4.252707167813054787e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.828050266595681350e+01,4.744054322214255848e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.025000000000000355e+00,0.000000000000000000e+00,2.831710135495412242e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.725311571801604771e+01,3.154171127174952716e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.075000000000000178e+00,0.000000000000000000e+00,1.386973487693407836e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.202560310125404186e+01,2.472376559416812114e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.125000000000000000e+00,0.000000000000000000e+00,4.665397907495250074e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.107263008827449546e+00,2.131434790080776054e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.174999999999999822e+00,1.753295953191185141e+00,1.195747840076387680e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.331883617744276194e+01,1.871336603239783614e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.225000000000000089e+00,3.685846570911667897e+00,2.513077207439775584e+00,0.000000000000000000e+00,2.931923408679735707e-02,1.114130895298299606e+01,1.169837440063214906e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.275000000000000355e+00,4.166639660005245105e+00,4.233946916051483100e+00,5.608938003853214394e-01,2.804469001926607752e-01,1.065698220732110713e+01,6.820468612685508525e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.325000000000000178e+00,4.909985448443445755e+00,5.109453607286460475e+00,2.148118633694007684e+00,1.562756306012390795e+00,5.101781755023267806e+00,2.346819607310703049e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.375000000000000000e+00,6.469970299242419287e+00,5.467124902859845648e+00,6.690537468534773602e+00,5.362723109394798016e+00,0.000000000000000000e+00,1.222309729828468194e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.425000000000000266e+00,5.077576881757013716e+00,5.345560106071973294e+00,6.417493003331780521e+00,8.638932889100475521e+00,0.000000000000000000e+00,3.282794497858180227e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.475000000000000089e+00,4.603695800476936384e+00,4.923246450157102494e+00,1.232165640715886035e+01,1.063927639771986655e+01,0.000000000000000000e+00,1.350643106169336638e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.525000000000000355e+00,4.423182306797236230e+00,4.269671862031920284e+00,1.001720698892315298e+01,9.420727845491823516e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.575000000000000178e+00,4.002900038211974376e+00,3.475017595672771797e+00,6.567257875191520711e+00,7.009453238787748397e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.625000000000000000e+00,2.407415921215707577e+00,2.961121583095322141e+00,2.949084503489241893e+00,4.726961161307042580e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.675000000000000266e+00,2.318262752129140569e+00,2.362309744419593738e+00,2.434175889735597398e+00,2.531542925325018789e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.725000000000000089e+00,2.010574573816587218e+00,1.965895138842884915e+00,1.563780224079567960e+00,1.509047916236783582e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.507936974004211894e+00,1.553175083224339614e+00,1.130952730503159032e+00,9.990082452777905297e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.825000000000000178e+00,8.314471025387031311e-01,1.257563742589787426e+00,7.275162147213651842e-01,6.038384582187324989e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.725835908545470969e-03
2.875000000000000000e+00,1.806253657352498099e+00,1.045620172756280164e+00,3.512159889296525006e-01,3.582403087082456361e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.387025482282947170e-02
2.925000000000000266e+00,1.357246087150387526e+00,9.015991864641860198e-01,3.393115217875969369e-01,2.985941391730850825e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.882646556779583924e-01,5.621160785720185488e-02
2.975000000000000089e+00,3.748596601550310825e-01,6.878674763844814244e-01,0.000000000000000000e+00,1.804012114496086616e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.393283692611619884e-01,1.323619507981038945e-01
3.025000000000000355e+00,5.438554481158204279e-01,6.816321616384949378e-01,3.172490114008952311e-01,1.364170749023848606e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.695212840219993744e-01,2.762593161225491700e-01
3.075000000000000178e+00,3.508755133961905526e-01,5.736814644027707910e-01,3.070160742216667682e-01,1.135959474620166498e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.608278152679646689e-01,5.373052994520073344e-01
3.125000000000000000e+00,3.397375587086398641e-01,4.756325821920961983e-01,2.972703638700598949e-01,5.648136913531137671e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.576448211909488917e-01,8.637150961576817165e-01
3.175000000000000266e+00,0.000000000000000000e+00,5.249490120325688292e-01,0.000000000000000000e+00,2.591832896399046127e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.223283962902204758e+00,1.279555025195706630e+00
3.225000000000000089e+00,3.189956293972107115e-01,5.103930070355366944e-01,0.000000000000000000e+00,2.512090581503034770e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.541341713724575513e+00,1.796255920225178437e+00
3.275000000000000355e+00,0.000000000000000000e+00,4.902878062351694877e-01,0.000000000000000000e+00,2.977299769724608275e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.989276035894055106e+00,2.233908976054670426e+00
3.325000000000000178e+00,6.001936308896639316e-01,4.681510320939373804e-01,0.000000000000000000e+00,3.413601275684964576e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.007727367046840072e+00,2.531967290664626447e+00
3.375000000000000000e+00,2.912710842421944446e-01,4.500138251541905277e-01,0.000000000000000000e+00,2.803484185831121162e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.789101715363059952e+00,2.949003735042566632e+00
3.425000000000000266e+00,1.414145219331735259e-01,4.440415988701649774e-01,0.000000000000000000e+00,2.722229547213590728e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.943424385724107584e+00,3.209383803434179061e+00
3.475000000000000089e+00,4.121231575294928562e-01,3.873957680777231349e-01,0.000000000000000000e+00,3.846482803608600176e-02,0.000000000000000000e+00,2.283849164642605747e-02,3.165689387040705238e+00,3.138117253669707285e+00
3.525000000000000355e+00,2.670098887067635651e-01,4.499116624708969225e-01,0.000000000000000000e+00,2.569970178802599356e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.473491472557012738e+00,2.969338995968737294e+00
3.575000000000000178e+00,5.191868619034453181e-01,4.257332267608253118e-01,0.000000000000000000e+00,3.861452285406874463e-02,0.000000000000000000e+00,2.157870394786194287e-02,2.315665295569348636e+00,2.840549429231733924e+00
3.625000000000000000e+00,1.262408665897188087e-01,4.431054417299127302e-01,0.000000000000000000e+00,5.523037913300198748e-02,2.098754407054074900e+00,4.197508814108150133e-02,2.627597506362996160e+00,2.603198386661054187e+00
3.675000000000000266e+00,8.598041325830222403e-01,5.072844382239831695e-01,0.000000000000000000e+00,3.439216530332089156e-02,0.000000000000000000e+00,6.126104444654032616e-02,3.104425540653743543e+00,2.452496177116457066e+00
3.725000000000000089e+00,3.586617425836206574e-01,4.447405608036898994e-01,0.000000000000000000e+00,7.531896594256036470e-02,0.000000000000000000e+00,3.975167646968462420e-02,2.132926469169849959e+00,2.243127670076960900e+00
3.775000000000000355e+00,3.492238275983750584e-01,5.156871854202670358e-01,0.000000000000000000e+00,8.759697675592567623e-02,0.000000000000000000e+00,7.741128178430646545e-02,2.076800107487681402e+00,1.947865434147821206e+00
3.825000000000000178e+00,3.401535954753024393e-01,5.374426808509780162e-01,1.984229306939264137e-01,1.210379877232950485e-01,0.000000000000000000e+00,7.540071366369203998e-02,1.011430159997359191e+00,1.729545573595483221e+00
3.875000000000000000e+00,8.838191798671495292e-01,6.330354875798455128e-01,1.933354455959389318e-01,1.740019010363449414e-01,0.000000000000000000e+00,2.387692753109844912e-01,1.560371029942444920e+00,1.652350795917999937e+00
3.925000000000000266e+00,6.460839158067702703e-01,6.310086244379453646e-01,0.000000000000000000e+00,2.619331875333281157e-01,0.000000000000000000e+00,2.506267190067095751e-01,1.680961692453012413e+00,1.344769353962410374e+00
3.975000000000000089e+00,3.149663348852837497e-01,6.950257123135266113e-01,7.349214480656621751e-01,3.472503842110255534e-01,0.000000000000000000e+00,3.490876878311894860e-01,1.170671333201939390e+00,1.308030102964300445e+00
4.025000000000000355e+00,5.119829806216995571e-01,7.167761728703798685e-01,1.791940432175948561e-01,4.569448102048666027e-01,0.000000000000000000e+00,4.085624185361164118e-01,1.217885178682414304e+00,1.244526416966091897e+00
4.075000000000000178e+00,6.992947045101025605e-01,7.042896666851750087e-01,0.000000000000000000e+00,5.891557885497618052e-01,0.000000000000000000e+00,6.311134708203673949e-01,1.113920768246180915e+00,1.102781560563719010e+00
4.125000000000000000e+00,1.267397959170023514e+00,7.682381475584449948e-01,8.530563186721312752e-01,7.745751373542950624e-01,1.620807005477049367e+00,8.914438530123767190e-01,9.421365360201943151e-01,1.026204103849688520e+00
4.175000000000000711e+00,1.427565299937819887e+00,8.765250941618211167e-01,9.992957099564738765e-01,8.627252962624218924e-01,0.000000000000000000e+00,8.702200140870958167e-01,4.244795936098295086e-01,9.020191364208873797e-01
4.224999999999999645e+00,8.363862577507868989e-01,8.651951177399805903e-01,8.131533061465984202e-01,1.040836231867645845e+00,0.000000000000000000e+00,8.651951177399801463e-01,4.835743555137292926e-01,8.338203530072441083e-01
4.275000000000000355e+00,7.261656012961708040e-01,9.431075746834018947e-01,7.942436264176868654e-01,1.248550980728603488e+00,1.509062890193605178e+00,1.312884714468435909e+00,1.349511294444211140e+00,8.171290887859696817e-01
4.325000000000000178e+00,8.868411036010395154e-01,9.453726164387087350e-01,1.241577545041455455e+00,1.274168955598793618e+00,0.000000000000000000e+00,1.680785601599868340e+00,8.570181284356946927e-01,7.779087627339381639e-01
4.375000000000000000e+00,1.300029752222532142e+00,9.784890601728255533e-01,1.820041653111544866e+00,1.357447732945692875e+00,1.440866308713306232e+00,1.901943527501565923e+00,7.086887852823712253e-01,7.331707615012167389e-01
4.425000000000000711e+00,9.319323521209630368e-01,9.531126328509857970e-01,1.334357685991378828e+00,1.461862975986111035e+00,2.816977337092910982e+00,1.760610835683068087e+00,4.408497369647033093e-01,6.612746054470551860e-01
4.474999999999999645e+00,9.940621157271631869e-01,9.625834820624694643e-01,1.884576094399413426e+00,1.423579788230941556e+00,2.754380445660681076e+00,1.928066311962475021e+00,4.926325529267355785e-01,6.151749004672608656e-01
4.525000000000000355e+00,8.101795715490989203e-01,9.430490212831510455e-01,7.089071251054614997e-01,1.431992392713032025e+00,2.693847075400753965e+00,1.791408305141501289e+00,7.829345948067396588e-01,6.076776970461539307e-01
4.575000000000000178e+00,1.426621812101711129e+00,9.922947270840798417e-01,1.941790799805106493e+00,1.375897481004761946e+00,1.317643757010607874e+00,1.106820755888911822e+00,2.945826750652500436e-01,5.620637440244968808e-01
4.625000000000000000e+00,1.085733419827262125e+00,9.856908404288931003e-01,2.171466839654524250e+00,1.414167779325009366e+00,0.000000000000000000e+00,9.411951583127587950e-01,4.035469348030530368e-01,5.413293882572386417e-01
4.675000000000000711e+00,9.108287910565269208e-01,9.890082622888788366e-01,1.062633589565948000e+00,1.358842702657456103e+00,2.523754775219126500e+00,4.164195379111558792e-01,6.206532470031200788e-01,5.145779647880409646e-01
4.724999999999999645e+00,7.430451365209540526e-01,1.007569205122414324e+00,1.430361887802836796e+00,1.283424712055818651e+00,0.000000000000000000e+00,3.458875110505041373e-01,7.180577779476829958e-01,5.545615454303640668e-01
4.775000000000000355e+00,1.164104952452469588e+00,9.974924311327096893e-01,1.273239791744888771e+00,1.285972189662338172e+00,0.000000000000000000e+00,2.177240043883759690e-01,7.030987876538146164e-01,6.095325643737299348e-01
4.825000000000001066e+00,9.263342137055797787e-01,9.755011835099530737e-01,1.745783710445131254e+00,1.276916085354152797e+00,0.000000000000000000e+00,2.132350103472267777e-01,5.296941725750081709e-01,7.119089679408099336e-01
4.875000000000000000e+00,6.282208361891938875e-01,9.192964902901870072e-01,3.664621544436964529e-01,1.181229677823513624e+00,0.000000000000000000e+00,2.901158722679264002e-01,6.226613597627407293e-01,8.400739512132311404e-01
4.925000000000000711e+00,8.890988053833379645e-01,9.506517996021847106e-01,1.077177398829813448e+00,1.084358581488678697e+00,2.274041175307383700e+00,2.842551469134229070e-01,6.609230057716847240e-01,8.444562404513604736e-01
4.974999999999999645e+00,1.206439515658032535e+00,9.685028334032531605e-01,1.407512768267704439e+00,1.091995322714360173e+00,0.000000000000000000e+00,3.008558542172219408e-01,1.096116138119981986e+00,8.325500303629495003e-01
