r_A,Li_Cl_initial,Li_Cl_late,Zr_Cl_initial,Zr_Cl_late,Zr_O_initial,Zr_O_late,Cl_Cl_initial,Cl_Cl_late
1.225000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.274999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.325000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.425000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.475000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.524999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.575000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.675000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.725000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.774999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.825000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.656004915928738497e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.452120249488977777e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.925000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.976861546645902479e+01,3.631771086907999546e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.975000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.949087966542442985e+01,4.906667212543509038e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.025000000000000355e+00,0.000000000000000000e+00,1.618120077425950348e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.035186943080963573e+01,3.012939584167117957e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.075000000000000178e+00,0.000000000000000000e+00,1.309919405043774021e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.562048248100323278e+01,2.510807283138316492e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.125000000000000000e+00,1.102062497833524723e+00,3.636806242850632032e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.832178902648234597e+01,2.198614683177878604e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.174999999999999822e+00,2.103955143829422170e+00,1.255359902484888268e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.914854522180344887e+01,1.917974275594668754e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.225000000000000089e+00,3.015692648927728037e+00,2.432658736801701860e+00,0.000000000000000000e+00,1.759154045207841563e-02,5.570654476491498031e+00,1.214402675875146365e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.275000000000000355e+00,4.166639660005245105e+00,3.887795313527971697e+00,5.608938003853214394e-01,2.411843341656881856e-01,5.328491103660553563e+00,5.488345836770370134e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.325000000000000178e+00,5.523733629498876141e+00,5.002047675601760446e+00,1.074059316847003842e+00,1.492942450417335420e+00,0.000000000000000000e+00,2.397837424860935762e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.375000000000000000e+00,4.999522503960051267e+00,5.617110577978646546e+00,5.146567283488287181e+00,5.048782505102014539e+00,0.000000000000000000e+00,8.311706162833584211e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.425000000000000266e+00,4.231314068130844319e+00,5.588155445978141067e+00,9.379412851023371189e+00,8.757409683008138046e+00,0.000000000000000000e+00,2.344853212755843297e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.475000000000000089e+00,4.332890165154763551e+00,5.110102338529402211e+00,8.056467650834639116e+00,1.049236434055758949e+01,4.502143687231122016e+00,9.004287374462244253e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.525000000000000355e+00,4.423182306797236230e+00,4.316505557045068997e+00,1.047253457932874987e+01,9.097445256303840821e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.575000000000000178e+00,3.002175028658980782e+00,3.905329349780557902e+00,7.880709450229825386e+00,6.786166471031237712e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.625000000000000000e+00,2.648157513337278335e+00,2.975566078622614352e+00,5.055573434552986356e+00,4.621636714753853958e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.675000000000000266e+00,2.318262752129140569e+00,2.563998603854830804e+00,2.434175889735597398e+00,2.921011067682714124e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.725000000000000089e+00,2.010574573816587218e+00,2.015042517313957227e+00,1.954725280099459894e+00,2.040733192423836329e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.292517406289324544e+00,1.645805497341740642e+00,7.539684870021060581e-01,1.014087615017832844e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.825000000000000178e+00,1.662894205077406262e+00,1.396831132265019537e+00,3.637581073606825921e-01,6.220263635867666618e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.090334363418188474e-03
2.875000000000000000e+00,1.003474254084721240e+00,1.011502048117399521e+00,3.512159889296525006e-01,4.565807856085484229e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.951345558561052754e-03
2.925000000000000266e+00,1.551138385314728696e+00,8.725153417395339339e-01,0.000000000000000000e+00,2.952010239552091964e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.459175868135498655e-02
2.975000000000000089e+00,1.686868470697640010e+00,7.328506356030857205e-01,3.280022026356522180e-01,2.394416079240260231e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.393283692611619884e-01,1.044962769458714358e-01
3.025000000000000355e+00,5.438554481158204279e-01,6.054923989022803488e-01,0.000000000000000000e+00,8.565723307824164856e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.695212840219993744e-01,2.263978785784794556e-01
3.075000000000000178e+00,8.771887834904763537e-01,5.754358419697518379e-01,0.000000000000000000e+00,7.368385781320005434e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.216556305359293377e-01,4.434072859555396318e-01
3.125000000000000000e+00,1.019212676125919481e+00,5.384840305531943816e-01,2.972703638700598949e-01,4.756325821920959207e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.576448211909488917e-01,7.866878726699355617e-01
3.175000000000000266e+00,3.291216376379742514e-01,5.035561055861006441e-01,0.000000000000000000e+00,4.607702926931638021e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.345612359192425167e+00,1.179245740237725881e+00
3.225000000000000089e+00,1.594978146986053558e-01,3.652499956598059816e-01,0.000000000000000000e+00,3.907696460115832326e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.304212219305409981e+00,1.704961064873798504e+00
3.275000000000000355e+00,3.093298462051540798e-01,4.547148739215770008e-01,0.000000000000000000e+00,2.706636154295098684e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.299443104533888782e+00,2.240807305368271773e+00
3.325000000000000178e+00,3.000968154448319658e-01,3.931268282327294861e-01,2.625847135142279631e-01,1.575508281085367945e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.230808185607600080e+00,2.772894574710246474e+00
3.375000000000000000e+00,4.369066263632916947e-01,4.150612950451271210e-01,0.000000000000000000e+00,2.548621987119201182e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.706501225259328347e+00,3.083246195815425583e+00
3.425000000000000266e+00,0.000000000000000000e+00,4.200011301415253473e-01,0.000000000000000000e+00,2.969704960596644683e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.048546685214254204e+00,3.195717904500459117e+00
3.475000000000000089e+00,0.000000000000000000e+00,4.189918768216511769e-01,0.000000000000000000e+00,1.202025876127687382e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.859332349585153032e+00,3.319889095893332698e+00
3.525000000000000355e+00,1.335049443533817826e-01,3.925045363989426717e-01,0.000000000000000000e+00,1.401801915710508897e-02,0.000000000000000000e+00,2.219519699874972218e-02,3.374248859055383853e+00,3.242256183098215949e+00
3.575000000000000178e+00,2.595934309517226590e-01,4.088596537489634364e-01,0.000000000000000000e+00,5.224317797903418187e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.798095565479629343e+00,2.938000343753610188e+00
3.625000000000000000e+00,3.787225997691563983e-01,3.799850084350533952e-01,0.000000000000000000e+00,5.302116396768190298e-02,0.000000000000000000e+00,1.259252644232445040e-01,2.346069202109818175e+00,2.668888324320129346e+00
3.675000000000000266e+00,1.228291617975745958e-01,4.299020662915113977e-01,0.000000000000000000e+00,5.158824795498133386e-02,0.000000000000000000e+00,2.042034814884677654e-02,2.556585739361906473e+00,2.384929268290462812e+00
3.725000000000000089e+00,5.977695709727011142e-01,4.614781087909255453e-01,0.000000000000000000e+00,8.577993343458263642e-02,0.000000000000000000e+00,2.583858970529501198e-01,2.577286150246901997e+00,2.271566689665890593e+00
3.775000000000000355e+00,4.656317701311667445e-01,4.714521672578064759e-01,0.000000000000000000e+00,1.181540616707834473e-01,0.000000000000000000e+00,2.515866657989959676e-01,2.682533472171588773e+00,1.872581430251392565e+00
3.825000000000000178e+00,7.936917227757056548e-01,4.943565587574397791e-01,1.984229306939264137e-01,1.408802807926876621e-01,0.000000000000000000e+00,2.450523194069991473e-01,1.432859393329592113e+00,1.744717025995443871e+00
3.875000000000000000e+00,6.628643849003621469e-01,5.733776929388126886e-01,1.933354455959389318e-01,1.566017109327103585e-01,0.000000000000000000e+00,2.020355406477561400e-01,1.478246238892842568e+00,1.566941013226413881e+00
3.925000000000000266e+00,1.076806526344617154e+00,6.288550113852561241e-01,1.884411421103079909e-01,2.901993588498741894e-01,0.000000000000000000e+00,3.043324445081472818e-01,2.081190666846586712e+00,1.334363400628177487e+00
3.975000000000000089e+00,2.099775565901891849e-01,6.645789666079491287e-01,9.186518100820777466e-01,3.215281335287273889e-01,0.000000000000000000e+00,3.141789190480705485e-01,1.326760844295531427e+00,1.242472508304992340e+00
4.025000000000000355e+00,8.191727689947192470e-01,6.809373642268609084e-01,5.375821296527845128e-01,4.479851080439872235e-01,0.000000000000000000e+00,3.745155503247734607e-01,1.522356473353017936e+00,1.141767355014763341e+00
4.075000000000000178e+00,5.993954610086593693e-01,8.121808496667335397e-01,1.748236761275256401e-01,6.118828664463399347e-01,3.321649846422986663e+00,6.643299692845973103e-01,1.113920768246180915e+00,1.049313363687902623e+00
4.125000000000000000e+00,6.824450549377050201e-01,7.614136970090676915e-01,3.412225274688525101e-01,7.404528846074098780e-01,0.000000000000000000e+00,5.510743818621969270e-01,1.014608577252516852e+00,9.609792667405985256e-01
4.175000000000000711e+00,6.661971399709826214e-01,8.118088005646403316e-01,6.661971399709825103e-01,9.360069816592299086e-01,0.000000000000000000e+00,8.860421961614066699e-01,4.952261925448011026e-01,8.786727587723466293e-01
4.224999999999999645e+00,9.293180641675410358e-01,8.280223951732790244e-01,1.788937273522516636e+00,1.089625430236442094e+00,1.544991281678536943e+00,1.127843635625330965e+00,8.980666602397828768e-01,8.538541477356704767e-01
4.275000000000000355e+00,1.089248401944256317e+00,8.786603775683664574e-01,1.270789802268299074e+00,1.123060487754609316e+00,1.509062890193605178e+00,1.327975343370372041e+00,6.072800824998949576e-01,7.914883741915298421e-01
4.325000000000000178e+00,9.755252139611434448e-01,9.400515698171031387e-01,7.759859656509096038e-01,1.294344590705717835e+00,0.000000000000000000e+00,1.651298134905133885e+00,1.252564956944477004e+00,6.790220556067423363e-01
4.375000000000000000e+00,7.800178513335193076e-01,9.498884056239298435e-01,1.365031239833658594e+00,1.287679469576417546e+00,0.000000000000000000e+00,1.945169516762964790e+00,8.375412916973478117e-01,6.693887708258032809e-01
4.425000000000000711e+00,1.016653475041050525e+00,1.020889531187055388e+00,1.482619651101532154e+00,1.445554159823992713e+00,2.816977337092910982e+00,2.619788923496404909e+00,6.297853385210047117e-01,6.398619039373406592e-01
4.474999999999999645e+00,1.159739135015023681e+00,9.526428609051977858e-01,1.449673918768779490e+00,1.436626853499860523e+00,4.131570668491021614e+00,1.955610116419082445e+00,4.310534838108936451e-01,6.084012028645182646e-01
4.525000000000000355e+00,1.296287314478558272e+00,9.916597955760974026e-01,1.843158525274199988e+00,1.361101680202486675e+00,1.346923537700376983e+00,1.373862008454384442e+00,3.613544283723413852e-01,5.811783722988488332e-01
4.575000000000000178e+00,5.547973713728876488e-01,9.724805352493334221e-01,9.708953999025532466e-01,1.313482776725311885e+00,1.317643757010607874e+00,8.828213171971074358e-01,4.124157450913500389e-01,5.685445628759324688e-01
4.625000000000000000e+00,9.306286455662247104e-01,9.151181681401210355e-01,1.085733419827262125e+00,1.255379266675271444e+00,0.000000000000000000e+00,5.286164587783985791e-01,4.035469348030530368e-01,5.303759714554415750e-01
4.675000000000000711e+00,7.590239925471058413e-01,9.662375425124654083e-01,1.328291986957435000e+00,1.269847139531307567e+00,1.261877387609563250e+00,4.290383117872514918e-01,3.949611571838036461e-01,5.523813898327764038e-01
4.724999999999999645e+00,1.411785759389812656e+00,9.934513475285154938e-01,1.300328988911669814e+00,1.239213526432821233e+00,0.000000000000000000e+00,2.223562571038955327e-01,4.418817095062664291e-01,5.854932650958030171e-01
4.775000000000000355e+00,8.730787143393521355e-01,9.603865857732875044e-01,1.273239791744888771e+00,1.296158107996296938e+00,0.000000000000000000e+00,2.902986725178345329e-01,3.785916548905155499e-01,6.225128496842622372e-01
4.825000000000001066e+00,1.211360125614988847e+00,1.011841987278401689e+00,1.496386037524398249e+00,1.207084736936347769e+00,0.000000000000000000e+00,2.961597365933705261e-01,9.004800933775137795e-01,7.187949921842852197e-01
4.875000000000000000e+00,9.074300967177245658e-01,9.604798562181450228e-01,4.886162059249286593e-01,1.192223542456824381e+00,0.000000000000000000e+00,2.901158722679264002e-01,9.339920396441110384e-01,8.198374570209421286e-01
4.925000000000000711e+00,1.162667668578211133e+00,9.848479075015437179e-01,9.574910211820563122e-01,1.153776680524377873e+00,0.000000000000000000e+00,4.661784409380138605e-01,7.626034681980977670e-01,8.769939884278126208e-01
4.974999999999999645e+00,1.474537185804261963e+00,9.544277057205764470e-01,1.055634576200778163e+00,1.104897523090147438e+00,0.000000000000000000e+00,3.454270918790325329e-01,9.964692164727110280e-01,8.509847108676944494e-01
