r_A,Li_Cl_initial,Li_Cl_late,Zr_Cl_initial,Zr_Cl_late,Zr_O_initial,Zr_O_late,Cl_Cl_initial,Cl_Cl_late
1.225000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.274999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.325000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.425000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.475000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.524999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.575000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.675000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.725000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.774999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.825000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.242003686946554053e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.568867420945047364e+01,1.215872251232411294e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.925000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.721076933307377743e+01,3.713634779440761235e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.975000000000000089e+00,0.000000000000000000e+00,4.252707167813054787e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.535062833244602132e+01,4.383477913223305933e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.025000000000000355e+00,0.000000000000000000e+00,3.640770174208387416e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.362655785900802385e+01,2.905334599018293318e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.075000000000000178e+00,3.852704132481688526e-01,1.464027570343041373e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.281024124050161639e+01,2.427540715075055999e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.125000000000000000e+00,1.102062497833524723e+00,5.106222906628662406e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.664357805296469195e+01,1.899358795745333950e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.174999999999999822e+00,1.753295953191185141e+00,1.542900438808243235e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.165941808872138097e+01,1.684785913820241277e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.225000000000000089e+00,2.680615687935758551e+00,2.623652604567125124e+00,0.000000000000000000e+00,2.931923408679735707e-02,1.114130895298299606e+01,1.214402675875147075e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.275000000000000355e+00,5.128171889237225223e+00,3.849334024358689543e+00,0.000000000000000000e+00,2.243575201541286313e-01,1.065698220732110713e+01,7.619742278234591382e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.325000000000000178e+00,3.682489086332584538e+00,5.054216270991473081e+00,2.148118633694007684e+00,1.417758298238044778e+00,5.101781755023267806e+00,4.489567944420475243e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.375000000000000000e+00,5.587701622072998475e+00,5.352429974827821013e+00,8.234507653581260911e+00,5.264938331008520045e+00,0.000000000000000000e+00,1.515664064987300552e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.425000000000000266e+00,4.795489277214957546e+00,5.399156750934963611e+00,6.911146311280378818e+00,8.708044352213276440e+00,0.000000000000000000e+00,6.096618353165192961e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.475000000000000089e+00,4.874501435799109217e+00,4.915122281097437984e+00,7.108647927207034201e+00,1.051132073503013942e+01,0.000000000000000000e+00,1.350643106169336638e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.525000000000000355e+00,5.463931084867174270e+00,4.251458758415696870e+00,7.740569036895163180e+00,9.548219570805388301e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.575000000000000178e+00,2.501812523882483763e+00,3.575090096628070313e+00,9.194161025268130061e+00,6.943780660035831609e+00,0.000000000000000000e+00,4.159263320954630083e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.625000000000000000e+00,1.925932736972566062e+00,3.011677317440850210e+00,2.949084503489241893e+00,4.368858043026203397e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.675000000000000266e+00,2.781915302554968772e+00,2.443448940744114672e+00,4.868351779471194796e+00,3.087346420147980552e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.725000000000000089e+00,2.680766098422115995e+00,1.968129110591570141e+00,2.345670336119351607e+00,1.563780224079567960e+00,0.000000000000000000e+00,3.713978032188973433e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.723356541719099244e+00,1.598413192444465558e+00,1.884921217505264979e+00,1.108333675893095949e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.825000000000000178e+00,6.235853269040273483e-01,1.270035449127867810e+00,3.637581073606825921e-01,5.747378096298779715e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.180668726836376949e-03
2.875000000000000000e+00,8.027794032677769698e-01,1.019529842150077359e+00,3.512159889296525006e-01,3.301430295938734272e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.237836389640262755e-02
2.925000000000000266e+00,1.357246087150387526e+00,9.190494932989763388e-01,0.000000000000000000e+00,2.205524891619378980e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.441323278389791962e-01,6.485954752754059804e-02
2.975000000000000089e+00,1.499438640620124330e+00,7.834566897240147210e-01,0.000000000000000000e+00,1.213608149751912862e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.786567385223239768e-01,1.198223975645992534e-01
3.025000000000000355e+00,5.438554481158204279e-01,6.925092706008115773e-01,0.000000000000000000e+00,7.613976273621482493e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.347606420109996872e-01,2.749117097024392220e-01
3.075000000000000178e+00,3.508755133961905526e-01,6.508740773499327448e-01,3.070160742216667682e-01,7.982417929763339914e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.216556305359293377e-01,5.229597696122690875e-01
3.125000000000000000e+00,1.019212676125919481e+00,5.758551620111447278e-01,0.000000000000000000e+00,3.269974002570659455e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.839189580561069848e-01,8.460367169965593570e-01
3.175000000000000266e+00,3.291216376379742514e-01,4.541878599404046146e-01,0.000000000000000000e+00,4.031740061065183095e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.100955566611984349e+00,1.217167543087694259e+00
3.225000000000000089e+00,1.594978146986053558e-01,4.513788155970528404e-01,0.000000000000000000e+00,2.791211757225594420e-02,0.000000000000000000e+00,2.651651169364314248e-02,2.845553933029985494e+00,1.740530489036674844e+00
3.275000000000000355e+00,1.546649231025770399e-01,3.959422031425973709e-01,0.000000000000000000e+00,2.706636154295098684e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.299443104533888782e+00,2.171824012232256074e+00
3.325000000000000178e+00,3.000968154448319658e-01,4.066311849277470247e-01,0.000000000000000000e+00,2.363262421628052265e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.676969822729120096e+00,2.652430932687436904e+00
3.375000000000000000e+00,5.825421684843888892e-01,3.975850299905955287e-01,0.000000000000000000e+00,4.077795179390721753e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.356061519321567488e+00,2.861313095344162782e+00
3.425000000000000266e+00,2.828290438663470518e-01,4.440415988701649219e-01,2.474754133830537328e-01,1.484852480298322341e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.733179786743814343e+00,3.153668984704401712e+00
3.475000000000000089e+00,2.747487716863285523e-01,4.162443891047877265e-01,0.000000000000000000e+00,1.682836226578762057e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.144499262188864996e+00,3.213685322908742759e+00
3.525000000000000355e+00,6.675247217669090238e-01,4.285508713743556575e-01,0.000000000000000000e+00,4.205405747131526345e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.275006245553754969e+00,3.027892137934699690e+00
3.575000000000000178e+00,3.893901464275840163e-01,4.244352596060665395e-01,0.000000000000000000e+00,3.180019529158602254e-02,0.000000000000000000e+00,2.157870394786194287e-02,3.762956105300191201e+00,2.896511340541326085e+00
3.625000000000000000e+00,6.312043329485940157e-01,4.822401103727254057e-01,0.000000000000000000e+00,3.534744264512126866e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.783012593603461760e+00,2.629474361724685405e+00
3.675000000000000266e+00,2.456583235951491917e-01,4.765771477745895379e-01,0.000000000000000000e+00,6.018628928081155849e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.104425540653743543e+00,2.482627366187508233e+00
3.725000000000000089e+00,4.782156567781609136e-01,4.734335002103795542e-01,0.000000000000000000e+00,6.695019194894255565e-02,0.000000000000000000e+00,1.987583823484231210e-02,1.866310660523618603e+00,2.272455409028044215e+00
3.775000000000000355e+00,3.492238275983750584e-01,5.191794236962512521e-01,0.000000000000000000e+00,9.574553273322107538e-02,0.000000000000000000e+00,1.935282044607661636e-02,1.384533404991787675e+00,2.023149438044249404e+00
3.825000000000000178e+00,4.535381273004032709e-01,5.646549684890019849e-01,0.000000000000000000e+00,1.031799239608416907e-01,0.000000000000000000e+00,5.655053524776903345e-02,1.601431086662485459e+00,1.770845638462042571e+00
3.875000000000000000e+00,5.523869874169684557e-01,6.098352341083325134e-01,1.933354455959389318e-01,1.778686099482636729e-01,0.000000000000000000e+00,5.510060199484258930e-02,1.724620612041649625e+00,1.635104589797582442e+00
3.925000000000000266e+00,8.614452210756936568e-01,6.299318179116005778e-01,7.537645684412319635e-01,2.185917248479572195e-01,0.000000000000000000e+00,2.506267190067095751e-01,1.120641128302008349e+00,1.511264607310135677e+00
3.975000000000000089e+00,1.049887782950945869e+00,6.771776200033605697e-01,5.511910860492466036e-01,3.049924009472499420e-01,0.000000000000000000e+00,1.396350751324758055e-01,1.638939866482715280e+00,1.361100536736122413e+00
4.025000000000000355e+00,7.167761728703794244e-01,7.536389474751423734e-01,8.959702160879742250e-01,5.286224274919048005e-01,1.702343410567151105e+00,3.574921162191018187e-01,1.370120826017716231e+00,1.248332308149473935e+00
4.075000000000000178e+00,4.994962175072161226e-01,7.602332430459831647e-01,5.244710283825768649e-01,5.349604489502285398e-01,0.000000000000000000e+00,6.643299692845973103e-01,8.168752300471993077e-01,1.134713955920109596e+00
4.125000000000000000e+00,5.849529042323186045e-01,7.974857927700611526e-01,6.824450549377050201e-01,6.585594780148852356e-01,0.000000000000000000e+00,9.238599931219176886e-01,1.376968783414130204e+00,1.070412049001405519e+00
4.175000000000000711e+00,8.565391799626919100e-01,8.546357595627748216e-01,8.327464249637281934e-01,8.077640322148164076e-01,1.582218207431083767e+00,1.012619652755893274e+00,9.904523850896022052e-01,9.720582693665096308e-01
4.224999999999999645e+00,1.022249870584295062e+00,8.763469345099914598e-01,4.878919836879591077e-01,1.047341458316818352e+00,3.089982563357073886e+00,1.390492153510682005e+00,8.980666602397828768e-01,9.125738909051943626e-01
4.275000000000000355e+00,5.446242009721281585e-01,8.931836895942899535e-01,1.111941076984761745e+00,1.224723671936072789e+00,1.509062890193605178e+00,1.750512952624581287e+00,6.747556472221055701e-02,8.285999347887457178e-01
4.325000000000000178e+00,9.755252139611434448e-01,9.808462605827500402e-01,1.241577545041455455e+00,1.330039945125659040e+00,1.474373334736727825e+00,1.946172801852478873e+00,9.229425998538250964e-01,7.937306358742896029e-01
4.375000000000000000e+00,1.126692451926194494e+00,9.299546160898515268e-01,1.820041653111544866e+00,1.425699294937376127e+00,0.000000000000000000e+00,2.233342778505626569e+00,9.019675449048361049e-01,7.003133723653978127e-01
4.425000000000000711e+00,5.930478604406128618e-01,9.293907184333608518e-01,1.482619651101532154e+00,1.510789424472462006e+00,2.816977337092910982e+00,2.084563229448752608e+00,8.187209400773061141e-01,6.952830137271890365e-01
4.474999999999999645e+00,1.076900625371093323e+00,9.186790719511863657e-01,1.884576094399413426e+00,1.597540658483195486e+00,2.754380445660681076e+00,1.597540658483194154e+00,9.236860367376292791e-01,5.948538076590328405e-01
4.525000000000000355e+00,1.215269357323648380e+00,9.511508169986427896e-01,1.417814250210922999e+00,1.535492832978429423e+00,2.693847075400753965e+00,1.266108125438354381e+00,4.215801664343982735e-01,5.835874018213312864e-01
4.575000000000000178e+00,9.510812080678074931e-01,8.852980911764514182e-01,1.941790799805106493e+00,1.479921988137178568e+00,1.317643757010607874e+00,7.642333790661528514e-01,2.356661400522000183e-01,5.432104528203214322e-01
4.625000000000000000e+00,6.204190970441498809e-01,9.577719810619065299e-01,1.085733419827262125e+00,1.391095944153679431e+00,0.000000000000000000e+00,7.477988929060274126e-01,6.341451832619405815e-01,5.488238313321521789e-01
4.675000000000000711e+00,9.108287910565269208e-01,9.965985022143496463e-01,1.726779583044665500e+00,1.417287550083582870e+00,0.000000000000000000e+00,5.299885027960168360e-01,3.385381347289745380e-01,5.591521525273559501e-01
4.724999999999999645e+00,1.040263191129335629e+00,9.198898790129408365e-01,1.170296090020502833e+00,1.387451031168752458e+00,0.000000000000000000e+00,1.482375047359303644e-01,4.971169231945497535e-01,5.446192069664732571e-01
4.775000000000000355e+00,1.236861511980748896e+00,9.611141513685703686e-01,1.655211729268355469e+00,1.343267980290857810e+00,0.000000000000000000e+00,2.540113384531051954e-01,7.030987876538146164e-01,6.252170757906229115e-01
4.825000000000001066e+00,1.140103647637636719e+00,9.377352501819554709e-01,8.728918552225656269e-01,1.273175120260341409e+00,0.000000000000000000e+00,2.250813998109616187e-01,4.237553380600064812e-01,6.970775311087096249e-01
4.875000000000000000e+00,1.186639357246255244e+00,9.423312542837907202e-01,1.099386463331089470e+00,1.304605269819557822e+00,0.000000000000000000e+00,1.160463489071705684e-01,8.821035929972160794e-01,7.689867793069851132e-01
4.925000000000000711e+00,8.207065895846196169e-01,9.588588654980308990e-01,1.077177398829813448e+00,1.180107683606884228e+00,0.000000000000000000e+00,7.959144113575841728e-02,1.016804624264130430e+00,8.114100901627756546e-01
4.974999999999999645e+00,6.032197578290162676e-01,9.926316237164135581e-01,1.407512768267704439e+00,1.190521216493100054e+00,0.000000000000000000e+00,8.914247532362126747e-02,9.466457556490753822e-01,8.056453615181866645e-01
