# Time-averaged data for fix msd_out
# TimeStep c_msd_li[1] c_msd_li[2] c_msd_li[3] c_msd_li[4]
0 1.55033e-30 0 0 1.55033e-30
1000 0.133294 0.163509 0.383308 0.680111
2000 0.13057 0.220805 0.574926 0.926301
3000 0.23962 0.169772 0.758589 1.16798
4000 0.200418 0.213151 1.04853 1.4621
5000 0.268899 0.17681 1.05625 1.50196
6000 0.179111 0.216374 1.14247 1.53795
7000 0.230429 0.182153 1.29123 1.70381
8000 0.245829 0.161541 1.5345 1.94187
9000 0.200798 0.202123 1.98039 2.38331
10000 0.291421 0.224951 1.45658 1.97295
11000 0.229514 0.204847 1.40625 1.84061
12000 0.185653 0.196319 1.71423 2.0962
13000 0.245932 0.1645 2.77509 3.18553
14000 0.238086 0.168428 2.84735 3.25387
15000 0.228321 0.216041 2.90058 3.34494
16000 0.253996 0.235533 3.07802 3.56755
17000 0.226752 0.219525 3.4569 3.90318
18000 0.229433 0.192184 3.70975 4.13137
19000 0.198915 0.22827 3.61454 4.04172
20000 0.277872 0.246109 3.84933 4.37331
21000 0.260232 0.217394 4.51554 4.99316
22000 0.234678 0.27733 5.85583 6.36784
23000 0.243433 0.201623 6.19843 6.64348
24000 0.280316 0.19315 6.55372 7.02718
25000 0.307486 0.187515 6.28713 6.78214
26000 0.279917 0.3118 6.55293 7.14465
27000 0.19339 0.400663 6.26701 6.86106
28000 0.219028 0.390533 6.16487 6.77443
29000 0.280208 0.476922 5.46323 6.22036
30000 0.300296 0.447478 5.43981 6.18758
31000 0.494362 0.502321 5.50899 6.50567
32000 0.406607 0.664808 5.09474 6.16616
33000 0.359427 0.505642 5.40641 6.27148
34000 0.394606 0.589268 5.48813 6.47201
35000 0.397172 0.554102 5.73551 6.68678
36000 0.446577 0.61809 5.47278 6.53745
37000 0.451776 0.663061 6.16931 7.28415
38000 0.488051 0.618699 6.34219 7.44894
39000 0.391289 0.613553 6.12878 7.13362
40000 0.374789 0.571191 6.25276 7.19874
41000 0.475141 0.629673 6.12719 7.23201
42000 0.363183 0.622398 6.81185 7.79743
43000 0.421351 0.737586 6.85301 8.01195
44000 0.469013 0.643547 6.5065 7.61906
45000 0.437812 0.645676 6.36173 7.44522
46000 0.409934 0.583976 6.32195 7.31586
47000 0.404856 0.609245 5.66868 6.68278
48000 0.446568 0.559534 6.22451 7.23061
49000 0.429616 0.567729 6.73169 7.72904
50000 0.430869 0.605459 6.4735 7.50983
51000 0.473747 0.591238 6.4865 7.55149
52000 0.485449 0.574697 7.18295 8.2431
53000 0.505402 0.617097 6.77742 7.89992
54000 0.429016 0.649982 6.7905 7.8695
55000 0.396808 0.584952 6.3139 7.29566
56000 0.451214 0.574661 5.83409 6.85997
57000 0.451402 0.569444 6.90015 7.92099
58000 0.387222 0.588687 6.9963 7.97221
59000 0.487003 0.593601 7.85876 8.93937
60000 0.398172 0.498443 8.26657 9.16319
61000 0.459111 0.550416 8.83821 9.84774
62000 0.447588 0.56453 8.18136 9.19348
63000 0.495023 0.525753 8.22597 9.24674
64000 0.455474 0.590552 7.92659 8.97261
65000 0.470939 0.639534 8.31929 9.42976
66000 0.516217 0.600426 8.20733 9.32398
67000 0.41664 0.618071 8.76193 9.79664
68000 0.402483 0.576561 7.90865 8.88769
69000 0.406317 0.6763 7.71368 8.7963
70000 0.489379 0.760202 7.08987 8.33945
71000 0.494341 0.886792 7.96739 9.34852
72000 0.538914 0.776259 8.18641 9.50159
73000 0.496963 0.745063 7.33857 8.5806
74000 0.450668 0.758675 8.00109 9.21044
75000 0.653648 0.756769 8.45746 9.86787
76000 0.541719 0.754578 8.41888 9.71518
77000 0.502792 0.906796 6.99107 8.40066
78000 0.572453 1.03847 7.01051 8.62144
79000 0.476766 0.918374 7.00795 8.40309
80000 0.454636 0.924737 7.99861 9.37799
81000 0.543433 0.900731 7.71052 9.15468
82000 0.448272 0.891899 7.96454 9.30471
83000 0.441709 0.850267 7.88598 9.17796
84000 0.489407 0.860394 7.82713 9.17693
85000 0.577929 0.883438 7.74263 9.20399
86000 0.560068 0.937785 7.96719 9.46504
87000 0.490818 0.95005 8.3461 9.78697
88000 0.4615 0.91501 8.47941 9.85592
89000 0.508729 0.897185 8.78205 10.188
90000 0.505924 0.902331 9.36304 10.7713
91000 0.489248 0.975792 9.35077 10.8158
92000 0.497992 0.898279 8.62458 10.0208
93000 0.529102 0.865762 9.37085 10.7657
94000 0.533621 0.911648 8.64659 10.0919
95000 0.480732 0.965505 8.71947 10.1657
96000 0.473625 0.872385 8.57578 9.92179
97000 0.593078 0.928693 8.16329 9.68506
98000 0.505436 0.916999 7.84956 9.272
99000 0.547542 0.87847 7.43466 8.86067
100000 0.591725 0.888722 7.02796 8.50841
101000 0.499946 0.941297 7.1332 8.57444
102000 0.705665 0.971444 6.3391 8.01621
103000 0.733938 0.940053 6.39666 8.07066
104000 0.724994 0.962535 6.38677 8.0743
105000 0.527914 0.92188 7.24486 8.69466
106000 0.541401 0.949913 6.33372 7.82503
107000 0.502313 0.982601 5.9306 7.41552
108000 0.521873 1.0393 6.26076 7.82194
109000 0.456623 0.934725 5.79139 7.18274
110000 0.499383 0.993255 6.23523 7.72786
111000 0.45292 1.07653 6.20105 7.7305
112000 0.485627 0.981552 6.18123 7.64841
113000 0.443373 0.980481 6.07572 7.49957
114000 0.545824 0.980226 5.82884 7.35489
115000 0.449253 0.904933 6.44325 7.79743
116000 0.56272 0.927227 5.62073 7.11067
117000 0.502897 0.876593 5.22959 6.60908
118000 0.543557 0.921577 5.46658 6.93172
119000 0.486562 1.08194 5.70843 7.27693
120000 0.549935 0.965483 5.40987 6.92529
121000 0.56035 0.984169 5.86545 7.40997
122000 0.598012 0.894545 5.69823 7.19079
123000 0.595465 0.96658 5.88353 7.44558
124000 0.527257 0.904537 4.70452 6.13631
125000 0.39771 0.92741 4.85646 6.18158
126000 0.552048 0.948435 4.9874 6.48788
127000 0.555121 1.02939 4.99733 6.58184
